league,season,team,player,nation,pos,age,born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
FRA-Ligue 1,2425,Monaco,Soungoutou Magassa,FRA,MF,21-228,2003,11.4,47,25,14,27,6,25,46,54.3,21,16,3,13,21,68,19,1
FRA-Ligue 1,2425,Monaco,Takumi Minamino,JPN,"MF,FW",30-128,1995,24.8,33,19,7,14,12,15,42,35.7,27,26,1,25,10,43,20,0
FRA-Ligue 1,2425,Monaco,Thilo Kehrer,GER,DF,28-245,1996,26.5,37,23,26,11,0,22,38,57.9,16,18,10,8,36,73,113,1
FRA-Ligue 1,2425,Monaco,Vanderson,BRA,DF,23-337,2001,22.9,76,48,37,30,9,45,64,70.3,19,43,6,37,39,115,65,2
FRA-Ligue 1,2425,Monaco,Wilfried Singo,CIV,DF,24-150,2000,23.3,37,23,24,10,3,20,28,71.4,8,17,9,8,43,80,110,2
FRA-Ligue 1,2425,Montpellier,Akor Adams,NGA,FW,25-115,2000,11.9,4,3,1,2,1,3,4,75.0,1,2,1,1,1,5,5,1
FRA-Ligue 1,2425,Montpellier,Andy Delort,ALG,FW,33-227,1991,6.7,4,3,1,2,1,1,2,50.0,1,3,1,2,0,4,3,0
FRA-Ligue 1,2425,Montpellier,Arnaud Nordin,FRA,FW,26-341,1998,13.0,24,15,6,16,2,11,21,52.4,10,12,0,12,5,29,7,0
FRA-Ligue 1,2425,Montpellier,Axel Gueguin,FRA,FW,20-061,2005,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2425,Montpellier,Bamo Meïté,CIV,DF,23-172,2001,4.7,5,3,2,1,2,1,2,50.0,1,3,3,0,4,9,14,3
FRA-Ligue 1,2425,Montpellier,Becir Omeragic,SUI,DF,23-124,2002,20.0,32,16,19,12,1,16,21,76.2,5,32,21,11,13,45,78,0
FRA-Ligue 1,2425,Montpellier,Benjamin Lecomte,FRA,GK,34-028,1991,30.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,2
FRA-Ligue 1,2425,Montpellier,Birama Touré,MLI,"MF,DF",32-352,1992,3.3,8,5,5,2,1,4,6,66.7,2,3,2,1,6,14,7,0
FRA-Ligue 1,2425,Montpellier,Boubakar Kouyaté,MLI,DF,28-039,1997,8.4,22,17,16,6,0,11,19,57.9,8,17,11,6,12,34,54,0
FRA-Ligue 1,2425,Montpellier,Dimitry Bertaud,COD,GK,26-352,1998,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
FRA-Ligue 1,2425,Montpellier,Enzo Tchato,CMR,DF,22-182,2002,21.1,48,26,26,18,4,26,44,59.1,18,30,10,20,22,70,59,0
FRA-Ligue 1,2425,Montpellier,Falaye Sacko,MLI,DF,30-023,1995,13.7,14,8,9,4,1,9,19,47.4,10,17,7,10,13,27,21,0
FRA-Ligue 1,2425,Montpellier,Gabriel Bares,SUI,"MF,DF",24-268,2000,0.6,2,2,2,0,0,1,2,50.0,1,0,0,0,1,3,3,0
FRA-Ligue 1,2425,Montpellier,Issiaga Sylla,GUI,DF,31-143,1994,12.8,25,10,17,7,1,15,29,51.7,14,13,4,9,10,35,34,1
FRA-Ligue 1,2425,Montpellier,Jordan Ferri,FRA,MF,33-073,1992,19.7,42,23,18,22,2,18,44,40.9,26,20,3,17,9,51,20,0
FRA-Ligue 1,2425,Montpellier,Joris Chotard,FRA,MF,23-242,2001,21.0,39,27,17,20,2,20,46,43.5,26,28,10,18,19,58,52,1
FRA-Ligue 1,2425,Montpellier,Junior Ndiaye,FRA,FW,20-056,2005,4.9,3,2,2,1,0,1,4,25.0,3,2,1,1,0,3,2,0
FRA-Ligue 1,2425,Montpellier,Khalil Fayad,FRA,"MF,FW",20-349,2004,11.4,31,16,12,17,2,15,28,53.6,13,18,1,17,10,41,15,1
FRA-Ligue 1,2425,Montpellier,Lucas Mincarelli,FRA,DF,21-139,2004,7.9,17,10,6,9,2,6,13,46.2,7,8,5,3,9,26,27,0
FRA-Ligue 1,2425,Montpellier,Modibo Sagnan,MLI,DF,26-040,1999,23.8,57,35,38,16,3,26,44,59.1,18,24,13,11,29,86,110,5
FRA-Ligue 1,2425,Montpellier,Musa Al-Taamari,JOR,"FW,MF",27-348,1997,12.4,14,10,4,5,5,8,15,53.3,7,2,0,2,3,17,3,2
FRA-Ligue 1,2425,Montpellier,Nicolas Pays,FRA,"FW,MF",21-290,2003,5.0,13,6,3,4,6,4,8,50.0,4,1,0,1,4,17,2,0
FRA-Ligue 1,2425,Montpellier,Nikola Maksimović,SRB,DF,33-180,1991,6.5,9,5,6,3,0,6,7,85.7,1,5,4,1,6,15,30,1
FRA-Ligue 1,2425,Montpellier,Othmane Maamma,MAR,"FW,MF",19-230,2005,4.0,3,1,2,1,0,1,4,25.0,3,4,0,4,1,4,2,1
FRA-Ligue 1,2425,Montpellier,Rabby Nzingoula,CGO,MF,19-180,2005,18.8,64,42,26,31,7,27,58,46.6,31,27,5,22,29,93,23,0
FRA-Ligue 1,2425,Montpellier,Simon Cara,FRA,"MF,FW",19-358,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Montpellier,Stefan Džodić,SRB,"DF,MF",20-070,2005,2.7,8,5,3,5,0,5,8,62.5,3,5,4,1,5,13,10,1
FRA-Ligue 1,2425,Montpellier,Tanguy Coulibaly,FRA,"FW,MF",24-095,2001,16.5,32,24,13,15,4,14,33,42.4,19,18,2,16,11,43,3,1
FRA-Ligue 1,2425,Montpellier,Théo Chennahi,FRA,DF,20-107,2005,2.0,6,3,3,3,0,4,7,57.1,3,3,0,3,2,8,6,0
FRA-Ligue 1,2425,Montpellier,Théo Sainte-Luce,FRA,DF,26-216,1998,11.3,24,11,16,4,4,16,33,48.5,17,16,4,12,12,36,33,1
FRA-Ligue 1,2425,Montpellier,Téji Savanier,FRA,MF,33-153,1991,26.3,29,25,7,16,6,18,43,41.9,25,16,1,15,15,44,21,4
FRA-Ligue 1,2425,Montpellier,Wahbi Khazri,TUN,"FW,MF",34-105,1991,12.4,25,18,5,16,4,8,21,38.1,13,13,1,12,5,30,7,0
FRA-Ligue 1,2425,Montpellier,Wilfried Ndollo,CMR,DF,19-315,2005,4.5,6,5,4,1,1,4,8,50.0,4,9,1,8,7,13,11,0
FRA-Ligue 1,2425,Montpellier,Yael Mouanga,FRA,DF,19-305,2005,10.5,14,8,9,3,2,7,9,77.8,2,16,8,8,10,24,50,0
FRA-Ligue 1,2425,Montpellier,Yanis Issoufou,FRA,"MF,FW",18-208,2006,0.9,6,4,4,1,1,3,5,60.0,2,1,0,1,0,6,1,0
FRA-Ligue 1,2425,Nantes,Alban Lafont,FRA,GK,26-121,1999,12.0,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,8,1
FRA-Ligue 1,2425,Nantes,Anthony Lopes,POR,GK,34-235,1990,17.4,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,7,1
FRA-Ligue 1,2425,Nantes,Bahereba Guirassy,FRA,"FW,MF",18-268,2006,3.9,12,8,6,3,3,7,13,53.8,6,10,0,10,1,13,4,0
FRA-Ligue 1,2425,Nantes,Dehmaine Assoumani,FRA,"MF,FW",20-037,2005,1.1,6,3,0,4,2,4,5,80.0,1,1,0,1,1,7,4,0
FRA-Ligue 1,2425,Nantes,Douglas,BRA,MF,28-131,1997,25.6,69,42,29,31,9,26,44,59.1,18,51,11,40,32,101,47,0
FRA-Ligue 1,2425,Nantes,Fabien Centonze,FRA,DF,29-128,1996,2.9,8,4,5,2,1,4,6,66.7,2,4,1,3,2,10,17,0
FRA-Ligue 1,2425,Nantes,Florent Mollet,FRA,"MF,FW",33-186,1991,2.7,2,2,1,1,0,1,1,100.0,0,2,0,2,1,3,4,0
FRA-Ligue 1,2425,Nantes,Francis Coquelin,FRA,MF,34-011,1991,2.5,9,5,5,3,1,3,4,75.0,1,3,1,2,6,15,3,0
FRA-Ligue 1,2425,Nantes,Ignatius Ganago,CMR,"FW,MF",26-097,1999,2.7,1,1,0,1,0,1,2,50.0,1,3,1,2,4,5,2,0
FRA-Ligue 1,2425,Nantes,Jean-Charles Castelletto,CMR,"DF,MF",30-118,1995,29.1,34,17,17,15,2,17,27,63.0,10,27,18,9,25,59,151,0
FRA-Ligue 1,2425,Nantes,Jean-Kevin Duverne,HAI,DF,27-316,1997,6.0,21,12,13,4,4,15,27,55.6,12,10,3,7,8,29,23,0
FRA-Ligue 1,2425,Nantes,Jean-Philippe Gbamin,CIV,MF,29-241,1995,2.4,2,1,0,2,0,1,4,25.0,3,5,2,3,3,5,2,0
FRA-Ligue 1,2425,Nantes,Johann Lepenant,FRA,MF,22-214,2002,22.8,68,33,30,27,11,32,71,45.1,39,35,3,32,18,86,25,0
FRA-Ligue 1,2425,Nantes,Kelvin Amian,FRA,DF,27-105,1998,24.1,55,31,40,14,1,29,35,82.9,6,18,11,7,13,68,85,0
FRA-Ligue 1,2425,Nantes,Louis Leroux,FRA,"MF,DF",19-121,2006,9.1,25,18,10,12,3,16,22,72.7,6,22,2,20,8,33,19,1
FRA-Ligue 1,2425,Nantes,Marcus Coco,FRA,DF,28-334,1996,10.6,27,21,15,9,3,16,31,51.6,15,16,5,11,11,38,46,0
FRA-Ligue 1,2425,Nantes,Matthis Abline,FRA,FW,22-057,2003,30.8,11,5,2,4,5,3,9,33.3,6,15,1,14,4,15,36,1
FRA-Ligue 1,2425,Nantes,Meschak Elia,COD,FW,27-291,1997,1.9,7,5,3,2,2,1,1,100.0,0,3,0,3,0,7,2,0
FRA-Ligue 1,2425,Nantes,Moses Simon,NGA,"FW,MF",29-316,1995,29.0,20,14,4,7,9,7,22,31.8,15,11,0,11,12,32,13,0
FRA-Ligue 1,2425,Nantes,Mostafa Mohamed,EGY,FW,27-177,1997,13.9,18,9,6,8,4,4,12,33.3,8,10,2,8,10,28,27,0
FRA-Ligue 1,2425,Nantes,Nathan Zeze,FRA,DF,19-340,2005,16.8,38,22,22,16,0,23,33,69.7,10,22,9,13,23,61,120,1
FRA-Ligue 1,2425,Nantes,Nicolas Cozza,FRA,"DF,MF",26-136,1999,22.8,59,41,35,18,6,31,47,66.0,16,25,10,15,25,84,69,0
FRA-Ligue 1,2425,Nantes,Nicolas Pallois,FRA,DF,37-247,1987,22.4,61,27,44,13,4,37,63,58.7,26,48,18,30,28,89,164,3
FRA-Ligue 1,2425,Nantes,Patrik Carlgren,SWE,GK,33-136,1992,4.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Nantes,Pedro Chirivella,ESP,MF,28-001,1997,26.1,44,29,23,16,5,19,42,45.2,23,25,4,21,19,63,45,0
FRA-Ligue 1,2425,Nantes,Plamedi Nsingi,,MF,24-158,2000,0.2,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
FRA-Ligue 1,2425,Nantes,Saidou Sow,GUI,DF,22-324,2002,8.9,17,11,13,4,0,6,10,60.0,4,19,12,7,13,30,46,1
FRA-Ligue 1,2425,Nantes,Sorba Thomas,WAL,"FW,MF",25-275,1999,14.7,14,6,7,5,2,10,18,55.6,8,12,2,10,9,23,27,1
FRA-Ligue 1,2425,Nantes,Sékou Doucoure,FRA,DF,20-028,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
FRA-Ligue 1,2425,Nantes,Tino Kadewere,ZIM,"MF,FW",29-139,1996,5.7,14,8,5,3,6,6,13,46.2,7,3,0,3,6,20,8,0
FRA-Ligue 1,2425,Nice,Ali Abdi,TUN,"DF,MF",31-155,1993,15.5,43,25,18,14,11,28,43,65.1,15,20,6,14,20,63,37,0
FRA-Ligue 1,2425,Nice,Amidou Doumbouya,FRA,DF,17-292,2007,0.5,1,1,0,0,1,1,1,100.0,0,3,1,2,1,2,1,0
FRA-Ligue 1,2425,Nice,Antoine Mendy,SEN,DF,20-362,2004,9.2,30,21,16,14,0,19,29,65.5,10,9,5,4,8,38,29,1
FRA-Ligue 1,2425,Nice,Badredine Bouanani,ALG,"MF,FW",20-167,2004,12.2,11,4,4,4,3,6,18,33.3,12,16,3,13,11,22,4,0
FRA-Ligue 1,2425,Nice,Baptiste Santamaria,FRA,MF,30-076,1995,10.3,20,10,10,7,3,13,22,59.1,9,14,3,11,18,38,19,1
FRA-Ligue 1,2425,Nice,Bernard Nguene,CMR,FW,18-293,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Nice,Bilal Brahimi,ALG,MF,25-071,2000,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0
FRA-Ligue 1,2425,Nice,Dante,BRA,DF,41-218,1983,21.8,32,15,17,13,2,15,29,51.7,14,29,14,15,34,66,74,1
FRA-Ligue 1,2425,Nice,Evann Guessand,CIV,"FW,MF",23-327,2001,28.5,44,29,12,15,17,6,14,42.9,8,27,3,24,15,59,16,0
FRA-Ligue 1,2425,Nice,Gaëtan Laborde,FRA,FW,31-021,1994,20.3,19,13,9,8,2,9,22,40.9,13,16,4,12,6,25,20,0
FRA-Ligue 1,2425,Nice,Hicham Boudaoui,ALG,MF,25-243,1999,27.1,76,52,28,37,11,31,53,58.5,22,40,11,29,22,98,45,1
FRA-Ligue 1,2425,Nice,Issiaga Camara,GUI,MF,20-111,2005,0.2,2,1,0,2,0,0,1,0.0,1,0,0,0,3,5,0,0
FRA-Ligue 1,2425,Nice,Jeremie Boga,CIV,"MF,FW",28-141,1997,11.7,10,5,2,5,3,4,8,50.0,4,13,0,13,3,13,2,1
FRA-Ligue 1,2425,Nice,Jonathan Clauss,FRA,"DF,MF",32-241,1992,25.6,52,35,27,19,6,28,56,50.0,28,25,2,23,48,100,68,3
FRA-Ligue 1,2425,Nice,Jordan Lotomba,SUI,"MF,DF",26-237,1998,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
FRA-Ligue 1,2425,Nice,Marcin Bułka,POL,GK,25-232,1999,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,16,6
FRA-Ligue 1,2425,Nice,Melvin Bard,FRA,"DF,MF",24-199,2000,21.5,53,36,35,13,5,24,42,57.1,18,38,13,25,29,82,60,3
FRA-Ligue 1,2425,Nice,Mohamed Abdelmoneim,EGY,DF,26-112,1999,9.5,21,14,12,6,3,13,22,59.1,9,11,5,6,15,36,56,1
FRA-Ligue 1,2425,Nice,Mohamed Ali Cho,FRA,"FW,MF",21-125,2004,18.0,13,9,4,5,4,4,12,33.3,8,17,1,16,5,18,8,0
FRA-Ligue 1,2425,Nice,Morgan Sanson,FRA,MF,30-279,1994,2.6,6,3,2,4,0,1,3,33.3,2,3,0,3,4,10,2,0
FRA-Ligue 1,2425,Nice,Moïse Bombito,CAN,DF,25-055,2000,24.4,37,25,22,12,3,24,35,68.6,11,35,19,16,18,55,121,7
FRA-Ligue 1,2425,Nice,Pablo Rosario,NED,"MF,DF",28-137,1997,19.7,30,20,6,19,5,11,20,55.0,9,19,11,8,31,61,43,2
FRA-Ligue 1,2425,Nice,Rareş Ilie,ROU,MF,22-035,2003,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2425,Nice,Sofiane Diop,FRA,"MF,FW",24-349,2000,11.8,23,16,16,3,4,9,22,40.9,13,19,2,17,17,40,7,1
FRA-Ligue 1,2425,Nice,Tanguy Ndombele,FRA,MF,28-147,1996,12.6,35,23,10,21,4,12,20,60.0,8,9,0,9,14,49,9,0
FRA-Ligue 1,2425,Nice,Terem Moffi,NGA,FW,25-364,1999,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Nice,Tom Louchet,FRA,"DF,MF",22-020,2003,8.6,27,17,17,5,5,17,23,73.9,6,12,4,8,18,45,20,0
FRA-Ligue 1,2425,Nice,Victor Orakpo,NGA,FW,18-344,2006,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Nice,Yael Nandjou,FRA,DF,19-322,2005,1.7,4,1,2,1,1,4,8,50.0,4,4,1,3,4,8,7,0
FRA-Ligue 1,2425,Nice,Youssouf Ndayishimiye,BDI,DF,26-209,1998,21.5,40,21,25,14,1,16,27,59.3,11,35,19,16,21,61,117,4
FRA-Ligue 1,2425,Nice,Youssoufa Moukoko,GER,"FW,MF",20-185,2004,2.3,3,2,2,1,0,1,2,50.0,1,2,0,2,0,3,0,0
FRA-Ligue 1,2425,Paris S-G,Achraf Hakimi,MAR,DF,26-201,1998,23.0,48,36,18,20,10,27,55,49.1,28,25,2,23,31,79,18,3
FRA-Ligue 1,2425,Paris S-G,Arnau Tenas,ESP,GK,23-359,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Paris S-G,Axel Tapé,FRA,"DF,MF",17-287,2007,2.0,3,1,1,2,0,2,2,100.0,0,2,2,0,1,4,5,0
FRA-Ligue 1,2425,Paris S-G,Bradley Barcola,FRA,FW,22-264,2002,24.2,27,17,10,8,9,8,31,25.8,23,25,2,23,19,46,12,0
FRA-Ligue 1,2425,Paris S-G,Désiré Doué,FRA,"FW,MF",19-355,2005,19.2,48,30,15,19,14,24,51,47.1,27,26,0,26,13,61,7,0
FRA-Ligue 1,2425,Paris S-G,Fabián Ruiz Peña,ESP,MF,29-051,1996,21.4,37,24,13,15,9,21,47,44.7,26,25,3,22,16,53,27,1
FRA-Ligue 1,2425,Paris S-G,Gianluigi Donnarumma,ITA,GK,26-088,1999,23.2,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,14,0
FRA-Ligue 1,2425,Paris S-G,Gonçalo Ramos,POR,FW,23-338,2001,11.8,11,6,5,5,1,3,6,50.0,3,5,1,4,0,11,5,0
FRA-Ligue 1,2425,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",17-120,2008,3.8,4,2,1,2,1,3,8,37.5,5,2,0,2,2,6,2,0
FRA-Ligue 1,2425,Paris S-G,João Neves,POR,"MF,DF",20-239,2004,20.5,63,31,20,26,17,27,45,60.0,18,29,9,20,23,86,22,1
FRA-Ligue 1,2425,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,24-101,2001,10.2,19,13,4,12,3,13,23,56.5,10,7,0,7,2,21,4,0
FRA-Ligue 1,2425,Paris S-G,Lee Kang-in,KOR,"FW,MF",24-094,2001,18.5,25,17,7,11,7,19,35,54.3,16,11,1,10,3,28,3,1
FRA-Ligue 1,2425,Paris S-G,Lucas Beraldo,BRA,DF,21-181,2003,22.3,38,31,30,8,0,23,37,62.2,14,16,8,8,21,59,63,3
FRA-Ligue 1,2425,Paris S-G,Lucas Hernández,FRA,DF,29-099,1996,9.7,24,18,13,9,2,14,23,60.9,9,12,5,7,7,31,37,2
FRA-Ligue 1,2425,Paris S-G,Marco Asensio,ESP,"FW,MF",29-123,1996,6.9,4,3,1,3,0,0,6,0.0,6,1,0,1,0,4,1,0
FRA-Ligue 1,2425,Paris S-G,Marquinhos,BRA,DF,31-010,1994,19.2,30,19,8,16,6,25,33,75.8,8,27,15,12,11,41,64,0
FRA-Ligue 1,2425,Paris S-G,Matvei Safonov,RUS,GK,26-088,1999,9.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,0
FRA-Ligue 1,2425,Paris S-G,Milan Škriniar,SVK,DF,30-102,1995,4.2,7,5,3,4,0,3,3,100.0,0,7,6,1,3,10,16,0
FRA-Ligue 1,2425,Paris S-G,Noham Kamara,FRA,DF,18-122,2007,0.8,1,1,0,1,0,0,0,,0,1,1,0,1,2,1,0
FRA-Ligue 1,2425,Paris S-G,Nuno Mendes,POR,DF,22-339,2002,18.6,30,19,15,12,3,23,39,59.0,16,25,8,17,18,48,37,2
FRA-Ligue 1,2425,Paris S-G,Ousmane Dembélé,FRA,FW,28-009,1997,19.2,11,5,0,7,4,4,12,33.3,8,3,0,3,9,20,2,1
FRA-Ligue 1,2425,Paris S-G,Presnel Kimpembe,FRA,DF,29-284,1995,0.3,1,0,1,0,0,0,0,,0,2,2,0,0,1,1,0
FRA-Ligue 1,2425,Paris S-G,Randal Kolo Muani,FRA,FW,26-170,1998,4.0,4,4,1,1,2,0,2,0.0,2,1,0,1,0,4,5,0
FRA-Ligue 1,2425,Paris S-G,Senny Mayulu,FRA,MF,19-007,2006,9.0,25,16,8,14,3,8,14,57.1,6,8,3,5,5,30,12,0
FRA-Ligue 1,2425,Paris S-G,Vitinha,POR,MF,25-100,2000,22.7,43,23,13,27,3,25,48,52.1,23,26,7,19,14,57,19,2
FRA-Ligue 1,2425,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",19-077,2006,22.8,51,26,17,21,13,23,45,51.1,22,35,6,29,23,74,20,2
FRA-Ligue 1,2425,Paris S-G,Willian Pacho,ECU,DF,23-220,2001,23.7,56,32,34,22,0,23,32,71.9,9,35,22,13,40,96,91,1
FRA-Ligue 1,2425,Paris S-G,Yoram Zague,FRA,"DF,FW",19-009,2006,2.0,8,6,3,1,4,6,8,75.0,2,3,0,3,2,10,2,0
FRA-Ligue 1,2425,Reims,Abdoul Koné,FRA,DF,20-032,2005,1.5,5,3,4,1,0,3,5,60.0,2,2,1,1,1,6,5,0
FRA-Ligue 1,2425,Reims,Amadou Koné,MLI,MF,20-010,2005,14.4,49,32,32,16,1,22,35,62.9,13,18,4,14,19,68,38,2
FRA-Ligue 1,2425,Reims,Amine Salama,FRA,FW,24-310,2000,4.1,3,2,0,2,1,0,3,0.0,3,2,1,1,1,4,0,0
FRA-Ligue 1,2425,Reims,Ange Martial Tia,MLI,"MF,DF",18-185,2006,1.9,4,3,1,2,1,2,6,33.3,4,3,0,3,2,6,4,0
FRA-Ligue 1,2425,Reims,Aurélio Buta,POR,DF,28-103,1997,21.9,37,24,22,11,4,21,42,50.0,21,19,5,14,22,59,59,0
FRA-Ligue 1,2425,Reims,Cédric Kipré,CIV,DF,28-166,1996,24.3,42,30,30,11,1,29,39,74.4,10,42,27,15,32,74,162,2
FRA-Ligue 1,2425,Reims,Eloge Zabi,CIV,"DF,MF",18-242,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
FRA-Ligue 1,2425,Reims,Emmanuel Agbadou,CIV,DF,27-341,1997,14.0,25,17,19,3,3,19,26,73.1,7,22,13,9,19,44,64,1
FRA-Ligue 1,2425,Reims,Gabriel Moscardo,BRA,"MF,DF",19-238,2005,0.9,3,1,2,1,0,1,3,33.3,2,3,1,2,0,3,1,0
FRA-Ligue 1,2425,Reims,Hafiz Ibrahim,NGA,FW,19-155,2005,4.3,3,2,0,1,2,0,5,0.0,5,4,2,2,2,5,6,0
FRA-Ligue 1,2425,Reims,Hiroki Sekine,JPN,DF,22-286,2002,9.9,9,7,6,2,1,7,17,41.2,10,22,11,11,5,14,51,1
FRA-Ligue 1,2425,Reims,Ike Orazi,IRL,MF,17-347,2007,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Reims,John Joe,IRL,MF,21-212,2003,6.1,24,15,11,10,3,7,19,36.8,12,11,2,9,6,30,9,0
FRA-Ligue 1,2425,Reims,Jordan Pefok,USA,FW,29-028,1996,4.2,3,2,0,3,0,2,3,66.7,1,3,1,2,2,5,5,0
FRA-Ligue 1,2425,Reims,Joseph Okumu,KEN,DF,27-363,1997,18.8,30,15,21,9,0,15,24,62.5,9,33,21,12,25,55,137,2
FRA-Ligue 1,2425,Reims,Junya Ito,JPN,"FW,MF",32-076,1993,29.9,45,30,19,16,10,17,60,28.3,43,33,3,30,13,58,15,2
FRA-Ligue 1,2425,Reims,Keito Nakamura,JPN,"FW,MF",24-300,2000,29.4,24,16,7,10,7,11,31,35.5,20,21,1,20,13,37,19,0
FRA-Ligue 1,2425,Reims,Malcolm Jeng,SWE,DF,20-076,2005,1.2,0,0,0,0,0,0,0,,0,1,0,1,3,3,10,0
FRA-Ligue 1,2425,Reims,Mamadou Diakhon,FRA,"FW,MF",19-244,2005,9.5,12,8,4,3,5,9,18,50.0,9,5,1,4,4,16,5,0
FRA-Ligue 1,2425,Reims,Marshall Munetsi,ZIM,MF,28-336,1996,18.8,36,18,22,9,5,22,38,57.9,16,27,3,24,17,53,35,0
FRA-Ligue 1,2425,Reims,Martin Adeline,FRA,MF,21-173,2003,0.3,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,2,0
FRA-Ligue 1,2425,Reims,Mohamed Bamba,CIV,MF,20-228,2004,0.1,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,1,0
FRA-Ligue 1,2425,Reims,Mohamed Daramy,DEN,FW,23-137,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
FRA-Ligue 1,2425,Reims,Mory Gbane,CIV,"DF,MF",24-150,2000,12.5,20,11,16,4,0,13,24,54.2,11,12,10,2,18,38,90,1
FRA-Ligue 1,2425,Reims,Nhoa Sangui,FRA,"DF,MF",19-086,2006,12.9,16,9,6,6,4,9,12,75.0,3,8,4,4,8,24,23,0
FRA-Ligue 1,2425,Reims,Niama Sissoko,MLI,"FW,MF",19-159,2005,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
FRA-Ligue 1,2425,Reims,Oumar Diakité,CIV,FW,21-155,2003,18.1,20,13,7,8,5,9,19,47.4,10,13,2,11,3,23,9,0
FRA-Ligue 1,2425,Reims,Reda Khadra,GER,"MF,FW",23-324,2001,0.9,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0
FRA-Ligue 1,2425,Reims,Sergio Akieme,ESP,DF,27-159,1997,28.0,34,23,30,3,1,22,36,61.1,14,26,9,17,17,51,97,4
FRA-Ligue 1,2425,Reims,Teddy Teuma,MLT,MF,31-236,1993,8.3,18,10,6,6,6,7,25,28.0,18,12,2,10,12,30,8,1
FRA-Ligue 1,2425,Reims,Thibault De Smet,BEL,DF,26-353,1998,2.1,6,4,5,1,0,4,4,100.0,0,5,3,2,4,10,12,0
FRA-Ligue 1,2425,Reims,Valentin Atangana Edoa,FRA,MF,19-272,2005,31.7,69,50,32,30,7,28,38,73.7,10,31,15,16,37,106,64,0
FRA-Ligue 1,2425,Reims,Yaya Kader Fofana,MLI,"MF,FW",20-346,2004,7.0,17,11,8,5,4,4,12,33.3,8,11,2,9,3,20,2,0
FRA-Ligue 1,2425,Reims,Yehvann Diouf,FRA,GK,25-189,1999,34.0,2,1,2,0,0,1,3,33.3,2,0,0,0,1,3,22,4
FRA-Ligue 1,2425,Rennes,Adrien Truffert,FRA,"DF,MF",23-185,2001,30.6,61,36,27,21,13,32,48,66.7,16,44,6,38,27,88,56,1
FRA-Ligue 1,2425,Rennes,Albert Grønbaek,DEN,"MF,FW",24-001,2001,9.0,21,11,10,7,4,10,28,35.7,18,9,1,8,4,25,6,0
FRA-Ligue 1,2425,Rennes,Alidu Seidu,GHA,DF,24-354,2000,8.9,22,18,14,6,2,12,15,80.0,3,13,6,7,14,36,17,0
FRA-Ligue 1,2425,Rennes,Amine Gouiri,ALG,"MF,FW",25-097,2000,11.5,9,6,4,4,1,2,8,25.0,6,8,0,8,2,11,5,0
FRA-Ligue 1,2425,Rennes,Anthony Rouault,FRA,DF,23-360,2001,10.8,12,8,10,2,0,4,4,100.0,0,13,11,2,8,20,65,0
FRA-Ligue 1,2425,Rennes,Arnaud Kalimuendo,FRA,"FW,MF",23-124,2002,28.6,19,12,6,9,4,7,15,46.7,8,9,2,7,4,23,16,1
