league,season,team,player,nation,pos,age,born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
ESP-La Liga,2425,Alavés,Carlos Vicente,ESP,"FW,MF",26-031,1999,33.4,43,28,23,11,9,23,60,38.3,37,31,2,29,14,57,40,0
ESP-La Liga,2425,Alavés,Facundo Garcés,ARG,DF,25-261,1999,6.5,5,1,3,2,0,3,5,60.0,2,8,6,2,4,9,43,0
ESP-La Liga,2425,Alavés,Hugo Novoa,ESP,"DF,MF",22-143,2003,2.6,8,5,4,3,1,5,5,100.0,0,2,1,1,0,8,6,0
ESP-La Liga,2425,Alavés,Jesús Owono,EQG,GK,24-084,2001,5.4,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
ESP-La Liga,2425,Alavés,Joan Jordán,ESP,MF,30-322,1994,15.7,32,18,11,17,4,17,30,56.7,13,12,0,12,9,41,21,0
ESP-La Liga,2425,Alavés,Jon Guridi,ESP,"MF,FW",30-085,1995,22.4,40,22,7,26,7,18,44,40.9,26,19,1,18,14,54,16,0
ESP-La Liga,2425,Alavés,Kiké,ESP,FW,35-180,1989,27.6,19,14,1,12,6,6,15,40.0,9,9,2,7,1,20,23,0
ESP-La Liga,2425,Alavés,Luis Rioja,ESP,FW,31-220,1993,0.3,2,1,0,1,1,1,2,50.0,1,2,0,2,0,2,0,0
ESP-La Liga,2425,Alavés,Luka Romero,ARG,"FW,MF",20-187,2004,2.2,4,4,1,1,2,2,3,66.7,1,2,0,2,1,5,0,0
ESP-La Liga,2425,Alavés,Manu Sánchez,ESP,DF,24-273,2000,28.3,78,52,38,30,10,41,69,59.4,28,49,11,38,30,108,73,1
ESP-La Liga,2425,Alavés,Moussa Diarra,MLI,DF,24-195,2000,20.7,40,24,19,18,3,17,29,58.6,12,15,5,10,21,61,46,1
ESP-La Liga,2425,Alavés,Nahuel Tenaglia,ARG,DF,29-092,1996,31.5,93,58,58,30,5,51,82,62.2,31,33,9,24,42,135,121,2
ESP-La Liga,2425,Alavés,Pau Cabanes,ESP,"MF,FW",20-096,2005,2.1,8,2,4,3,1,6,13,46.2,7,2,0,2,0,8,1,0
ESP-La Liga,2425,Alavés,Pica,ESP,DF,23-143,2002,5.4,9,7,7,2,0,4,9,44.4,5,7,6,1,8,17,23,0
ESP-La Liga,2425,Alavés,Santiago Mouriño,URU,DF,23-100,2002,20.5,43,28,31,12,0,21,38,55.3,17,27,12,15,29,72,120,0
ESP-La Liga,2425,Alavés,Stoichkov,ESP,"MF,FW",31-200,1993,7.8,14,9,6,7,1,6,11,54.5,5,2,0,2,1,15,7,0
ESP-La Liga,2425,Alavés,Tomás Conechny,ARG,"FW,MF",27-055,1998,9.1,13,10,5,6,2,9,26,34.6,17,13,2,11,6,19,9,0
ESP-La Liga,2425,Alavés,Toni Martínez,ESP,"FW,MF",27-328,1997,10.9,12,7,5,4,3,4,7,57.1,3,8,2,6,1,13,14,0
ESP-La Liga,2425,Athletic Club,Adama Boiro,ESP,"DF,FW",22-336,2002,12.2,20,11,11,7,2,10,15,66.7,5,10,3,7,12,32,27,1
ESP-La Liga,2425,Athletic Club,Adu Ares,ESP,FW,23-224,2001,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ESP-La Liga,2425,Athletic Club,Aingeru Olabarrieta,ESP,FW,19-191,2005,0.6,0,0,0,0,0,0,0,,0,2,0,2,1,1,1,0
ESP-La Liga,2425,Athletic Club,Aitor Paredes,ESP,DF,25-025,2000,19.1,14,12,9,5,0,7,14,50.0,7,24,14,10,22,36,109,4
ESP-La Liga,2425,Athletic Club,Alex Padilla,ESP,GK,21-265,2003,3.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
ESP-La Liga,2425,Athletic Club,Ander Herrera,ESP,MF,35-283,1989,3.0,8,4,1,7,0,3,6,50.0,3,1,0,1,2,10,10,0
ESP-La Liga,2425,Athletic Club,Andoni Gorosabel,ESP,DF,28-293,1996,16.5,47,28,31,9,7,30,45,66.7,15,18,2,16,18,65,62,0
ESP-La Liga,2425,Athletic Club,Beñat Prados,ESP,MF,24-105,2001,18.7,52,34,20,24,8,23,51,45.1,28,21,2,19,28,80,26,0
ESP-La Liga,2425,Athletic Club,Daniel Vivian,ESP,DF,25-313,1999,28.7,40,26,23,14,3,21,32,65.6,11,26,10,16,47,87,152,2
ESP-La Liga,2425,Athletic Club,Endika Buján,ESP,FW,22-128,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ESP-La Liga,2425,Athletic Club,Gorka Guruzeta,ESP,FW,28-254,1996,20.4,16,8,1,13,2,7,31,22.6,24,28,4,24,9,25,23,0
ESP-La Liga,2425,Athletic Club,Iñaki Williams,GHA,FW,30-343,1994,29.3,17,10,4,8,5,12,23,52.2,11,34,5,29,12,29,32,0
ESP-La Liga,2425,Athletic Club,Iñigo Lekue,ESP,DF,32-020,1993,8.6,15,12,12,3,0,9,17,52.9,8,7,2,5,9,24,29,2
ESP-La Liga,2425,Athletic Club,Iñigo Ruiz de Galarreta,ESP,MF,31-291,1993,15.7,35,21,11,17,7,20,31,64.5,11,10,3,7,15,50,13,2
ESP-La Liga,2425,Athletic Club,Javi Martón,ESP,"FW,MF",26-018,1999,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2425,Athletic Club,Julen Agirrezabala,ESP,GK,24-149,2000,13.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
ESP-La Liga,2425,Athletic Club,Maroan Sannadi,ESP,FW,24-112,2001,7.4,5,0,1,4,0,2,7,28.6,5,1,0,1,0,5,1,1
ESP-La Liga,2425,Athletic Club,Mikel Jauregizar,ESP,MF,21-193,2003,23.9,82,47,24,44,14,41,78,52.6,37,24,4,20,27,109,36,2
ESP-La Liga,2425,Athletic Club,Mikel Vesga,ESP,MF,32-003,1993,11.0,22,15,7,13,2,12,28,42.9,16,10,1,9,15,37,26,0
ESP-La Liga,2425,Athletic Club,Nico Williams,ESP,FW,22-316,2002,21.3,27,17,10,11,6,10,31,32.3,21,19,1,18,6,33,9,0
ESP-La Liga,2425,Athletic Club,Nicolás Serrano,ESP,FW,22-080,2003,1.2,1,1,0,1,0,1,3,33.3,2,4,0,4,1,2,1,0
ESP-La Liga,2425,Athletic Club,Oihan Sancet,ESP,MF,25-029,2000,17.7,13,8,6,6,1,5,14,35.7,9,9,0,9,5,18,6,0
ESP-La Liga,2425,Athletic Club,Peio Canales,ESP,"MF,FW",20-127,2005,2.9,3,2,0,1,2,1,1,100.0,0,3,0,3,2,5,2,0
ESP-La Liga,2425,Athletic Club,Unai Gómez,ESP,"MF,FW",21-364,2003,13.6,12,8,3,7,2,4,7,57.1,3,13,1,12,2,14,14,0
ESP-La Liga,2425,Athletic Club,Unai Núñez,ESP,DF,28-114,1997,6.5,9,4,6,3,0,3,6,50.0,3,4,4,0,17,26,43,1
ESP-La Liga,2425,Athletic Club,Unai Simón,ESP,GK,27-347,1997,20.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,13,4
ESP-La Liga,2425,Athletic Club,Yeray Álvarez,ESP,DF,30-120,1995,19.8,25,13,14,9,2,15,22,68.2,7,10,6,4,34,59,129,1
ESP-La Liga,2425,Athletic Club,Yuri Berchiche,ESP,DF,35-103,1990,21.7,33,21,19,11,3,19,30,63.3,11,22,4,18,25,58,69,2
ESP-La Liga,2425,Athletic Club,Álex Berenguer,ESP,"FW,MF",29-324,1995,25.0,30,14,5,16,9,13,28,46.4,15,21,2,19,10,40,18,0
ESP-La Liga,2425,Athletic Club,Álvaro djaló,ESP,FW,25-281,1999,7.3,8,5,3,2,3,1,3,33.3,2,4,0,4,1,9,4,0
ESP-La Liga,2425,Athletic Club,Óscar de Marcos,ESP,DF,36-040,1989,16.4,32,15,15,13,4,21,37,56.8,16,17,1,16,15,47,32,0
ESP-La Liga,2425,Atlético Madrid,Adrian Niño,ESP,FW,20-339,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2425,Atlético Madrid,Alexander Sørloth,NOR,FW,29-170,1995,17.1,9,5,2,5,2,3,5,60.0,2,6,1,5,1,10,28,0
ESP-La Liga,2425,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",34-064,1991,26.8,30,17,13,13,4,7,29,24.1,22,16,1,15,6,36,23,1
ESP-La Liga,2425,Atlético Madrid,Axel Witsel,BEL,DF,36-132,1989,8.5,13,12,4,8,1,10,12,83.3,2,15,8,7,9,22,33,1
ESP-La Liga,2425,Atlético Madrid,Clément Lenglet,FRA,DF,29-341,1995,20.9,25,16,17,8,0,10,14,71.4,4,24,18,6,21,46,98,1
ESP-La Liga,2425,Atlético Madrid,Conor Gallagher,ENG,MF,25-107,2000,17.9,44,31,16,18,10,22,49,44.9,27,23,5,18,20,64,23,0
ESP-La Liga,2425,Atlético Madrid,César Azpilicueta,ESP,DF,35-269,1989,8.7,24,13,12,8,4,17,23,73.9,6,8,2,6,4,28,28,0
ESP-La Liga,2425,Atlético Madrid,Giuliano Simeone,ARG,MF,22-157,2002,21.1,25,13,6,9,10,14,29,48.3,15,22,3,19,14,39,22,1
ESP-La Liga,2425,Atlético Madrid,Jan Oblak,SVN,GK,32-137,1993,36.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,2
ESP-La Liga,2425,Atlético Madrid,Javi Galán,ESP,DF,30-186,1994,19.8,51,31,31,15,5,25,49,51.0,24,13,3,10,12,63,47,0
ESP-La Liga,2425,Atlético Madrid,José María Giménez,URU,DF,30-124,1995,22.2,26,16,18,8,0,17,28,60.7,11,29,19,10,27,53,115,2
ESP-La Liga,2425,Atlético Madrid,Juan Musso,ARG,GK,31-018,1994,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2425,Atlético Madrid,Julián Álvarez,ARG,FW,25-113,2000,26.9,24,16,5,10,9,8,29,27.6,21,14,0,14,2,26,11,1
ESP-La Liga,2425,Atlético Madrid,Koke,ESP,MF,33-136,1992,20.6,44,22,17,21,6,21,43,48.8,22,23,2,21,20,64,28,2
ESP-La Liga,2425,Atlético Madrid,Marcos Llorente,ESP,"DF,MF",30-114,1995,26.9,67,50,37,26,4,35,53,66.0,18,31,7,24,26,93,50,1
ESP-La Liga,2425,Atlético Madrid,Nahuel Molina,ARG,DF,27-048,1998,17.0,42,19,20,21,1,30,55,54.5,25,16,3,13,12,54,51,0
ESP-La Liga,2425,Atlético Madrid,Pablo Barrios,ESP,MF,21-343,2003,25.7,45,26,22,20,3,23,47,48.9,24,18,5,13,34,79,33,9
ESP-La Liga,2425,Atlético Madrid,Reinildo Mandava,MOZ,DF,31-123,1994,10.5,18,11,10,7,1,10,18,55.6,8,11,5,6,16,34,35,0
ESP-La Liga,2425,Atlético Madrid,Robin Le Normand,ESP,DF,28-194,1996,23.9,27,18,23,4,0,12,20,60.0,8,20,9,11,10,37,120,1
ESP-La Liga,2425,Atlético Madrid,Rodrigo De Paul,ARG,MF,31-000,1994,22.5,33,26,12,16,5,14,33,42.4,19,23,2,21,6,39,15,3
ESP-La Liga,2425,Atlético Madrid,Rodrigo Riquelme,ESP,"MF,DF",25-052,2000,5.7,11,5,4,6,1,6,11,54.5,5,3,0,3,2,13,3,0
ESP-La Liga,2425,Atlético Madrid,Samuel Lino,BRA,"MF,DF",25-152,1999,16.5,31,16,23,4,4,20,47,42.6,27,23,4,19,7,38,12,0
ESP-La Liga,2425,Atlético Madrid,Thomas Lemar,FRA,MF,29-193,1995,0.9,2,1,1,1,0,2,4,50.0,2,0,0,0,0,2,1,0
ESP-La Liga,2425,Atlético Madrid,Ángel Correa,ARG,"FW,MF",30-076,1995,8.7,8,2,4,1,3,4,14,28.6,10,9,0,9,4,12,7,0
ESP-La Liga,2425,Barcelona,Alejandro Balde,ESP,DF,21-218,2003,24.5,18,10,10,5,3,11,16,68.8,5,24,5,19,5,23,27,0
ESP-La Liga,2425,Barcelona,Andreas Christensen,DEN,DF,29-044,1996,2.5,6,4,4,1,1,4,4,100.0,0,1,0,1,4,10,8,0
ESP-La Liga,2425,Barcelona,Ansu Fati,ESP,FW,22-205,2002,2.6,4,1,0,2,2,1,2,50.0,1,1,0,1,1,5,0,1
ESP-La Liga,2425,Barcelona,Dani Olmo,ESP,"MF,FW",27-017,1998,13.2,16,11,8,5,3,4,14,28.6,10,6,3,3,3,19,10,1
ESP-La Liga,2425,Barcelona,Daniel Rodriguez,ESP,FW,19-288,2005,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ESP-La Liga,2425,Barcelona,Eric García,ESP,"DF,MF",24-135,2001,16.4,33,19,7,23,3,16,24,66.7,8,24,8,16,14,47,39,0
ESP-La Liga,2425,Barcelona,Fermin López,ESP,"MF,FW",22-013,2003,12.9,18,14,3,8,7,7,25,28.0,18,11,0,11,5,23,3,0
ESP-La Liga,2425,Barcelona,Ferrán Torres,ESP,"FW,MF",25-084,2000,12.3,8,4,2,3,3,3,8,37.5,5,7,1,6,4,12,5,0
ESP-La Liga,2425,Barcelona,Frenkie de Jong,NED,MF,28-012,1997,12.6,19,11,5,8,6,8,16,50.0,8,9,1,8,12,31,6,1
ESP-La Liga,2425,Barcelona,Gavi,ESP,"MF,FW",20-292,2004,11.1,22,18,4,13,5,12,21,57.1,9,13,1,12,10,32,6,0
ESP-La Liga,2425,Barcelona,Gerard Martín,ESP,DF,23-143,2002,11.4,22,10,10,7,5,11,16,68.8,5,16,2,14,12,34,27,0
ESP-La Liga,2425,Barcelona,Héctor Fort,ESP,DF,18-295,2006,6.5,13,8,6,4,3,10,16,62.5,6,12,0,12,6,19,16,0
ESP-La Liga,2425,Barcelona,Iñaki Peña,ESP,GK,26-083,1999,14.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,20,1
ESP-La Liga,2425,Barcelona,Iñigo Martínez,ESP,DF,34-007,1991,27.7,25,14,20,5,0,16,22,72.7,6,18,7,11,18,43,108,1
ESP-La Liga,2425,Barcelona,Jules Koundé,FRA,DF,26-193,1998,28.9,63,43,29,23,11,44,66,66.7,22,35,5,30,20,83,68,2
ESP-La Liga,2425,Barcelona,Lamine Yamal,ESP,FW,17-315,2007,30.7,42,28,8,17,17,16,36,44.4,20,12,0,12,15,57,3,0
ESP-La Liga,2425,Barcelona,Marc Bernal,ESP,MF,17-363,2007,2.7,8,6,2,5,1,7,8,87.5,1,5,1,4,1,9,4,0
ESP-La Liga,2425,Barcelona,Marc Casado,ESP,MF,21-252,2003,17.9,44,25,7,30,7,20,41,48.8,21,20,5,15,22,66,22,1
ESP-La Liga,2425,Barcelona,Marc-André ter Stegen,GER,GK,33-024,1992,7.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,2
ESP-La Liga,2425,Barcelona,Pablo Torre,ESP,"MF,FW",22-051,2003,3.4,5,4,1,3,1,2,4,50.0,2,0,0,0,3,8,5,1
ESP-La Liga,2425,Barcelona,Pau Cubarsí,ESP,DF,18-122,2007,28.1,33,23,21,9,3,19,30,63.3,11,12,9,3,15,48,82,1
ESP-La Liga,2425,Barcelona,Pau Victor Delgado,ESP,FW,23-179,2001,3.5,3,1,0,2,1,0,3,0.0,3,6,1,5,2,5,5,0
ESP-La Liga,2425,Barcelona,Pedri,ESP,MF,22-180,2002,31.1,59,32,14,36,9,23,68,33.8,45,45,3,42,26,85,21,1
ESP-La Liga,2425,Barcelona,Raphinha,BRA,"FW,MF",28-161,1996,30.8,36,22,6,19,11,19,38,50.0,19,29,2,27,10,46,25,0
ESP-La Liga,2425,Barcelona,Robert Lewandowski,POL,FW,36-276,1988,28.7,10,5,1,5,4,5,11,45.5,6,14,2,12,3,13,26,0
ESP-La Liga,2425,Barcelona,Ronald Araújo,URU,DF,26-078,1999,7.7,12,9,6,5,1,4,4,100.0,0,6,4,2,9,21,21,0
ESP-La Liga,2425,Barcelona,Sergi Dominguez,ESP,DF,20-053,2005,1.9,1,1,1,0,0,0,0,,0,0,0,0,3,4,7,0
ESP-La Liga,2425,Barcelona,Wojciech Szczęsny,POL,GK,35-036,1990,15.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,20,1
ESP-La Liga,2425,Betis,Abde Ezzalzouli,MAR,"FW,MF",23-158,2001,22.0,37,25,17,16,4,15,27,55.6,12,22,3,19,7,44,19,0
ESP-La Liga,2425,Betis,Adrián,ESP,GK,38-141,1987,19.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,14,3
ESP-La Liga,2425,Betis,Aitor Ruibal,ESP,"DF,FW",29-063,1996,14.6,33,23,22,5,6,26,47,55.3,21,20,5,15,14,47,40,1
ESP-La Liga,2425,Betis,Antony,BRA,FW,25-089,2000,15.1,25,11,6,9,10,8,23,34.8,15,12,1,11,9,34,9,1
ESP-La Liga,2425,Betis,Assane Diao,SEN,FW,19-259,2005,3.1,5,3,1,3,1,4,9,44.4,5,3,0,3,0,5,3,0
ESP-La Liga,2425,Betis,Carlos Guirao,ESP,MF,22-027,2003,1.2,5,3,1,4,0,4,6,66.7,2,1,1,0,3,8,2,0
ESP-La Liga,2425,Betis,Cucho,COL,FW,26-034,1999,12.7,15,10,2,5,8,6,11,54.5,5,13,1,12,7,22,4,0
ESP-La Liga,2425,Betis,Cédric Bakambu,COD,FW,34-043,1991,7.9,6,4,0,5,1,3,7,42.9,4,13,2,11,0,6,5,0
ESP-La Liga,2425,Betis,Diego Llorente,ESP,DF,31-281,1993,28.0,36,20,23,12,1,25,38,65.8,13,29,20,9,43,79,154,1
ESP-La Liga,2425,Betis,Ezequiel Ávila,ARG,FW,31-107,1994,7.5,8,3,2,2,4,4,10,40.0,6,4,0,4,2,10,8,0
ESP-La Liga,2425,Betis,Fran Vieites,ESP,GK,26-017,1999,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ESP-La Liga,2425,Betis,Giovani Lo Celso,ARG,"MF,FW",29-045,1996,16.2,34,22,8,17,9,17,25,68.0,8,14,2,12,5,39,3,1
ESP-La Liga,2425,Betis,Héctor Bellerín,ESP,DF,30-066,1995,6.4,13,7,7,4,2,10,17,58.8,7,5,3,2,6,19,21,0
ESP-La Liga,2425,Betis,Iker Losada,ESP,"MF,FW",23-296,2001,3.7,10,7,2,4,4,5,10,50.0,5,2,0,2,3,13,2,0
ESP-La Liga,2425,Betis,Isco,ESP,MF,33-033,1992,17.2,20,13,3,13,4,7,28,25.0,21,10,0,10,11,31,7,0
ESP-La Liga,2425,Betis,Jesus Rodríguez,ESP,FW,19-184,2005,12.3,17,14,6,7,4,5,18,27.8,13,16,0,16,6,23,3,0
ESP-La Liga,2425,Betis,Johnny Cardoso,USA,MF,23-246,2001,23.8,55,31,12,35,8,20,52,38.5,32,27,12,15,48,103,64,1
ESP-La Liga,2425,Betis,Juanmi,ESP,"FW,MF",32-004,1993,2.7,7,4,3,3,1,4,6,66.7,2,4,0,4,1,8,4,0
ESP-La Liga,2425,Betis,Marc Bartra,ESP,DF,34-129,1991,23.3,34,19,20,14,0,14,25,56.0,11,41,25,16,32,66,148,0
ESP-La Liga,2425,Betis,Marc Roca,ESP,MF,28-179,1996,10.1,20,14,10,9,1,9,17,52.9,8,17,5,12,14,34,14,2
ESP-La Liga,2425,Betis,Mateo Flores,ESP,MF,21-047,2004,1.7,3,1,3,0,0,1,1,100.0,0,1,0,1,2,5,3,0
ESP-La Liga,2425,Betis,Nabil Fekir,FRA,MF,31-310,1993,2.0,3,2,1,1,1,1,2,50.0,1,2,0,2,0,3,0,0
ESP-La Liga,2425,Betis,Natan,BRA,DF,24-107,2001,24.2,35,24,24,9,2,26,30,86.7,4,24,14,10,28,63,123,2
ESP-La Liga,2425,Betis,Nobel Mendy,FRA,DF,20-263,2004,1.2,0,0,0,0,0,0,0,,0,2,0,2,4,4,10,1
ESP-La Liga,2425,Betis,Pablo Fornals,ESP,"MF,FW",29-091,1996,20.3,21,13,12,6,3,10,30,33.3,20,24,4,20,24,45,15,1
ESP-La Liga,2425,Betis,Pablo Garcia,ESP,FW,18-282,2006,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ESP-La Liga,2425,Betis,Ricardo Rodríguez,SUI,DF,32-272,1992,14.2,28,15,16,5,7,17,26,65.4,9,10,1,9,8,36,51,0
ESP-La Liga,2425,Betis,Rodri,ESP,FW,25-008,2000,1.3,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,1,1
ESP-La Liga,2425,Betis,Romain Perraud,FRA,DF,27-244,1997,22.2,36,22,15,16,5,21,46,45.7,25,18,4,14,22,58,71,1
ESP-La Liga,2425,Betis,Rui Silva,POR,GK,31-106,1994,15.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,0
ESP-La Liga,2425,Betis,Sergi Altimira,ESP,MF,23-272,2001,21.9,61,37,17,38,6,36,60,60.0,24,28,1,27,23,84,43,3
ESP-La Liga,2425,Betis,Sergio Arribas,ESP,DF,22-103,2003,1.0,7,4,4,3,0,6,7,85.7,1,2,2,0,3,10,4,0
ESP-La Liga,2425,Betis,Vitor Roque,BRA,FW,20-085,2005,13.7,11,6,1,6,4,1,5,20.0,4,5,0,5,7,18,4,0
ESP-La Liga,2425,Betis,William Carvalho,POR,MF,33-047,1992,5.4,9,6,3,6,0,4,6,66.7,2,6,2,4,3,12,6,0
ESP-La Liga,2425,Betis,Youssouf Sabaly,SEN,DF,32-080,1993,17.6,40,25,21,15,4,24,32,75.0,8,21,4,17,13,53,40,0
ESP-La Liga,2425,Betis,Ángel Ortíz,ESP,DF,20-303,2004,3.9,12,8,8,3,1,8,17,47.1,9,6,0,6,5,17,7,0
ESP-La Liga,2425,Celta Vigo,Alfon,ESP,"FW,MF",26-020,1999,14.4,7,3,3,2,2,3,11,27.3,8,7,0,7,4,11,5,1
ESP-La Liga,2425,Celta Vigo,Anastasios Douvikas,GRE,FW,25-295,1999,7.8,9,4,2,6,1,3,6,50.0,3,5,2,3,3,12,6,0
ESP-La Liga,2425,Celta Vigo,Borja Iglesias,ESP,FW,32-127,1993,20.9,10,9,2,5,3,4,14,28.6,10,8,2,6,6,16,9,0
ESP-La Liga,2425,Celta Vigo,Carl Starfelt,SWE,DF,29-357,1995,25.2,40,20,25,14,1,18,27,66.7,9,29,21,8,31,71,129,3
ESP-La Liga,2425,Celta Vigo,Carlos Dominguez,ESP,DF,24-102,2001,12.1,23,11,14,9,0,15,21,71.4,6,13,8,5,9,32,74,1
ESP-La Liga,2425,Celta Vigo,Damián Rodríguez,ESP,MF,22-068,2003,10.3,14,9,3,10,1,6,16,37.5,10,6,1,5,7,21,13,0
ESP-La Liga,2425,Celta Vigo,Fer López,,"FW,MF",,,7.4,9,5,1,6,2,2,13,15.4,11,9,0,9,2,11,7,0
ESP-La Liga,2425,Celta Vigo,Fran Beltrán,ESP,MF,26-110,1999,25.9,47,34,23,19,5,21,52,40.4,31,25,6,19,26,73,34,4
ESP-La Liga,2425,Celta Vigo,Franco Cervi,ARG,"FW,MF",30-363,1994,3.0,8,3,2,6,0,3,8,37.5,5,4,0,4,8,16,7,0
ESP-La Liga,2425,Celta Vigo,Hugo Sotelo,ESP,MF,21-156,2003,13.9,28,17,8,10,10,13,30,43.3,17,9,1,8,5,33,9,1
ESP-La Liga,2425,Celta Vigo,Hugo Álvarez,ESP,"MF,DF",21-326,2003,17.5,26,9,12,10,4,10,19,52.6,9,19,2,17,8,34,29,1
ESP-La Liga,2425,Celta Vigo,Iago Aspas,ESP,"FW,MF",37-296,1987,18.5,13,8,4,5,4,8,20,40.0,12,17,1,16,7,20,5,0
ESP-La Liga,2425,Celta Vigo,Iker Losada,ESP,"FW,MF",23-296,2001,4.0,3,3,0,1,2,1,5,20.0,4,4,1,3,1,4,8,0
ESP-La Liga,2425,Celta Vigo,Ilaix Moriba,GUI,MF,22-125,2003,22.7,64,39,21,30,13,30,54,55.6,24,28,4,24,13,77,32,1
ESP-La Liga,2425,Celta Vigo,Iván Villar,ESP,GK,27-319,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
ESP-La Liga,2425,Celta Vigo,Jailson Siqueira,BRA,"DF,MF",29-259,1995,6.8,13,11,9,3,1,9,11,81.8,2,6,4,2,9,22,28,1
ESP-La Liga,2425,Celta Vigo,Javi Rodríguez,ESP,DF,21-332,2003,26.9,52,37,35,17,0,33,47,70.2,14,29,10,19,32,84,95,1
ESP-La Liga,2425,Celta Vigo,Javier Manquillo,ESP,DF,31-019,1994,5.7,7,5,4,3,0,2,10,20.0,8,5,3,2,7,14,14,0
ESP-La Liga,2425,Celta Vigo,Jonathan Bamba,CIV,"FW,MF",29-059,1996,9.0,12,7,4,6,2,5,12,41.7,7,6,0,6,5,17,6,0
ESP-La Liga,2425,Celta Vigo,Joseph Aidoo,GHA,DF,29-237,1995,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
ESP-La Liga,2425,Celta Vigo,Luca de la Torre,USA,MF,27-001,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2425,Celta Vigo,Marcos Alonso,ESP,DF,34-147,1990,28.4,33,20,18,12,3,24,43,55.8,19,22,7,15,34,67,124,4
ESP-La Liga,2425,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",29-205,1995,4.7,6,6,4,2,0,4,6,66.7,2,1,0,1,1,7,18,0
ESP-La Liga,2425,Celta Vigo,Pablo Durán,ESP,"FW,MF",23-364,2001,15.3,15,9,4,7,4,4,15,26.7,11,12,3,9,8,23,18,0
ESP-La Liga,2425,Celta Vigo,Sergio Carreira,ESP,"MF,DF",24-223,2000,17.4,28,16,16,6,6,14,25,56.0,11,19,2,17,17,45,37,0
ESP-La Liga,2425,Celta Vigo,Tadeo Allende,ARG,FW,26-093,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2425,Celta Vigo,Vicente Guaita,ESP,GK,38-134,1987,33.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,21,2
ESP-La Liga,2425,Celta Vigo,Williot Swedberg,SWE,"FW,MF",21-112,2004,14.8,23,16,9,10,4,13,20,65.0,7,12,1,11,3,26,10,1
ESP-La Liga,2425,Celta Vigo,Yoel Lago,ESP,DF,21-060,2004,6.5,12,8,8,3,1,7,9,77.8,2,5,4,1,4,16,30,0
ESP-La Liga,2425,Celta Vigo,Óscar Mingueza,ESP,"MF,DF",26-011,1999,29.4,37,23,20,12,5,25,67,37.3,42,34,5,29,21,58,46,6
ESP-La Liga,2425,Espanyol,Alejo Véliz,ARG,FW,21-247,2003,12.1,1,1,0,1,0,1,6,16.7,5,11,2,9,4,5,22,1
ESP-La Liga,2425,Espanyol,Alex Král,CZE,MF,27-005,1998,29.8,55,37,28,24,3,16,29,55.2,13,34,14,20,28,83,50,2
ESP-La Liga,2425,Espanyol,Antoniu,ESP,"FW,MF",22-261,2002,11.4,21,10,9,8,4,9,21,42.9,12,14,2,12,8,29,11,1
ESP-La Liga,2425,Espanyol,Brian Oliván,ESP,DF,31-053,1994,11.3,13,10,7,6,0,4,13,30.8,9,6,2,4,10,23,23,0
ESP-La Liga,2425,Espanyol,Carlos Romero,ESP,DF,23-207,2001,27.4,66,43,45,14,7,41,78,52.6,37,49,14,35,29,95,99,1
ESP-La Liga,2425,Espanyol,Edu Expósito,ESP,MF,28-296,1996,11.0,23,13,9,13,1,9,22,40.9,13,3,0,3,14,37,21,2
