league,season,team,player,nation,position,age,born_year,90s,goals,shoots,shoots_on_target,perc_shoots_on_target,shoots_90s,shoots_on_target_90s,goals_over_shoots,goals_over_shoots_on_target,average_shot_distance,shoots_free_kicks,penalties_scored,penalties_attempted,xG,no_penalty_xG,no_penalty_xg_over_shoots,goals_xG_difference,no_penalties_goals_xG_difference
Serie A,2425,Empoli,Lorenzo Tosto,ITA,DF,19,2006.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Empoli,Luca Marianucci,ITA,DF,20,2004.0,11.9,0,8,2,25.0,0.67,0.17,0.0,0.0,18.6,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Serie A,2425,Empoli,Marco Silvestri,ITA,GK,34,1991.0,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Empoli,Mattia De Sciglio,ITA,DF,32,1992.0,8.5,1,5,3,60.0,0.59,0.35,0.2,0.33,16.9,0,0,0,0.6,0.6,0.12,0.4,0.4
Serie A,2425,Empoli,Mattia Viti,ITA,DF,23,2002.0,27.6,1,11,2,18.2,0.4,0.07,0.09,0.5,14.3,0,0,0,0.8,0.8,0.07,0.2,0.2
Serie A,2425,Empoli,Nicolas Haas,SUI,MF,29,1996.0,3.2,0,1,0,0.0,0.31,0.0,0.0,0.0,31.7,0,0,0,0.0,0.0,0.01,0.0,0.0
Serie A,2425,Empoli,Ola Solbakken,NOR,"MF,FW",26,1998.0,8.3,0,4,3,75.0,0.48,0.36,0.0,0.0,12.7,0,0,0,0.8,0.8,0.2,-0.8,-0.8
Serie A,2425,Empoli,Petar Stojanović,SVN,MF,29,1995.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Empoli,Pietro Pellegri,ITA,FW,24,2001.0,4.6,3,8,4,50.0,1.74,0.87,0.38,0.75,18.5,0,0,0,0.3,0.3,0.04,2.7,2.7
Serie A,2425,Empoli,Saba Goglichidze,GEO,DF,20,2004.0,27.3,0,6,0,0.0,0.22,0.0,0.0,0.0,17.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Serie A,2425,Empoli,Sebastian Walukiewicz,POL,DF,25,2000.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002.0,25.0,8,56,18,32.1,2.24,0.72,0.13,0.39,19.9,9,1,2,5.6,4.0,0.07,2.4,3.0
Serie A,2425,Empoli,Szymon Żurkowski,POL,MF,27,1997.0,1.2,0,2,0,0.0,1.7,0.0,0.0,0.0,17.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Serie A,2425,Empoli,Thomas Campaniello,ITA,FW,17,2008.0,0.3,0,1,0,0.0,3.6,0.0,0.0,0.0,10.8,0,0,0,0.5,0.5,0.51,-0.5,-0.5
Serie A,2425,Empoli,Tyronne Ebuehi,NGA,"DF,MF",29,1995.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Empoli,Viktor Kovalenko,UKR,MF,29,1996.0,0.9,0,3,1,33.3,3.51,1.17,0.0,0.0,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Serie A,2425,Empoli,Youssef Maleh,MAR,MF,26,1998.0,16.8,0,17,3,17.6,1.01,0.18,0.0,0.0,24.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9
Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997.0,13.9,6,23,11,47.8,1.65,0.79,0.17,0.36,21.4,2,2,2,4.1,2.5,0.11,1.9,1.5
Serie A,2425,Fiorentina,Alessandro Bianco,ITA,MF,22,2002.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Fiorentina,Amir Richardson,MAR,MF,23,2002.0,11.4,1,10,5,50.0,0.87,0.44,0.1,0.2,21.2,0,0,0,0.8,0.8,0.08,0.2,0.2
Serie A,2425,Fiorentina,Andrea Colpani,ITA,"FW,MF",26,1999.0,16.1,2,36,12,33.3,2.23,0.74,0.06,0.17,18.5,2,0,0,2.7,2.7,0.07,-0.7,-0.7
Serie A,2425,Fiorentina,Antonín Barák,CZE,MF,30,1994.0,0.6,0,2,2,100.0,3.33,3.33,0.0,0.0,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Serie A,2425,Fiorentina,Cher Ndour,ITA,"MF,DF",20,2004.0,4.4,0,4,0,0.0,0.9,0.0,0.0,0.0,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Serie A,2425,Fiorentina,Christian Kouamé,CIV,"FW,MF",27,1997.0,6.9,0,11,1,9.1,1.59,0.14,0.0,0.0,14.3,0,0,0,1.1,1.1,0.1,-1.1,-1.1
Serie A,2425,Fiorentina,Cristiano Biraghi,ITA,DF,32,1992.0,4.8,1,5,2,40.0,1.04,0.42,0.2,0.5,26.2,3,0,0,0.2,0.2,0.03,0.8,0.8
Serie A,2425,Fiorentina,Danilo Cataldi,ITA,MF,30,1994.0,19.2,3,13,5,38.5,0.68,0.26,0.23,0.6,22.8,2,0,0,1.1,1.1,0.09,1.9,1.9
Serie A,2425,Fiorentina,David de Gea,ESP,GK,34,1990.0,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Fiorentina,Dodô,BRA,DF,26,1998.0,33.6,0,25,5,20.0,0.74,0.15,0.0,0.0,18.2,0,0,0,1.2,1.2,0.05,-1.2,-1.2
Serie A,2425,Fiorentina,Edoardo Bove,ITA,"MF,FW",23,2002.0,9.5,1,7,2,28.6,0.74,0.21,0.14,0.5,14.6,0,0,0,0.6,0.6,0.08,0.4,0.4
Serie A,2425,Fiorentina,Fabiano Parisi,ITA,"DF,MF",24,2000.0,12.5,2,9,5,55.6,0.72,0.4,0.22,0.4,19.7,0,0,0,0.5,0.5,0.05,1.5,1.5
Serie A,2425,Fiorentina,Jonathan Ikone,FRA,"FW,MF",27,1998.0,3.7,0,9,5,55.6,2.43,1.35,0.0,0.0,14.5,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Serie A,2425,Fiorentina,Luca Ranieri,ITA,DF,26,1999.0,33.1,1,11,5,45.5,0.33,0.15,0.09,0.2,16.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1
Serie A,2425,Fiorentina,Lucas Beltrán,ARG,"FW,MF",24,2001.0,20.8,5,24,6,25.0,1.16,0.29,0.13,0.5,16.4,0,2,3,5.3,3.0,0.12,-0.3,0.0
Serie A,2425,Fiorentina,Lucas Martínez Quarta,ARG,DF,29,1996.0,3.9,1,3,1,33.3,0.77,0.26,0.33,1.0,12.7,0,0,0,0.7,0.7,0.24,0.3,0.3
Serie A,2425,Fiorentina,Maat Daniel Caprini,ITA,FW,19,2006.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Fiorentina,Marin Pongračić,CRO,DF,27,1997.0,15.1,0,2,1,50.0,0.13,0.07,0.0,0.0,17.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Serie A,2425,Fiorentina,Matias Moreno,ARG,DF,21,2003.0,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Fiorentina,Michael Folorunsho,ITA,"FW,MF",27,1998.0,7.2,0,9,3,33.3,1.25,0.42,0.0,0.0,14.0,0,0,0,1.1,1.1,0.12,-1.1,-1.1
Serie A,2425,Fiorentina,Michael Kayode,ITA,"DF,FW",20,2004.0,1.4,0,1,0,0.0,0.71,0.0,0.0,0.0,11.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Serie A,2425,Fiorentina,Moise Kean,ITA,FW,25,2000.0,29.0,18,95,45,47.4,3.27,1.55,0.18,0.38,15.1,0,1,2,18.0,16.4,0.18,0.0,0.6
Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,MF,24,2001.0,9.7,0,7,3,42.9,0.72,0.31,0.0,0.0,22.6,1,0,0,0.3,0.3,0.04,-0.3,-0.3
Serie A,2425,Fiorentina,Nicolò Zaniolo,ITA,FW,25,1999.0,3.8,0,9,4,44.4,2.36,1.05,0.0,0.0,20.6,1,0,0,0.7,0.6,0.07,-0.7,-0.6
Serie A,2425,Fiorentina,Pablo Marí,ESP,DF,31,1993.0,11.2,0,4,1,25.0,0.36,0.09,0.0,0.0,18.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Serie A,2425,Fiorentina,Pietro Comuzzo,ITA,DF,20,2005.0,23.6,0,4,1,25.0,0.17,0.04,0.0,0.0,14.9,0,0,0,0.4,0.4,0.1,-0.4,-0.4
Serie A,2425,Fiorentina,Pietro Terracciano,ITA,GK,35,1990.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Fiorentina,Riccardo Sottil,ITA,"FW,MF",25,1999.0,9.3,1,22,6,27.3,2.38,0.65,0.05,0.17,19.7,1,0,0,0.9,0.9,0.04,0.1,0.1
Serie A,2425,Fiorentina,Robin Gosens,GER,DF,30,1994.0,27.0,5,22,8,36.4,0.81,0.3,0.23,0.63,14.4,0,0,0,1.7,1.7,0.08,3.3,3.3
Serie A,2425,Fiorentina,Rolando Mandragora,ITA,MF,27,1997.0,20.5,4,33,11,33.3,1.61,0.54,0.09,0.27,25.6,6,1,1,2.5,1.7,0.05,1.5,1.3
Serie A,2425,Fiorentina,Sofyan Amrabat,MAR,MF,28,1996.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Fiorentina,Tommaso Rubino,ITA,MF,18,2006.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Fiorentina,Yacine Adli,FRA,MF,24,2000.0,13.7,4,14,5,35.7,1.02,0.36,0.29,0.8,21.3,2,0,0,1.0,1.0,0.07,3.0,3.0
Serie A,2425,Genoa,Aarón Martín,ESP,DF,28,1997.0,33.3,0,16,4,25.0,0.48,0.12,0.0,0.0,23.6,5,0,0,0.9,0.9,0.06,-0.9,-0.9
Serie A,2425,Genoa,Alan Matturro,URU,DF,20,2004.0,10.0,0,4,3,75.0,0.4,0.3,0.0,0.0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Serie A,2425,Genoa,Alessandro Marcandalli,ITA,DF,22,2002.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Genoa,Alessandro Vogliacco,ITA,DF,26,1998.0,7.9,2,5,2,40.0,0.63,0.25,0.4,1.0,10.6,0,0,0,1.3,1.3,0.27,0.7,0.7
Serie A,2425,Genoa,Alessandro Zanoli,ITA,"FW,DF",24,2000.0,19.0,1,11,3,27.3,0.58,0.16,0.09,0.33,20.8,0,0,0,0.4,0.4,0.04,0.6,0.6
Serie A,2425,Genoa,Andrea Pinamonti,ITA,FW,26,1999.0,31.7,10,78,29,37.2,2.46,0.92,0.13,0.34,16.1,2,0,1,7.7,7.0,0.09,2.3,3.0
Serie A,2425,Genoa,Benjamin Siegrist,SUI,GK,33,1992.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Genoa,Brooke Norton-Cuffy,ENG,"DF,FW",21,2004.0,7.1,0,5,2,40.0,0.71,0.28,0.0,0.0,21.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Serie A,2425,Genoa,Caleb Ekuban,GHA,FW,31,1994.0,5.9,1,18,6,33.3,3.07,1.02,0.06,0.17,13.0,0,0,0,2.8,2.8,0.15,-1.8,-1.8
Serie A,2425,Genoa,David Akpan Ankeye,NGA,"FW,MF",23,2002.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Genoa,Emil Bohinen,NOR,MF,26,1999.0,1.8,0,2,0,0.0,1.08,0.0,0.0,0.0,28.6,1,0,0,0.1,0.1,0.05,-0.1,-0.1
Serie A,2425,Genoa,Fabio Miretti,ITA,"MF,FW",21,2003.0,18.6,3,24,6,25.0,1.29,0.32,0.13,0.5,17.4,1,0,0,3.1,3.1,0.13,-0.1,-0.1
Serie A,2425,Genoa,Federico Accornero,ITA,MF,21,2004.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Genoa,Filippo Melegoni,ITA,"MF,FW",26,1999.0,1.0,0,1,0,0.0,1.01,0.0,0.0,0.0,21.4,0,0,0,0.0,0.0,0.04,0.0,0.0
Serie A,2425,Genoa,Gastón Pereiro,URU,MF,29,1995.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Genoa,Honest Ahanor,ITA,"DF,MF",17,2008.0,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,10.5,0,0,0,0.5,0.5,0.17,-0.5,-0.5
Serie A,2425,Genoa,Jean Onana,CMR,MF,25,2000.0,2.4,0,1,0,0.0,0.42,0.0,0.0,0.0,40.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Serie A,2425,Genoa,Jeff Ekhator,ITA,"FW,MF",18,2006.0,8.2,1,10,3,30.0,1.21,0.36,0.1,0.33,15.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3
Serie A,2425,Genoa,Johan Vásquez,MEX,DF,26,1998.0,33.8,3,36,8,22.2,1.07,0.24,0.08,0.38,16.4,1,0,0,2.4,2.4,0.07,0.6,0.6
Serie A,2425,Genoa,Junior Messias,BRA,"MF,FW",34,1991.0,8.4,1,16,5,31.3,1.9,0.59,0.06,0.2,20.4,0,0,1,2.3,1.4,0.09,-1.3,-0.4
Serie A,2425,Genoa,Koni De Winter,BEL,DF,22,2002.0,22.7,3,12,7,58.3,0.53,0.31,0.25,0.43,9.2,0,0,0,1.7,1.7,0.14,1.3,1.3
Serie A,2425,Genoa,Lior Kasa,ISR,"MF,FW",19,2005.0,2.6,0,5,2,40.0,1.96,0.78,0.0,0.0,16.7,0,0,0,1.1,1.1,0.23,-1.1,-1.1
Serie A,2425,Genoa,Lorenzo Venturino,ITA,"FW,MF",18,2006.0,1.2,0,2,1,50.0,1.71,0.86,0.0,0.0,14.7,0,0,0,0.3,0.3,0.16,-0.3,-0.3
Serie A,2425,Genoa,Mario Balotelli,ITA,"FW,MF",34,1990.0,0.7,0,2,0,0.0,2.9,0.0,0.0,0.0,30.5,1,0,0,0.0,0.0,0.02,0.0,0.0
Serie A,2425,Genoa,Mattia Bani,ITA,DF,31,1993.0,16.1,0,8,3,37.5,0.5,0.19,0.0,0.0,9.2,0,0,0,1.2,1.2,0.15,-1.2,-1.2
Serie A,2425,Genoa,Maxwel Cornet,CIV,"FW,MF",28,1996.0,2.6,2,5,3,60.0,1.9,1.14,0.4,0.67,12.3,0,0,0,1.0,1.0,0.2,1.0,1.0
Serie A,2425,Genoa,Milan Badelj,CRO,MF,36,1989.0,16.4,1,14,2,14.3,0.86,0.12,0.07,0.5,21.0,0,0,0,1.0,1.0,0.07,0.0,0.0
Serie A,2425,Genoa,Morten Frendrup,DEN,MF,24,2001.0,34.5,2,30,9,30.0,0.87,0.26,0.07,0.22,21.9,0,0,0,1.6,1.6,0.05,0.4,0.4
Serie A,2425,Genoa,Morten Thorsby,NOR,"MF,FW",29,1996.0,21.1,0,15,6,40.0,0.71,0.28,0.0,0.0,12.2,0,0,0,2.8,2.8,0.19,-2.8,-2.8
Serie A,2425,Genoa,Nicola Leali,ITA,GK,32,1993.0,29.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Genoa,Patrizio Masini,ITA,MF,24,2001.0,16.1,1,8,1,12.5,0.5,0.06,0.13,1.0,15.5,0,0,0,0.4,0.4,0.05,0.6,0.6
Serie A,2425,Genoa,Pierluigi Gollini,ITA,GK,30,1995.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Genoa,Ruslan Malinovskyi,UKR,"MF,FW",32,1993.0,4.3,0,9,3,33.3,2.11,0.7,0.0,0.0,30.2,3,0,0,0.2,0.2,0.03,-0.2,-0.2
Serie A,2425,Genoa,Sebastian Otoa,DEN,DF,21,2004.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Genoa,Stefano Sabelli,ITA,DF,32,1993.0,22.6,0,6,1,16.7,0.27,0.04,0.0,0.0,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Serie A,2425,Genoa,Vitinha,POR,"FW,MF",25,2000.0,14.1,1,32,4,12.5,2.27,0.28,0.03,0.25,20.5,1,0,0,1.6,1.6,0.05,-0.6,-0.6
Serie A,2425,Hellas Verona,Abdou Harroui,NED,"MF,FW",27,1998.0,5.1,1,15,4,26.7,2.92,0.78,0.07,0.25,17.7,1,0,0,2.2,2.2,0.15,-1.2,-1.2
Serie A,2425,Hellas Verona,Alphadjo Cissè,ITA,"FW,MF",18,2006.0,0.1,0,2,2,100.0,20.0,20.0,0.0,0.0,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Serie A,2425,Hellas Verona,Amin Sarr,SWE,FW,24,2001.0,20.5,4,23,7,30.4,1.12,0.34,0.17,0.57,14.3,0,0,0,3.2,3.2,0.15,0.8,0.8
Serie A,2425,Hellas Verona,Antoine Bernede,FRA,MF,25,1999.0,6.5,1,4,2,50.0,0.62,0.31,0.25,0.5,21.0,0,0,0,0.8,0.8,0.19,0.2,0.2
Serie A,2425,Hellas Verona,Casper Tengstedt,DEN,FW,24,2000.0,16.9,6,37,10,27.0,2.2,0.59,0.14,0.5,14.2,0,1,1,5.3,4.5,0.12,0.7,0.5
Serie A,2425,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,25,2000.0,8.4,0,3,1,33.3,0.36,0.12,0.0,0.0,21.8,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Serie A,2425,Hellas Verona,Dailon Livramento,CPV,"FW,MF",24,2001.0,10.1,1,13,4,30.8,1.29,0.4,0.08,0.25,12.0,0,0,0,1.8,1.8,0.14,-0.8,-0.8
Serie A,2425,Hellas Verona,Daniel Bandeira,POR,MF,25,2000.0,4.5,0,2,1,50.0,0.44,0.22,0.0,0.0,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0
Serie A,2425,Hellas Verona,Daniel Mosquera,COL,FW,25,1999.0,14.9,5,56,15,26.8,3.75,1.0,0.09,0.33,13.4,0,0,0,6.6,6.6,0.12,-1.6,-1.6
Serie A,2425,Hellas Verona,Daniel Oyegoke,ENG,DF,22,2003.0,1.1,0,1,0,0.0,0.87,0.0,0.0,0.0,23.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Serie A,2425,Hellas Verona,Daniele Ghilardi,ITA,DF,22,2003.0,21.5,0,12,4,33.3,0.56,0.19,0.0,0.0,13.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Serie A,2425,Hellas Verona,Darko Lazović,SRB,"DF,MF",34,1990.0,16.2,2,19,3,15.8,1.17,0.19,0.05,0.33,18.2,0,1,1,2.5,1.7,0.09,-0.5,-0.7
Serie A,2425,Hellas Verona,Davide Faraoni,ITA,DF,33,1991.0,2.9,0,1,0,0.0,0.35,0.0,0.0,0.0,3.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2
Serie A,2425,Hellas Verona,Diego Coppola,ITA,DF,21,2003.0,31.5,2,10,4,40.0,0.32,0.13,0.2,0.5,9.1,0,0,0,0.7,0.7,0.07,1.3,1.3
Serie A,2425,Hellas Verona,Domagoj Bradarić,CRO,DF,25,1999.0,20.6,0,8,3,37.5,0.39,0.15,0.0,0.0,21.5,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Serie A,2425,Hellas Verona,Faride Alidou,GER,"FW,MF",23,2001.0,0.8,0,1,0,0.0,1.27,0.0,0.0,0.0,32.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Serie A,2425,Hellas Verona,Flavius Daniliuc,AUT,DF,24,2001.0,11.2,0,3,1,33.3,0.27,0.09,0.0,0.0,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Serie A,2425,Hellas Verona,Giangiacomo Magnani,ITA,DF,29,1995.0,11.8,1,11,2,18.2,0.93,0.17,0.09,0.5,10.7,0,0,0,1.1,1.1,0.1,-0.1,-0.1
Serie A,2425,Hellas Verona,Grigoris Kastanos,CYP,"MF,FW",27,1998.0,9.7,1,22,5,22.7,2.27,0.52,0.05,0.2,23.0,2,0,0,1.0,1.0,0.05,0.0,0.0
Serie A,2425,Hellas Verona,Jackson Tchatchoua,CMR,"DF,MF",23,2001.0,34.2,2,18,3,16.7,0.53,0.09,0.11,0.67,20.2,0,0,0,1.6,1.6,0.09,0.4,0.4
Serie A,2425,Hellas Verona,Junior Ajayi,CIV,FW,20,2004.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Hellas Verona,Lorenzo Montipò,ITA,GK,29,1996.0,36.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Hellas Verona,Martin Frese,DEN,DF,27,1998.0,6.0,0,2,0,0.0,0.33,0.0,0.0,0.0,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Serie A,2425,Hellas Verona,Mathis Lambourde,FRA,"FW,MF",19,2006.0,1.0,1,2,1,50.0,2.02,1.01,0.5,1.0,18.6,0,0,0,0.2,0.2,0.08,0.8,0.8
Serie A,2425,Hellas Verona,Nicolás Valentini,ARG,DF,24,2001.0,11.5,0,8,0,0.0,0.69,0.0,0.0,0.0,13.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Serie A,2425,Hellas Verona,Ondrej Duda,SVK,MF,30,1994.0,25.6,1,23,5,21.7,0.9,0.2,0.04,0.2,27.2,5,0,0,0.9,0.9,0.04,0.1,0.1
Serie A,2425,Hellas Verona,Paweł Dawidowicz,POL,"DF,MF",30,1995.0,19.5,0,4,0,0.0,0.21,0.0,0.0,0.0,14.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Serie A,2425,Hellas Verona,Reda Belahyane,MAR,MF,20,2004.0,18.4,0,6,2,33.3,0.33,0.11,0.0,0.0,23.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Serie A,2425,Hellas Verona,Simone Perilli,ITA,GK,30,1995.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Hellas Verona,Suat Serdar,GER,MF,28,1997.0,14.4,1,29,7,24.1,2.01,0.49,0.03,0.14,20.9,0,0,0,1.9,1.9,0.06,-0.9,-0.9
Serie A,2425,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",22,2002.0,22.5,0,32,7,21.9,1.43,0.31,0.0,0.0,21.6,4,0,0,1.6,1.6,0.05,-1.6,-1.6
Serie A,2425,Hellas Verona,Yllan Okou,FRA,DF,22,2002.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Inter,Alessandro Bastoni,ITA,DF,26,1999.0,26.7,1,13,2,15.4,0.49,0.07,0.08,0.5,13.3,0,0,0,0.8,0.8,0.06,0.2,0.2
Serie A,2425,Inter,Benjamin Pavard,FRA,DF,29,1996.0,17.6,0,8,1,12.5,0.45,0.06,0.0,0.0,12.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Serie A,2425,Inter,Carlos Augusto,BRA,DF,26,1999.0,18.8,3,24,6,25.0,1.28,0.32,0.13,0.5,11.1,0,0,0,2.8,2.8,0.12,0.2,0.2
Serie A,2425,Inter,Davide Frattesi,ITA,MF,25,1999.0,13.6,5,28,7,25.0,2.06,0.51,0.18,0.71,13.0,0,0,0,4.0,4.0,0.14,1.0,1.0
Serie A,2425,Inter,Denzel Dumfries,NED,"DF,FW",29,1996.0,21.7,7,36,19,52.8,1.66,0.87,0.19,0.37,10.5,0,0,0,5.4,5.4,0.15,1.6,1.6
Serie A,2425,Inter,Federico Dimarco,ITA,"DF,FW",27,1997.0,24.2,4,56,21,37.5,2.32,0.87,0.07,0.19,20.1,8,0,0,3.3,3.3,0.06,0.7,0.7
Serie A,2425,Inter,Francesco Acerbi,ITA,DF,37,1988.0,19.0,0,5,1,20.0,0.26,0.05,0.0,0.0,11.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Serie A,2425,Inter,Hakan Çalhanoğlu,TUR,MF,31,1994.0,21.6,5,42,12,28.6,1.94,0.55,0.05,0.17,27.2,6,3,4,4.4,1.3,0.03,0.6,0.7
Serie A,2425,Inter,Henrikh Mkhitaryan,ARM,MF,36,1989.0,26.6,1,23,2,8.7,0.86,0.08,0.04,0.5,21.0,0,0,0,1.5,1.5,0.07,-0.5,-0.5
Serie A,2425,Inter,Joaquín Correa,ARG,"FW,MF",30,1994.0,8.1,2,14,6,42.9,1.72,0.74,0.14,0.33,13.3,0,0,0,2.1,2.1,0.15,-0.1,-0.1
Serie A,2425,Inter,Josep Martinez,ESP,GK,26,1998.0,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Inter,Kristjan Asllani,ALB,MF,23,2002.0,11.0,2,14,3,21.4,1.28,0.27,0.0,0.0,25.0,2,2,2,2.5,0.9,0.06,-0.5,-0.9
Serie A,2425,Inter,Lautaro Martínez,ARG,FW,27,1997.0,28.5,12,102,34,33.3,3.58,1.19,0.12,0.35,13.8,0,0,0,13.5,13.5,0.13,-1.5,-1.5
Serie A,2425,Inter,Luka Topalović,SVN,MF,19,2006.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Inter,Marcus Thuram,FRA,FW,27,1997.0,25.4,14,65,27,41.5,2.55,1.06,0.22,0.52,13.1,0,0,0,9.9,9.9,0.15,4.1,4.1
Serie A,2425,Inter,Marko Arnautović,AUT,FW,36,1989.0,6.1,4,14,6,42.9,2.3,0.98,0.29,0.67,8.7,0,0,0,3.3,3.3,0.23,0.7,0.7
Serie A,2425,Inter,Matteo Darmian,ITA,DF,35,1989.0,19.8,3,11,3,27.3,0.56,0.15,0.27,1.0,14.4,0,0,0,2.0,2.0,0.18,1.0,1.0
Serie A,2425,Inter,Mehdi Taremi,IRN,FW,32,1992.0,9.1,1,13,5,38.5,1.43,0.55,0.0,0.0,12.0,0,1,1,3.6,2.8,0.22,-2.6,-2.8
Serie A,2425,Inter,Nicola Zalewski,POL,"DF,MF",23,2002.0,4.8,1,5,3,60.0,1.03,0.62,0.2,0.33,22.1,0,0,0,0.2,0.2,0.05,0.8,0.8
