league,season,team,player,nation,position,age,born_year,90s,goals,shoots,shoots_on_target,perc_shoots_on_target,shoots_90s,shoots_on_target_90s,goals_over_shoots,goals_over_shoots_on_target,average_shot_distance,shoots_free_kicks,penalties_scored,penalties_attempted,xG,no_penalty_xG,no_penalty_xg_over_shoots,goals_xG_difference,no_penalties_goals_xG_difference
Serie A,2425,Atalanta,Daniel Maldini,ITA,"FW,MF",23,2001.0,2.4,1,7,3,42.9,2.96,1.27,0.14,0.33,16.5,0,0,0,1.4,1.4,0.21,-0.4,-0.4
Serie A,2425,Atalanta,Davide Zappacosta,ITA,DF,32,1992.0,23.0,4,39,12,30.8,1.7,0.52,0.1,0.33,19.2,0,0,0,2.2,2.2,0.06,1.8,1.8
Serie A,2425,Atalanta,Federico Cassa,ITA,"MF,FW",19,2006.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Atalanta,Gianluca Scamacca,ITA,FW,26,1999.0,0.1,0,1,1,100.0,15.0,15.0,0.0,0.0,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Serie A,2425,Atalanta,Giorgio Scalvini,ITA,DF,21,2003.0,3.0,0,4,0,0.0,1.32,0.0,0.0,0.0,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Serie A,2425,Atalanta,Ibrahim Sulemana,GHA,MF,22,2003.0,2.5,2,4,2,50.0,1.59,0.8,0.5,1.0,25.3,0,0,0,0.2,0.2,0.04,1.8,1.8
Serie A,2425,Atalanta,Isak Hien,SWE,DF,26,1999.0,25.9,0,8,2,25.0,0.31,0.08,0.0,0.0,7.9,0,0,0,1.0,1.0,0.12,-1.0,-1.0
Serie A,2425,Atalanta,Juan Cuadrado,COL,"DF,MF",36,1988.0,9.0,0,16,4,25.0,1.77,0.44,0.0,0.0,16.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Serie A,2425,Atalanta,Juan Musso,ARG,GK,31,1994.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Atalanta,Lazar Samardzic,SRB,MF,23,2002.0,13.0,2,33,12,36.4,2.54,0.92,0.06,0.17,19.6,3,0,0,2.0,2.0,0.06,0.0,0.0
Serie A,2425,Atalanta,Marco Brescianini,ITA,MF,25,2000.0,10.4,4,19,8,42.1,1.82,0.77,0.21,0.5,12.4,0,0,0,3.1,3.1,0.16,0.9,0.9
Serie A,2425,Atalanta,Marco Carnesecchi,ITA,GK,24,2000.0,33.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Atalanta,Marco Palestra,ITA,DF,20,2005.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Atalanta,Mario Pašalić,CRO,MF,30,1995.0,21.5,3,45,11,24.4,2.09,0.51,0.07,0.27,13.5,0,0,1,6.6,5.8,0.13,-3.6,-2.8
Serie A,2425,Atalanta,Marten de Roon,NED,"MF,DF",34,1991.0,34.0,4,14,4,28.6,0.41,0.12,0.29,1.0,22.7,0,0,0,0.9,0.9,0.06,3.1,3.1
Serie A,2425,Atalanta,Mateo Retegui,ITA,FW,26,1999.0,25.5,25,96,30,31.3,3.77,1.18,0.22,0.7,12.9,2,4,5,18.6,14.7,0.15,6.4,6.3
Serie A,2425,Atalanta,Matteo Ruggeri,ITA,DF,22,2002.0,18.5,0,3,2,66.7,0.16,0.11,0.0,0.0,20.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Serie A,2425,Atalanta,Mitchel Bakker,NED,MF,24,2000.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25,1999.0,4.0,2,11,4,36.4,2.78,1.01,0.18,0.5,15.1,0,0,0,0.9,0.9,0.08,1.1,1.1
Serie A,2425,Atalanta,Odilon Kossounou,CIV,DF,24,2001.0,11.5,0,6,4,66.7,0.52,0.35,0.0,0.0,17.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5
Serie A,2425,Atalanta,Rafael Tolói,ITA,DF,34,1990.0,5.2,0,3,0,0.0,0.58,0.0,0.0,0.0,19.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Serie A,2425,Atalanta,Raoul Bellanova,ITA,DF,25,2000.0,25.9,0,18,5,27.8,0.69,0.19,0.0,0.0,15.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1
Serie A,2425,Atalanta,Rui Patrício,POR,GK,37,1988.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Atalanta,Sead Kolašinac,BIH,DF,31,1993.0,21.1,0,10,2,20.0,0.47,0.09,0.0,0.0,13.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8
Serie A,2425,Atalanta,Stefan Posch,AUT,DF,28,1997.0,3.8,0,3,2,66.7,0.79,0.53,0.0,0.0,11.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Serie A,2425,Atalanta,Vanja Vlahović,SRB,"FW,MF",21,2004.0,0.7,0,1,1,100.0,1.5,1.5,0.0,0.0,14.2,0,0,0,0.2,0.2,0.16,-0.2,-0.2
Serie A,2425,Atalanta,Éderson,BRA,MF,25,1999.0,31.6,4,39,12,30.8,1.23,0.38,0.1,0.33,17.5,0,0,0,4.1,4.1,0.1,-0.1,-0.1
Serie A,2425,Bologna,Benjamín Domínguez,ARG,FW,21,2003.0,14.2,3,30,17,56.7,2.11,1.19,0.1,0.18,19.2,0,0,0,2.2,2.2,0.07,0.8,0.8
Serie A,2425,Bologna,Charalambos Lykogiannis,GRE,DF,31,1993.0,10.8,0,5,2,40.0,0.46,0.18,0.0,0.0,20.9,2,0,0,0.2,0.2,0.04,-0.2,-0.2
Serie A,2425,Bologna,Dan Ndoye,SUI,FW,24,2000.0,22.8,8,48,17,35.4,2.1,0.75,0.13,0.35,17.5,0,2,2,6.9,5.3,0.11,1.1,0.7
Serie A,2425,Bologna,Davide Calabria,ITA,DF,28,1996.0,6.8,0,3,0,0.0,0.44,0.0,0.0,0.0,28.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Serie A,2425,Bologna,Emil Holm,SWE,DF,25,2000.0,12.1,1,10,3,30.0,0.82,0.25,0.1,0.33,18.8,0,0,0,0.6,0.6,0.06,0.4,0.4
Serie A,2425,Bologna,Estanis,ESP,FW,21,2003.0,0.1,0,2,0,0.0,20.0,0.0,0.0,0.0,22.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Serie A,2425,Bologna,Federico Ravaglia,ITA,GK,25,1999.0,10.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Bologna,Giovanni Fabbian,ITA,MF,22,2003.0,11.3,3,21,5,23.8,1.87,0.44,0.14,0.6,11.8,0,0,0,2.3,2.3,0.11,0.7,0.7
Serie A,2425,Bologna,Jens Odgaard,DEN,"MF,FW",26,1999.0,21.7,6,49,22,44.9,2.26,1.01,0.12,0.27,19.5,1,0,0,3.6,3.6,0.07,2.4,2.4
Serie A,2425,Bologna,Jesper Karlsson,SWE,FW,26,1998.0,3.3,1,6,2,33.3,1.81,0.6,0.17,0.5,20.3,1,0,0,0.7,0.7,0.12,0.3,0.3
Serie A,2425,Bologna,Jhon Lucumí,COL,DF,26,1998.0,28.0,0,12,2,16.7,0.43,0.07,0.0,0.0,11.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Serie A,2425,Bologna,Juan Miranda,ESP,DF,25,2000.0,25.3,0,22,5,22.7,0.87,0.2,0.0,0.0,26.1,6,0,0,0.7,0.7,0.03,-0.7,-0.7
Serie A,2425,Bologna,Kacper Urbanski,POL,MF,20,2004.0,2.7,1,4,1,25.0,1.46,0.36,0.25,1.0,15.7,0,0,0,0.3,0.3,0.08,0.7,0.7
Serie A,2425,Bologna,Lewis Ferguson,SCO,MF,25,1999.0,9.9,1,4,1,25.0,0.4,0.1,0.0,0.0,25.1,0,1,1,0.9,0.1,0.03,0.1,-0.1
Serie A,2425,Bologna,Lorenzo De Silvestri,ITA,DF,37,1988.0,11.3,1,8,3,37.5,0.71,0.27,0.13,0.33,12.6,0,0,0,0.7,0.7,0.09,0.3,0.3
Serie A,2425,Bologna,Martin Erlic,CRO,DF,27,1998.0,3.7,0,6,0,0.0,1.62,0.0,0.0,0.0,14.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Serie A,2425,Bologna,Michel Aebischer,SUI,MF,28,1997.0,7.5,0,9,4,44.4,1.19,0.53,0.0,0.0,21.7,1,0,0,0.4,0.4,0.04,-0.4,-0.4
Serie A,2425,Bologna,Nicolò Cambiaghi,ITA,FW,24,2000.0,6.5,1,12,3,25.0,1.85,0.46,0.08,0.33,17.2,0,0,0,0.7,0.7,0.06,0.3,0.3
Serie A,2425,Bologna,Nicolò Casale,ITA,DF,27,1998.0,9.0,0,3,0,0.0,0.33,0.0,0.0,0.0,8.1,0,0,0,0.4,0.4,0.12,-0.4,-0.4
Serie A,2425,Bologna,Nikola Moro,CRO,MF,27,1998.0,13.4,0,14,2,14.3,1.04,0.15,0.0,0.0,26.1,1,0,0,0.5,0.5,0.03,-0.5,-0.5
Serie A,2425,Bologna,Oussama El Azzouzi,MAR,MF,23,2001.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Bologna,Remo Freuler,SUI,MF,33,1992.0,34.7,1,17,4,23.5,0.49,0.12,0.06,0.25,20.4,0,0,0,1.3,1.3,0.07,-0.3,-0.3
Serie A,2425,Bologna,Riccardo Orsolini,ITA,FW,28,1997.0,19.9,14,68,24,35.3,3.42,1.21,0.16,0.46,17.4,6,3,3,9.9,7.6,0.11,4.1,3.4
Serie A,2425,Bologna,Sam Beukema,NED,DF,26,1998.0,33.5,0,15,4,26.7,0.45,0.12,0.0,0.0,10.6,0,0,0,1.5,1.5,0.1,-1.5,-1.5
Serie A,2425,Bologna,Samuel Iling-Junior,ENG,"FW,MF",21,2003.0,1.3,1,4,1,25.0,3.05,0.76,0.25,1.0,19.0,0,0,0,0.1,0.1,0.03,0.9,0.9
Serie A,2425,Bologna,Santiago Castro,ARG,FW,20,2004.0,24.9,8,62,20,32.3,2.49,0.8,0.13,0.4,15.8,0,0,1,7.7,6.9,0.11,0.3,1.1
Serie A,2425,Bologna,Stefan Posch,AUT,DF,28,1997.0,7.9,0,2,0,0.0,0.25,0.0,0.0,0.0,20.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3
Serie A,2425,Bologna,Thijs Dallinga,NED,FW,24,2000.0,12.8,3,31,11,35.5,2.42,0.86,0.1,0.27,11.6,0,0,0,4.3,4.3,0.14,-1.3,-1.3
Serie A,2425,Bologna,Tommaso Pobega,ITA,MF,25,1999.0,12.6,2,22,8,36.4,1.75,0.64,0.09,0.25,18.3,0,0,0,2.0,1.9,0.09,0.0,0.1
Serie A,2425,Bologna,Łukasz Skorupski,POL,GK,34,1991.0,26.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Cagliari,Adam Obert,SVK,DF,22,2002.0,12.0,1,9,2,22.2,0.75,0.17,0.11,0.5,12.0,0,0,0,0.9,0.9,0.11,0.1,0.1
Serie A,2425,Cagliari,Alen Sherri,ALB,GK,27,1997.0,6.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Cagliari,Alessandro Deiola,ITA,MF,29,1995.0,15.9,2,18,5,27.8,1.13,0.31,0.11,0.4,18.1,0,0,0,1.7,1.7,0.1,0.3,0.3
Serie A,2425,Cagliari,Antoine Makoumbou,CGO,MF,26,1998.0,23.9,0,7,0,0.0,0.29,0.0,0.0,0.0,22.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Serie A,2425,Cagliari,Elia Caprile,ITA,GK,23,2001.0,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Cagliari,Florinel Coman,ROU,"FW,MF",27,1998.0,2.9,1,4,1,25.0,1.37,0.34,0.25,1.0,19.9,1,0,0,0.2,0.2,0.06,0.8,0.8
Serie A,2425,Cagliari,Gabriele Zappa,ITA,DF,25,1999.0,34.0,2,11,5,45.5,0.32,0.15,0.18,0.4,16.9,0,0,0,0.9,0.9,0.08,1.1,1.1
Serie A,2425,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25,2000.0,11.2,2,30,6,20.0,2.68,0.54,0.07,0.33,17.2,2,0,0,4.9,4.9,0.16,-2.9,-2.9
Serie A,2425,Cagliari,Gianluca Lapadula,PER,"FW,MF",35,1990.0,3.4,0,15,3,20.0,4.35,0.87,0.0,0.0,12.8,0,0,0,1.4,1.4,0.1,-1.4,-1.4
Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,GK,23,2002.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Cagliari,José Luis Palomino,ARG,DF,35,1990.0,12.0,1,2,1,50.0,0.17,0.08,0.5,1.0,4.6,0,0,0,0.5,0.5,0.24,0.5,0.5
Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",22,2003.0,1.4,0,4,0,0.0,2.83,0.0,0.0,0.0,17.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,"FW,MF",36,1988.0,4.9,2,18,7,38.9,3.64,1.42,0.11,0.29,11.5,0,0,0,2.7,2.7,0.15,-0.7,-0.7
Serie A,2425,Cagliari,Mateusz Wieteska,POL,DF,28,1997.0,2.0,0,1,0,0.0,0.49,0.0,0.0,0.0,8.1,0,0,0,0.2,0.2,0.21,-0.2,-0.2
Serie A,2425,Cagliari,Matteo Prati,ITA,MF,21,2003.0,6.3,0,4,0,0.0,0.63,0.0,0.0,0.0,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Serie A,2425,Cagliari,Mattia Felici,ITA,"MF,FW",24,2001.0,10.3,0,10,6,60.0,0.97,0.58,0.0,0.0,12.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,MF,24,2000.0,26.8,1,20,4,20.0,0.75,0.15,0.05,0.25,15.2,0,0,0,1.1,1.1,0.06,-0.1,-0.1
Serie A,2425,Cagliari,Nadir Zortea,ITA,"DF,MF",25,1999.0,30.1,6,33,10,30.3,1.09,0.33,0.18,0.6,19.3,0,0,0,3.1,3.1,0.09,2.9,2.9
Serie A,2425,Cagliari,Nicola Pintus,ITA,DF,19,2005.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Cagliari,Nicolas Viola,ITA,"FW,MF",35,1989.0,14.1,3,31,9,29.0,2.2,0.64,0.1,0.33,20.4,4,0,0,2.2,2.2,0.07,0.8,0.8
Serie A,2425,Cagliari,Paulo Azzi,BRA,DF,30,1994.0,4.7,0,8,3,37.5,1.69,0.63,0.0,0.0,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Serie A,2425,Cagliari,Roberto Piccoli,ITA,FW,24,2001.0,34.7,10,97,28,28.9,2.79,0.81,0.09,0.32,13.1,1,1,1,12.7,12.0,0.12,-2.7,-3.0
Serie A,2425,Cagliari,Răzvan Marin,ROU,MF,29,1996.0,15.6,3,21,8,38.1,1.34,0.51,0.05,0.13,25.6,2,2,2,2.4,0.8,0.04,0.6,0.2
Serie A,2425,Cagliari,Sebastiano Luperto,ITA,DF,28,1996.0,36.0,1,21,5,23.8,0.58,0.14,0.05,0.2,12.4,0,0,0,2.2,2.2,0.1,-1.2,-1.2
Serie A,2425,Cagliari,Simone Scuffet,ITA,GK,28,1996.0,13.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Cagliari,Tommaso Augello,ITA,DF,30,1994.0,30.1,0,8,0,0.0,0.27,0.0,0.0,0.0,22.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Serie A,2425,Cagliari,Yerry Mina,COL,DF,30,1994.0,28.5,1,26,8,30.8,0.91,0.28,0.04,0.13,11.2,0,0,0,2.3,2.3,0.09,-1.3,-1.3
Serie A,2425,Cagliari,Zito Luvumbo,ANG,"FW,MF",23,2002.0,17.8,2,23,4,17.4,1.29,0.22,0.09,0.5,16.0,0,0,0,2.1,2.1,0.09,-0.1,-0.1
Serie A,2425,Como,Alberto Cerri,ITA,FW,29,1996.0,1.0,0,4,1,25.0,4.14,1.03,0.0,0.0,11.2,0,0,0,1.0,1.0,0.25,-1.0,-1.0
Serie A,2425,Como,Alberto Dossena,ITA,DF,26,1998.0,20.3,0,12,3,25.0,0.59,0.15,0.0,0.0,11.3,0,0,0,0.8,0.8,0.07,-0.8,-0.8
Serie A,2425,Como,Alberto Moreno,ESP,DF,32,1992.0,19.2,0,14,6,42.9,0.73,0.31,0.0,0.0,25.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Serie A,2425,Como,Alessandro Gabrielloni,ITA,"FW,MF",30,1994.0,1.6,1,5,2,40.0,3.17,1.27,0.2,0.5,17.7,0,0,0,0.3,0.3,0.06,0.7,0.7
Serie A,2425,Como,Alessio Iovine,ITA,"DF,FW",34,1991.0,4.3,0,1,0,0.0,0.23,0.0,0.0,0.0,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Serie A,2425,Como,Ali Jasim,IRQ,"FW,DF",21,2004.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Como,Alieu Fadera,GAM,"FW,DF",23,2001.0,18.3,1,28,9,32.1,1.53,0.49,0.04,0.11,18.6,0,0,0,1.7,1.7,0.06,-0.7,-0.7
Serie A,2425,Como,Anastasios Douvikas,GRE,FW,25,1999.0,6.4,2,14,5,35.7,2.17,0.78,0.14,0.4,12.4,0,0,0,2.5,2.5,0.18,-0.5,-0.5
Serie A,2425,Como,Andrea Belotti,ITA,FW,31,1993.0,6.6,2,19,3,15.8,2.88,0.46,0.11,0.67,12.7,0,0,0,2.5,2.5,0.13,-0.5,-0.5
Serie A,2425,Como,Assane Diao,SEN,"FW,MF",19,2005.0,13.9,8,28,13,46.4,2.01,0.93,0.29,0.62,15.5,0,0,0,4.0,4.0,0.14,4.0,4.0
Serie A,2425,Como,Ben Lhassine Kone,CIV,MF,25,2000.0,0.6,0,1,0,0.0,1.76,0.0,0.0,0.0,34.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Serie A,2425,Como,Daniele Baselli,ITA,MF,33,1992.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Como,Dele Alli,ENG,MF,29,1996.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Como,Edoardo Goldaniga,ITA,DF,31,1993.0,28.1,1,12,5,41.7,0.43,0.18,0.08,0.2,9.3,0,0,0,2.5,2.5,0.21,-1.5,-1.5
Serie A,2425,Como,Emil Audero,IDN,GK,28,1997.0,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Como,Federico Barba,ITA,DF,31,1993.0,4.8,0,2,1,50.0,0.42,0.21,0.0,0.0,8.9,0,0,0,0.2,0.2,0.1,-0.2,-0.2
Serie A,2425,Como,Fellipe Jack,BRA,DF,19,2006.0,1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Como,Gabriel Strefezza,BRA,"FW,MF",28,1997.0,29.1,6,58,21,36.2,1.99,0.72,0.1,0.29,20.5,2,0,0,3.7,3.7,0.06,2.3,2.3
Serie A,2425,Como,Ignace Van Der Brempt,BEL,DF,23,2002.0,14.0,0,7,3,42.9,0.5,0.21,0.0,0.0,11.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Serie A,2425,Como,Ivan Smolčić,CRO,DF,24,2000.0,7.0,0,7,3,42.9,1.0,0.43,0.0,0.0,11.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5
Serie A,2425,Como,Jean Butez,FRA,GK,29,1995.0,18.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Como,Jonathan Ikone,FRA,FW,27,1998.0,6.0,2,16,5,31.3,2.67,0.83,0.13,0.4,13.0,0,0,0,1.8,1.8,0.11,0.2,0.2
Serie A,2425,Como,Luca Mazzitelli,ITA,MF,29,1995.0,3.7,1,7,3,42.9,1.88,0.81,0.14,0.33,17.5,0,0,0,0.2,0.2,0.03,0.8,0.8
Serie A,2425,Como,Lucas Da Cunha,FRA,MF,23,2001.0,29.0,3,37,14,37.8,1.27,0.48,0.08,0.21,23.8,3,0,0,2.0,2.0,0.05,1.0,1.0
Serie A,2425,Como,Marc-Oliver Kempf,GER,DF,30,1995.0,29.1,0,20,4,20.0,0.69,0.14,0.0,0.0,10.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6
Serie A,2425,Como,Marco Sala,ITA,DF,25,1999.0,2.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Como,Matthias Braunöder,AUT,MF,23,2002.0,3.0,0,2,0,0.0,0.67,0.0,0.0,0.0,24.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Serie A,2425,Como,Maxence Caqueret,FRA,MF,25,2000.0,12.1,2,8,3,37.5,0.66,0.25,0.25,0.67,18.6,0,0,0,0.8,0.8,0.1,1.2,1.2
Serie A,2425,Como,Máximo Perrone,ARG,MF,22,2003.0,20.6,0,10,2,20.0,0.48,0.1,0.0,0.0,22.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9
Serie A,2425,Como,Mërgim Vojvoda,KVX,DF,30,1995.0,8.0,1,4,1,25.0,0.5,0.13,0.25,1.0,18.5,0,0,0,0.3,0.3,0.07,0.7,0.7
Serie A,2425,Como,Nicolás Paz,ARG,"MF,FW",20,2004.0,29.9,6,109,37,33.9,3.65,1.24,0.06,0.16,20.7,12,0,1,9.3,8.5,0.08,-3.3,-2.5
Serie A,2425,Como,Oliver Abildgaard,DEN,MF,28,1996.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Como,Patrick Cutrone,ITA,FW,27,1998.0,22.7,7,69,26,37.7,3.03,1.14,0.1,0.27,15.9,0,0,1,7.3,6.5,0.09,-0.3,0.5
Serie A,2425,Como,Pepe Reina,ESP,GK,42,1982.0,11.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Como,Sergi Roberto,ESP,MF,33,1992.0,7.7,0,6,1,16.7,0.78,0.13,0.0,0.0,23.5,0,0,0,0.7,0.7,0.11,-0.7,-0.7
Serie A,2425,Como,Simone Verdi,ITA,"MF,FW",32,1992.0,1.3,0,2,2,100.0,1.57,1.57,0.0,0.0,26.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Serie A,2425,Como,Yannik Engelhardt,GER,"MF,DF",24,2001.0,12.9,1,8,2,25.0,0.62,0.15,0.13,0.5,13.7,0,0,0,0.6,0.6,0.07,0.4,0.4
Serie A,2425,Como,Álex Valle,ESP,DF,21,2004.0,11.4,0,9,1,11.1,0.79,0.09,0.0,0.0,22.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Serie A,2425,Empoli,Alberto Grassi,ITA,MF,30,1995.0,23.5,1,11,4,36.4,0.47,0.17,0.09,0.25,15.7,0,0,0,1.0,1.0,0.09,0.0,0.0
Serie A,2425,Empoli,Ardian Ismajli,ALB,DF,28,1996.0,26.9,0,5,0,0.0,0.19,0.0,0.0,0.0,9.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Serie A,2425,Empoli,Christian Kouamé,CIV,"FW,MF",27,1997.0,5.6,1,16,5,31.3,2.84,0.89,0.06,0.2,14.3,0,0,0,2.7,2.7,0.17,-1.7,-1.7
Serie A,2425,Empoli,Devis Vásquez,COL,GK,27,1998.0,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Empoli,Emmanuel Ekong,SWE,"MF,FW",22,2002.0,2.1,0,4,1,25.0,1.94,0.48,0.0,0.0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Serie A,2425,Empoli,Emmanuel Gyasi,GHA,"DF,FW",31,1994.0,34.9,2,22,8,36.4,0.63,0.23,0.09,0.25,11.4,0,0,0,3.9,3.9,0.18,-1.9,-1.9
Serie A,2425,Empoli,Faustino Anjorin,ENG,MF,23,2001.0,12.0,2,22,6,27.3,1.83,0.5,0.09,0.33,25.4,1,0,0,0.9,0.9,0.04,1.1,1.1
Serie A,2425,Empoli,Francesco Caputo,ITA,FW,37,1987.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Empoli,Giuseppe Pezzella,ITA,"DF,FW",27,1997.0,31.0,0,14,3,21.4,0.45,0.1,0.0,0.0,20.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6
Serie A,2425,Empoli,Ismael Konate,CIV,"FW,MF",19,2006.0,1.2,0,3,2,66.7,2.52,1.68,0.0,0.0,20.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Serie A,2425,Empoli,Jacopo Bacci,ITA,MF,19,2005.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Empoli,Jacopo Fazzini,ITA,MF,22,2003.0,14.4,3,21,7,33.3,1.46,0.49,0.14,0.43,16.6,1,0,0,2.5,2.5,0.12,0.5,0.5
Serie A,2425,Empoli,Jacopo Seghetti,ITA,GK,20,2005.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2425,Empoli,Junior Sambia,FRA,"DF,FW",28,1996.0,4.2,0,9,1,11.1,2.14,0.24,0.0,0.0,24.8,3,0,0,0.4,0.4,0.04,-0.4,-0.4
Serie A,2425,Empoli,Liam Henderson,SCO,MF,29,1996.0,25.3,0,20,2,10.0,0.79,0.08,0.0,0.0,28.5,1,0,0,0.6,0.6,0.03,-0.6,-0.6
Serie A,2425,Empoli,Liberato Cacace,NZL,"DF,MF",24,2000.0,24.1,2,29,9,31.0,1.2,0.37,0.07,0.22,17.4,2,0,0,2.6,2.6,0.09,-0.6,-0.6
Serie A,2425,Empoli,Lorenzo Colombo,ITA,"FW,MF",23,2002.0,24.5,6,54,18,33.3,2.21,0.74,0.09,0.28,18.1,0,1,1,5.9,5.1,0.09,0.1,-0.1
