league,season,team,player,nation,position,age,born_year,90s,touches,touches_def_penalty_area,touches_def_third,touches_mid_third,touches_ofe_third,touches_ofe_penalty_area,touches_live,take_ons_attempted,take_ons_successful,perc_take_ons,times_tackled_during_take_ons,perc_tackles,carries,carries_distance,progressive_carries_distance,progressive_carries,carries_into_ofe_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Ligue 1,2425,Nantes,Kelvin Amian,FRA,DF,27,1998.0,24.1,1153,81,374,523,267,21,1153,22,13,59.1,8,36.4,544,2412,1208,32,27,1,20,12,637,77
Ligue 1,2425,Nantes,Louis Leroux,FRA,"MF,DF",19,2006.0,9.1,411,19,101,224,98,14,411,20,8,40.0,11,55.0,214,1066,490,11,14,3,12,6,224,14
Ligue 1,2425,Nantes,Marcus Coco,FRA,DF,28,1996.0,10.6,608,47,198,295,119,4,608,10,3,30.0,7,70.0,297,1329,583,12,9,1,11,6,345,40
Ligue 1,2425,Nantes,Matthis Abline,FRA,FW,22,2003.0,30.8,878,34,75,382,438,142,877,86,35,40.7,48,55.8,587,3670,1743,75,42,42,92,65,689,169
Ligue 1,2425,Nantes,Meschak Elia,COD,FW,27,1997.0,1.9,99,1,18,36,47,8,99,11,2,18.2,9,81.8,61,409,180,9,3,2,7,2,61,22
Ligue 1,2425,Nantes,Moses Simon,NGA,"FW,MF",29,1995.0,29.0,1131,10,111,379,669,129,1127,147,65,44.2,77,52.4,731,6203,3281,147,81,60,67,55,778,222
Ligue 1,2425,Nantes,Mostafa Mohamed,EGY,FW,27,1997.0,13.9,452,34,69,177,217,76,452,26,12,46.2,14,53.8,239,1011,438,11,15,2,47,22,285,50
Ligue 1,2425,Nantes,Nathan Zeze,FRA,DF,19,2005.0,16.8,1083,155,572,498,19,6,1083,4,3,75.0,1,25.0,600,2809,1477,2,2,0,9,1,678,0
Ligue 1,2425,Nantes,Nicolas Cozza,FRA,"DF,MF",26,1999.0,22.8,1044,75,373,424,257,30,1044,20,5,25.0,14,70.0,400,1920,921,25,10,1,30,6,463,56
Ligue 1,2425,Nantes,Nicolas Pallois,FRA,DF,37,1987.0,22.4,1192,191,653,502,45,2,1192,7,3,42.9,4,57.1,570,2589,1201,6,3,1,8,3,626,5
Ligue 1,2425,Nantes,Patrik Carlgren,SWE,GK,33,1992.0,4.6,144,124,144,0,0,0,144,0,0,0.0,0,0.0,75,502,319,0,0,0,0,0,50,0
Ligue 1,2425,Nantes,Pedro Chirivella,ESP,MF,28,1997.0,26.1,1740,48,366,1150,240,3,1740,7,3,42.9,4,57.1,946,4091,1939,16,14,1,15,7,1244,25
Ligue 1,2425,Nantes,Plamedi Nsingi,0,MF,24,2000.0,0.2,8,0,4,3,1,1,8,0,0,0.0,0,0.0,4,10,1,0,0,0,0,0,5,0
Ligue 1,2425,Nantes,Saidou Sow,GUI,DF,22,2002.0,8.9,511,111,306,196,10,6,511,6,4,66.7,2,33.3,288,1336,703,2,1,0,2,2,314,0
Ligue 1,2425,Nantes,Sorba Thomas,WAL,"FW,MF",25,1999.0,14.7,674,25,111,276,303,20,674,24,9,37.5,14,58.3,372,2173,1059,41,29,7,26,25,427,93
Ligue 1,2425,Nantes,Sékou Doucoure,FRA,DF,20,2005.0,0.1,8,3,4,4,0,0,8,0,0,0.0,0,0.0,5,13,4,0,0,0,0,0,5,0
Ligue 1,2425,Nantes,Tino Kadewere,ZIM,"MF,FW",29,1996.0,5.7,242,6,44,117,86,20,242,15,4,26.7,11,73.3,133,623,270,5,5,1,14,7,156,27
Ligue 1,2425,Nice,Ali Abdi,TUN,"DF,MF",31,1993.0,15.5,886,51,230,349,315,50,886,29,12,41.4,16,55.2,391,1880,1003,35,15,9,32,14,481,101
Ligue 1,2425,Nice,Amidou Doumbouya,FRA,DF,17,2007.0,0.5,31,2,13,13,5,0,31,1,1,100.0,0,0.0,17,87,36,1,0,0,0,1,19,0
Ligue 1,2425,Nice,Antoine Mendy,SEN,DF,20,2004.0,9.2,595,44,222,323,59,11,595,12,5,41.7,5,41.7,314,1608,871,12,10,1,11,4,365,15
Ligue 1,2425,Nice,Badredine Bouanani,ALG,"MF,FW",20,2004.0,12.2,571,4,53,228,299,43,570,36,14,38.9,19,52.8,362,2436,1372,47,33,15,24,18,425,93
Ligue 1,2425,Nice,Baptiste Santamaria,FRA,MF,30,1995.0,10.3,589,25,140,362,95,14,589,13,8,61.5,5,38.5,277,1192,647,10,10,0,15,7,394,11
Ligue 1,2425,Nice,Bernard Nguene,CMR,FW,18,2006.0,0.1,5,0,0,3,2,0,5,1,0,0.0,1,100.0,4,11,5,0,0,0,1,0,5,1
Ligue 1,2425,Nice,Bilal Brahimi,ALG,MF,25,2000.0,0.8,49,2,7,23,19,0,49,2,0,0.0,2,100.0,29,202,112,3,3,0,0,3,35,10
Ligue 1,2425,Nice,Dante,BRA,DF,41,1983.0,21.8,1651,171,795,785,81,19,1651,15,6,40.0,7,46.7,949,4418,2469,18,10,1,16,5,1138,8
Ligue 1,2425,Nice,Evann Guessand,CIV,"FW,MF",23,2001.0,28.5,926,19,97,414,444,134,926,103,49,47.6,48,46.6,581,3867,2205,87,44,30,75,71,687,162
Ligue 1,2425,Nice,Gaëtan Laborde,FRA,FW,31,1994.0,20.3,730,28,74,333,333,127,726,37,18,48.6,18,48.6,362,1576,843,30,16,13,48,18,494,131
Ligue 1,2425,Nice,Hicham Boudaoui,ALG,MF,25,1999.0,27.1,1467,75,312,806,377,45,1467,65,25,38.5,34,52.3,770,4519,2308,54,45,7,38,26,943,75
Ligue 1,2425,Nice,Issiaga Camara,GUI,MF,20,2005.0,0.2,23,0,4,19,2,0,23,1,0,0.0,1,100.0,11,63,28,1,0,0,1,0,13,1
Ligue 1,2425,Nice,Jeremie Boga,CIV,"MF,FW",28,1997.0,11.7,529,5,65,204,268,57,529,64,25,39.1,32,50.0,338,3010,1837,64,37,24,18,17,408,75
Ligue 1,2425,Nice,Jonathan Clauss,FRA,"DF,MF",32,1992.0,25.6,1675,78,384,638,669,68,1675,28,11,39.3,16,57.1,747,3445,1994,53,26,9,36,8,899,160
Ligue 1,2425,Nice,Jordan Lotomba,SUI,"MF,DF",26,1998.0,0.4,24,2,3,15,6,0,24,3,1,33.3,2,66.7,19,144,110,4,0,0,0,1,17,2
Ligue 1,2425,Nice,Marcin Bułka,POL,GK,25,1999.0,34.0,1196,957,1187,9,1,1,1196,1,0,0.0,1,100.0,702,3363,2185,0,0,0,2,0,605,0
Ligue 1,2425,Nice,Melvin Bard,FRA,"DF,MF",24,2000.0,21.5,1436,88,470,684,302,36,1436,49,22,44.9,26,53.1,778,4599,2686,53,36,10,28,15,858,95
Ligue 1,2425,Nice,Mohamed Abdelmoneim,EGY,DF,26,1999.0,9.5,635,70,260,331,46,3,635,4,1,25.0,2,50.0,342,1427,822,6,4,0,4,3,386,5
Ligue 1,2425,Nice,Mohamed Ali Cho,FRA,"FW,MF",21,2004.0,18.0,720,9,75,308,356,74,720,70,20,28.6,41,58.6,460,3302,1943,81,39,30,68,26,545,133
Ligue 1,2425,Nice,Morgan Sanson,FRA,MF,30,1994.0,2.6,145,2,21,74,52,9,145,5,2,40.0,3,60.0,89,438,165,5,5,1,8,2,106,17
Ligue 1,2425,Nice,Moïse Bombito,CAN,DF,25,2000.0,24.4,1673,214,767,855,63,9,1673,17,12,70.6,4,23.5,906,4744,2693,27,10,1,16,3,1109,10
Ligue 1,2425,Nice,Pablo Rosario,NED,"MF,DF",28,1997.0,19.7,950,78,247,559,154,19,949,17,9,52.9,8,47.1,473,2261,1247,17,19,2,20,15,653,25
Ligue 1,2425,Nice,Rareş Ilie,ROU,MF,22,2003.0,0.1,13,0,2,1,10,3,13,4,3,75.0,1,25.0,6,64,48,2,1,1,0,0,8,1
Ligue 1,2425,Nice,Sofiane Diop,FRA,"MF,FW",24,2000.0,11.8,714,17,101,347,277,35,714,31,10,32.3,20,64.5,399,2069,944,26,19,4,20,18,508,70
Ligue 1,2425,Nice,Tanguy Ndombele,FRA,MF,28,1996.0,12.6,611,17,100,398,120,25,611,47,25,53.2,19,40.4,366,1783,923,22,8,6,28,21,436,36
Ligue 1,2425,Nice,Terem Moffi,NGA,FW,25,1999.0,0.6,17,0,0,5,12,5,17,1,1,100.0,0,0.0,9,51,20,1,0,1,0,1,15,4
Ligue 1,2425,Nice,Tom Louchet,FRA,"DF,MF",22,2003.0,8.6,579,24,168,243,174,23,579,13,4,30.8,8,61.5,246,1230,657,19,9,3,12,7,317,37
Ligue 1,2425,Nice,Victor Orakpo,NGA,FW,18,2006.0,0.4,21,0,2,10,9,3,21,2,2,100.0,0,0.0,14,83,57,2,1,1,1,0,18,4
Ligue 1,2425,Nice,Yael Nandjou,FRA,DF,19,2005.0,1.7,89,10,32,35,23,6,89,1,1,100.0,0,0.0,27,82,52,2,0,1,1,0,40,9
Ligue 1,2425,Nice,Youssouf Ndayishimiye,BDI,DF,26,1998.0,21.5,1581,179,648,866,83,10,1581,8,6,75.0,2,25.0,906,4350,2619,17,12,0,14,7,1040,9
Ligue 1,2425,Nice,Youssoufa Moukoko,GER,"FW,MF",20,2004.0,2.3,75,0,9,30,37,14,75,7,2,28.6,5,71.4,43,202,80,2,1,1,3,4,46,12
Ligue 1,2425,Paris S-G,Achraf Hakimi,MAR,DF,26,1998.0,23.0,2371,40,430,980,974,81,2371,52,26,50.0,21,40.4,1384,6025,3501,93,57,21,38,15,1817,274
Ligue 1,2425,Paris S-G,Arnau Tenas,ESP,GK,23,2001.0,1.0,33,22,30,3,0,0,33,0,0,0.0,0,0.0,28,153,120,0,0,0,0,0,21,0
Ligue 1,2425,Paris S-G,Axel Tapé,FRA,"DF,MF",17,2007.0,2.0,174,11,58,107,12,0,174,3,1,33.3,2,66.7,129,657,244,1,2,0,5,2,143,1
Ligue 1,2425,Paris S-G,Bradley Barcola,FRA,FW,22,2002.0,24.2,1278,13,84,393,814,214,1278,137,34,24.8,94,68.6,855,5835,3505,137,65,95,64,20,1019,374
Ligue 1,2425,Paris S-G,Désiré Doué,FRA,"FW,MF",19,2005.0,19.2,1461,4,137,646,701,123,1461,129,57,44.2,61,47.3,899,5730,3076,97,50,47,54,37,1164,232
Ligue 1,2425,Paris S-G,Fabián Ruiz Peña,ESP,MF,29,1996.0,21.4,1807,47,254,1050,515,62,1807,20,14,70.0,6,30.0,1037,5225,2737,47,42,8,24,16,1430,92
Ligue 1,2425,Paris S-G,Gianluigi Donnarumma,ITA,GK,26,1999.0,23.2,677,559,665,12,0,0,677,0,0,0.0,0,0.0,349,1664,1055,0,0,0,0,0,366,0
Ligue 1,2425,Paris S-G,Gonçalo Ramos,POR,FW,23,2001.0,11.8,353,6,27,108,220,97,350,11,1,9.1,9,81.8,155,755,342,11,6,4,16,11,282,63
Ligue 1,2425,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",17,2008.0,3.8,198,2,23,79,98,16,198,16,5,31.3,11,68.8,161,1031,433,15,10,7,10,11,170,54
Ligue 1,2425,Paris S-G,João Neves,POR,"MF,DF",20,2004.0,20.5,1851,46,323,1051,494,55,1851,30,16,53.3,11,36.7,1018,4913,2262,35,44,3,26,16,1397,80
Ligue 1,2425,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,24,2001.0,10.2,668,4,31,242,404,71,668,53,25,47.2,25,47.2,444,2947,1517,50,37,28,19,25,555,131
Ligue 1,2425,Paris S-G,Lee Kang-in,KOR,"FW,MF",24,2001.0,18.5,1432,13,107,616,720,68,1432,51,29,56.9,19,37.3,938,4933,2194,50,45,18,22,26,1172,138
Ligue 1,2425,Paris S-G,Lucas Beraldo,BRA,DF,21,2003.0,22.3,2314,223,870,1372,78,15,2314,1,1,100.0,0,0.0,1395,5489,3292,9,15,0,10,2,1847,0
Ligue 1,2425,Paris S-G,Lucas Hernández,FRA,DF,29,1996.0,9.7,1004,64,319,627,62,2,1004,3,2,66.7,0,0.0,541,2346,1344,6,11,0,5,2,746,4
Ligue 1,2425,Paris S-G,Marco Asensio,ESP,"FW,MF",29,1996.0,6.9,377,2,20,180,182,40,377,8,4,50.0,3,37.5,260,1292,596,19,13,9,3,5,324,49
Ligue 1,2425,Paris S-G,Marquinhos,BRA,DF,31,1994.0,19.2,1990,179,610,1271,114,13,1990,4,3,75.0,1,25.0,1335,6601,4472,29,25,0,4,1,1603,4
Ligue 1,2425,Paris S-G,Matvei Safonov,RUS,GK,26,1999.0,9.8,326,264,320,6,0,0,326,0,0,0.0,0,0.0,203,910,535,0,0,0,0,0,181,0
Ligue 1,2425,Paris S-G,Milan Škriniar,SVK,DF,30,1995.0,4.2,417,51,200,213,5,3,417,3,0,0.0,3,100.0,244,1111,603,3,0,0,2,0,309,0
Ligue 1,2425,Paris S-G,Noham Kamara,FRA,DF,18,2007.0,0.8,84,3,37,44,3,0,84,0,0,0.0,0,0.0,56,381,170,2,1,0,0,0,60,0
Ligue 1,2425,Paris S-G,Nuno Mendes,POR,DF,22,2002.0,18.6,1701,55,375,880,464,42,1701,53,31,58.5,21,39.6,990,4832,3207,58,43,12,28,22,1215,108
Ligue 1,2425,Paris S-G,Ousmane Dembélé,FRA,FW,28,1997.0,19.2,1323,2,47,481,805,161,1322,95,42,44.2,51,53.7,878,6064,3447,127,87,66,41,32,1127,252
Ligue 1,2425,Paris S-G,Presnel Kimpembe,FRA,DF,29,1995.0,0.3,24,5,18,6,0,0,24,0,0,0.0,0,0.0,12,76,54,0,0,0,0,0,16,0
Ligue 1,2425,Paris S-G,Randal Kolo Muani,FRA,FW,26,1998.0,4.0,132,5,9,41,83,31,131,14,7,50.0,7,50.0,78,370,149,8,4,5,11,10,104,35
Ligue 1,2425,Paris S-G,Senny Mayulu,FRA,MF,19,2006.0,9.0,592,17,75,265,257,40,592,33,15,45.5,17,51.5,341,1753,765,29,19,8,21,21,438,56
Ligue 1,2425,Paris S-G,Vitinha,POR,MF,25,2000.0,22.7,2581,58,356,1617,623,32,2579,40,27,67.5,10,25.0,1756,8873,4225,53,59,9,30,19,2160,57
Ligue 1,2425,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",19,2006.0,22.8,1908,49,314,1051,555,32,1908,37,20,54.1,17,45.9,1211,6383,3200,49,63,6,39,32,1506,92
Ligue 1,2425,Paris S-G,Willian Pacho,ECU,DF,23,2001.0,23.7,2223,244,921,1269,43,8,2223,7,2,28.6,4,57.1,1399,5986,2592,3,3,0,15,4,1697,1
Ligue 1,2425,Paris S-G,Yoram Zague,FRA,"DF,FW",19,2006.0,2.0,203,3,44,124,36,5,203,2,2,100.0,0,0.0,148,629,313,5,1,1,1,0,158,17
Ligue 1,2425,Reims,Abdoul Koné,FRA,DF,20,2005.0,1.5,86,11,38,39,9,1,86,2,1,50.0,1,50.0,39,150,25,0,0,0,5,1,42,1
Ligue 1,2425,Reims,Amadou Koné,MLI,MF,20,2005.0,14.4,788,61,242,463,99,3,788,25,15,60.0,6,24.0,469,3013,1399,19,15,0,19,12,526,12
Ligue 1,2425,Reims,Amine Salama,FRA,FW,24,2000.0,4.1,132,1,9,56,73,22,132,17,7,41.2,10,58.8,81,639,252,12,9,5,18,9,96,28
Ligue 1,2425,Reims,Ange Martial Tia,MLI,"MF,DF",18,2006.0,1.9,92,5,24,37,36,3,92,7,3,42.9,4,57.1,43,219,109,2,2,0,5,5,46,9
Ligue 1,2425,Reims,Aurélio Buta,POR,DF,28,1997.0,21.9,1195,69,348,559,299,14,1195,22,9,40.9,11,50.0,546,2567,1237,28,21,4,28,7,672,64
Ligue 1,2425,Reims,Cédric Kipré,CIV,DF,28,1996.0,24.3,1596,239,842,697,69,16,1596,12,10,83.3,2,16.7,925,5454,2873,16,14,0,15,3,1063,3
Ligue 1,2425,Reims,Eloge Zabi,CIV,"DF,MF",18,2006.0,0.2,14,1,5,9,1,0,14,0,0,0.0,0,0.0,9,66,34,1,1,0,0,0,10,1
Ligue 1,2425,Reims,Emmanuel Agbadou,CIV,DF,27,1997.0,14.0,1080,178,565,474,45,4,1080,12,9,75.0,3,25.0,621,3413,1974,10,9,0,9,6,701,0
Ligue 1,2425,Reims,Gabriel Moscardo,BRA,"MF,DF",19,2005.0,0.9,54,0,14,31,9,2,54,2,1,50.0,1,50.0,29,151,62,1,0,0,3,3,36,3
Ligue 1,2425,Reims,Hafiz Ibrahim,NGA,FW,19,2005.0,4.3,109,4,20,43,50,16,109,8,3,37.5,4,50.0,51,260,103,6,4,4,19,8,61,16
Ligue 1,2425,Reims,Hiroki Sekine,JPN,DF,22,2002.0,9.9,628,68,247,246,142,10,628,12,6,50.0,4,33.3,328,1758,931,22,14,2,12,10,384,40
Ligue 1,2425,Reims,Ike Orazi,IRL,MF,17,2007.0,0.0,2,0,0,0,2,0,2,1,0,0.0,1,100.0,2,21,19,1,1,0,0,0,2,1
Ligue 1,2425,Reims,John Joe,IRL,MF,21,2003.0,6.1,310,13,96,150,75,6,310,18,6,33.3,11,61.1,150,873,429,6,7,1,5,9,173,9
Ligue 1,2425,Reims,Jordan Pefok,USA,FW,29,1996.0,4.2,90,6,18,37,35,17,90,4,2,50.0,1,25.0,52,196,75,3,0,1,6,8,58,7
Ligue 1,2425,Reims,Joseph Okumu,KEN,DF,27,1997.0,18.8,1348,188,652,638,71,14,1348,18,14,77.8,2,11.1,710,4247,2624,18,17,0,12,2,819,1
Ligue 1,2425,Reims,Junya Ito,JPN,"FW,MF",32,1993.0,29.9,1533,19,222,546,798,83,1533,110,47,42.7,56,50.9,837,5599,2986,100,74,25,85,39,1034,256
Ligue 1,2425,Reims,Keito Nakamura,JPN,"FW,MF",24,2000.0,29.4,1110,28,179,391,554,129,1110,78,30,38.5,45,57.7,675,4372,2356,90,45,33,67,43,776,197
Ligue 1,2425,Reims,Malcolm Jeng,SWE,DF,20,2005.0,1.2,57,15,39,16,2,0,57,0,0,0.0,0,0.0,25,88,58,0,0,0,0,0,33,0
Ligue 1,2425,Reims,Mamadou Diakhon,FRA,"FW,MF",19,2005.0,9.5,379,8,42,137,217,46,379,61,25,41.0,31,50.8,288,3150,1568,61,37,32,29,13,299,77
Ligue 1,2425,Reims,Marshall Munetsi,ZIM,MF,28,1996.0,18.8,594,40,139,271,187,60,594,12,6,50.0,6,50.0,206,666,247,8,7,2,26,5,294,48
Ligue 1,2425,Reims,Martin Adeline,FRA,MF,21,2003.0,0.3,14,2,8,4,2,1,14,0,0,0.0,0,0.0,6,35,9,1,0,1,0,0,9,1
Ligue 1,2425,Reims,Mohamed Bamba,CIV,MF,20,2004.0,0.1,22,1,8,12,2,0,22,0,0,0.0,0,0.0,14,38,18,0,1,0,0,0,17,0
Ligue 1,2425,Reims,Mohamed Daramy,DEN,FW,23,2002.0,0.2,8,1,1,4,3,3,8,0,0,0.0,0,0.0,5,59,45,3,0,3,2,1,7,2
Ligue 1,2425,Reims,Mory Gbane,CIV,"DF,MF",24,2000.0,12.5,694,108,339,302,59,7,694,7,5,71.4,2,28.6,363,2145,1025,3,12,0,8,4,410,9
Ligue 1,2425,Reims,Nhoa Sangui,FRA,"DF,MF",19,2006.0,12.9,708,30,221,330,165,9,708,19,10,52.6,8,42.1,362,2006,1092,21,17,3,17,15,440,53
Ligue 1,2425,Reims,Niama Sissoko,MLI,"FW,MF",19,2005.0,0.5,24,0,1,9,14,6,24,2,0,0.0,2,100.0,14,59,17,1,0,0,4,2,15,2
Ligue 1,2425,Reims,Oumar Diakité,CIV,FW,21,2003.0,18.1,580,13,73,282,239,57,579,57,20,35.1,35,61.4,319,1848,728,24,20,4,64,38,397,93
Ligue 1,2425,Reims,Reda Khadra,GER,"MF,FW",23,2001.0,0.9,38,1,8,12,22,1,38,7,4,57.1,2,28.6,28,305,185,4,6,0,1,0,25,7
Ligue 1,2425,Reims,Sergio Akieme,ESP,DF,27,1997.0,28.0,1436,100,524,548,377,34,1436,31,13,41.9,17,54.8,710,4339,2357,55,36,5,31,19,817,97
Ligue 1,2425,Reims,Teddy Teuma,MLT,MF,31,1993.0,8.3,722,19,141,359,224,12,721,12,3,25.0,9,75.0,350,1344,569,9,4,0,11,11,502,34
Ligue 1,2425,Reims,Thibault De Smet,BEL,DF,26,1998.0,2.1,146,24,79,62,6,1,146,1,0,0.0,1,100.0,83,379,212,1,0,0,2,0,94,2
Ligue 1,2425,Reims,Valentin Atangana Edoa,FRA,MF,19,2005.0,31.7,1433,115,457,760,234,54,1433,48,14,29.2,29,60.4,735,4761,2212,41,35,8,57,23,889,38
Ligue 1,2425,Reims,Yaya Kader Fofana,MLI,"MF,FW",20,2004.0,7.0,317,7,78,156,92,17,317,22,14,63.6,8,36.4,209,1359,773,19,12,6,14,8,220,29
Ligue 1,2425,Reims,Yehvann Diouf,FRA,GK,25,1999.0,34.0,1324,1062,1304,19,1,1,1324,2,2,100.0,0,0.0,684,3495,2108,0,0,0,2,0,575,0
Ligue 1,2425,Rennes,Adrien Truffert,FRA,"DF,MF",23,2001.0,30.6,1906,71,455,791,674,57,1906,44,16,36.4,22,50.0,971,5126,2605,69,45,15,36,25,1186,243
Ligue 1,2425,Rennes,Albert Grønbaek,DEN,"MF,FW",24,2001.0,9.0,386,5,48,146,198,41,386,37,11,29.7,24,64.9,218,1166,619,23,15,12,33,15,250,58
Ligue 1,2425,Rennes,Alidu Seidu,GHA,DF,24,2000.0,8.9,616,41,205,329,90,5,616,18,9,50.0,3,16.7,338,2129,1091,23,18,4,5,10,337,17
Ligue 1,2425,Rennes,Amine Gouiri,ALG,"MF,FW",25,2000.0,11.5,474,5,43,220,217,47,474,33,15,45.5,16,48.5,266,1398,692,22,9,11,20,21,354,63
Ligue 1,2425,Rennes,Anthony Rouault,FRA,DF,23,2001.0,10.8,786,119,369,399,19,9,786,0,0,0.0,0,0.0,485,2277,1306,3,2,0,1,2,557,0
Ligue 1,2425,Rennes,Arnaud Kalimuendo,FRA,"FW,MF",23,2002.0,28.6,885,18,74,432,392,126,877,62,21,33.9,39,62.9,521,2746,1273,50,30,27,59,59,684,167
Ligue 1,2425,Rennes,Ayanda Sishuba,BEL,FW,20,2005.0,0.0,1,1,1,0,0,0,1,0,0,0.0,0,0.0,1,1,0,0,0,0,0,1,1,0
Ligue 1,2425,Rennes,Azor Matusiwa,NED,MF,27,1998.0,23.1,1358,74,326,811,231,15,1358,22,17,77.3,4,18.2,619,2681,1157,19,17,3,22,17,818,26
Ligue 1,2425,Rennes,Baptiste Santamaria,FRA,MF,30,1995.0,5.4,377,12,93,226,58,4,377,5,1,20.0,4,80.0,198,715,216,3,5,0,12,5,256,9
Ligue 1,2425,Rennes,Benjamin Bourigeaud,FRA,MF,31,1994.0,0.9,57,3,9,24,25,2,57,1,1,100.0,0,0.0,20,79,44,0,2,0,1,1,35,4
Ligue 1,2425,Rennes,Brice Samba,FRA,GK,31,1994.0,17.0,723,550,708,15,0,0,723,0,0,0.0,0,0.0,404,1914,987,0,0,0,0,0,375,0
Ligue 1,2425,Rennes,Carlos Gómez,COL,"MF,DF",22,2002.0,4.2,180,4,17,69,96,17,180,22,8,36.4,14,63.6,117,575,260,9,3,5,13,6,128,47
Ligue 1,2425,Rennes,Christopher Wooh,CMR,DF,23,2001.0,16.2,1028,118,477,516,45,13,1028,12,7,58.3,4,33.3,558,2873,1657,14,6,0,12,4,695,2
Ligue 1,2425,Rennes,Djaoui Cissé,FRA,MF,21,2004.0,12.5,755,22,149,436,188,3,755,18,13,72.2,4,22.2,447,2693,1292,16,25,0,14,13,537,14
Ligue 1,2425,Rennes,Gauthier Gallon,FRA,GK,32,1993.0,0.5,19,12,18,1,0,0,19,0,0,0.0,0,0.0,12,75,45,0,0,0,0,0,13,0
Ligue 1,2425,Rennes,Glen Kamara,FIN,MF,29,1995.0,7.4,476,11,70,309,101,13,476,8,4,50.0,4,50.0,268,996,356,5,3,0,7,6,350,22
Ligue 1,2425,Rennes,Hans Hateboer,NED,DF,31,1994.0,18.7,1305,77,471,630,209,17,1305,10,6,60.0,3,30.0,696,3544,2021,28,20,5,11,5,876,63
Ligue 1,2425,Rennes,Henrik Meister,DEN,FW,21,2003.0,0.7,31,0,3,15,13,3,31,0,0,0.0,0,0.0,12,97,48,2,1,1,7,2,14,4
Ligue 1,2425,Rennes,Ismaël Koné,CAN,MF,22,2002.0,5.2,259,9,48,144,70,6,259,10,6,60.0,3,30.0,171,1283,687,16,9,1,10,5,195,16
Ligue 1,2425,Rennes,Jordan James,WAL,MF,20,2004.0,13.1,704,17,134,388,186,19,704,21,9,42.9,10,47.6,336,1515,765,21,9,6,13,11,474,15
Ligue 1,2425,Rennes,Jota,POR,"FW,MF",26,1999.0,3.7,172,1,13,65,95,16,172,13,4,30.8,8,61.5,114,655,334,13,6,5,7,2,130,35
Ligue 1,2425,Rennes,Jérémy Jacquet,FRA,DF,19,2005.0,10.3,627,55,226,350,61,10,627,8,5,62.5,2,25.0,353,1729,861,8,9,1,6,3,408,4
Ligue 1,2425,Rennes,Kazeem Olaigbe,BEL,"MF,FW",22,2003.0,3.3,176,2,16,69,94,15,176,22,13,59.1,9,40.9,111,816,474,17,6,9,3,5,140,32
Ligue 1,2425,Rennes,Kyogo Furuhashi,JPN,FW,30,1995.0,1.4,20,0,4,8,8,2,20,0,0,0.0,0,0.0,10,24,18,0,0,0,3,1,12,3
Ligue 1,2425,Rennes,Leo Skiri Østigård,NOR,DF,25,1999.0,13.6,948,112,443,490,19,11,948,2,1,50.0,1,50.0,490,2421,1125,3,2,0,7,1,589,1
Ligue 1,2425,Rennes,Lilian Brassier,FRA,DF,25,1999.0,13.7,1058,98,440,529,99,16,1058,4,2,50.0,0,0.0,630,3450,1812,21,17,1,6,1,778,11
Ligue 1,2425,Rennes,Lorenz Assignon,TOG,"DF,MF",24,2000.0,26.2,1638,66,347,706,596,80,1638,77,28,36.4,47,61.0,807,5281,3034,98,72,26,56,34,1006,206
Ligue 1,2425,Rennes,Ludovic Blas,FRA,"MF,FW",27,1997.0,25.5,1262,11,134,535,612,105,1262,116,44,37.9,67,57.8,781,4961,2376,83,46,31,71,46,919,184
Ligue 1,2425,Rennes,Mahamadou Nagida,CMR,DF,19,2005.0,4.8,289,8,64,118,113,9,289,14,5,35.7,5,35.7,169,1217,674,22,12,3,10,7,179,55
Ligue 1,2425,Rennes,Mikayil Ngor Faye,SEN,DF,20,2004.0,7.6,617,41,241,336,49,7,617,6,2,33.3,4,66.7,386,1726,960,12,6,1,9,4,415,4
Ligue 1,2425,Rennes,Mohamed Meité,FRA,FW,17,2007.0,6.0,155,4,9,66,81,29,155,11,1,9.1,9,81.8,100,440,190,8,5,5,21,17,126,37
Ligue 1,2425,Rennes,Musa Al-Taamari,JOR,"FW,MF",27,1997.0,6.3,206,2,15,71,124,41,206,20,7,35.0,9,45.0,114,984,548,21,10,9,21,7,147,39
Ligue 1,2425,Rennes,Naouirou Ahamada,FRA,"MF,FW",23,2002.0,0.6,31,1,12,16,3,0,31,1,0,0.0,1,100.0,16,131,55,2,1,0,1,1,17,1
Ligue 1,2425,Rennes,Seko Fofana,CIV,MF,30,1995.0,9.4,640,11,80,360,204,25,640,24,12,50.0,11,45.8,394,2234,1132,32,18,5,9,6,514,38
Ligue 1,2425,Rennes,Steve Mandanda,FRA,GK,40,1985.0,16.5,523,418,519,4,0,0,523,2,2,100.0,0,0.0,305,1511,930,0,0,0,2,1,273,1
Ligue 1,2425,Saint-Étienne,Aimen Moueffek,FRA,MF,24,2001.0,11.5,554,35,112,301,150,25,554,24,11,45.8,13,54.2,302,1371,635,20,13,4,34,13,350,31
Ligue 1,2425,Saint-Étienne,Anthony Briançon,FRA,DF,30,1994.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
