league,season,team,player,nation,position,age,born_year,90s,shot_creating_actions,shot_creating_actions_90s,play_passes_to_shot,fk_passes_to_shot,take_ons_to_shot,shot_to_shot,fouls_drawn_to_shot,defensive_actions_to_shot,goal_creating_actions,goal_creating_actions_90s,play_passes_to_goal,fk_passes_to_goal,take_ons_to_goal,shot_to_goal,fouls_drawn_to_goal,defensive_actions_to_goal
La Liga,2425,Espanyol,José Gragera,ESP,MF,24,2000.0,6.3,7,1.11,4,0,0,0,1,2,0,0.0,0,0,0,0,0,0
La Liga,2425,Espanyol,Justin Smith,CAN,MF,22,2003.0,2.3,2,0.86,2,0,0,0,0,0,1,0.43,1,0,0,0,0,0
La Liga,2425,Espanyol,Leandro Cabrera,URU,DF,33,1991.0,30.9,20,0.65,16,0,0,2,1,1,7,0.23,4,0,0,2,1,0
La Liga,2425,Espanyol,Marash Kumbulla,ALB,DF,25,2000.0,33.0,16,0.48,11,0,1,3,1,0,2,0.06,1,0,1,0,0,0
La Liga,2425,Espanyol,Naci Ünüvar,NED,"MF,DF",21,2003.0,0.3,2,5.63,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Espanyol,Omar El Hilali,MAR,DF,21,2003.0,34.0,26,0.76,22,1,1,1,1,0,3,0.09,3,0,0,0,0,0
La Liga,2425,Espanyol,Pere Milla,ESP,"MF,FW",32,1992.0,4.6,10,2.2,9,0,0,1,0,0,1,0.22,1,0,0,0,0,0
La Liga,2425,Espanyol,Pol Lozano,ESP,MF,25,1999.0,21.1,40,1.88,32,6,0,0,0,2,2,0.09,2,0,0,0,0,0
La Liga,2425,Espanyol,Rafael Bauza,ESP,MF,20,2005.0,2.0,1,0.49,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Espanyol,Roberto Férnandez,ESP,FW,22,2002.0,15.8,27,1.71,17,0,3,2,4,1,3,0.19,0,0,0,0,2,1
La Liga,2425,Espanyol,Roger Hinojo,ESP,DF,20,2005.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Espanyol,Sergi Gómez,ESP,DF,33,1992.0,7.2,4,0.55,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Espanyol,Urko González,ESP,MF,24,2001.0,14.4,22,1.53,18,0,2,1,1,0,4,0.28,4,0,0,0,0,0
La Liga,2425,Espanyol,Walid Cheddira,MAR,FW,27,1998.0,7.1,20,2.81,10,0,2,4,4,0,5,0.7,1,0,1,1,2,0
La Liga,2425,Espanyol,Álvaro Aguado,ESP,MF,29,1996.0,4.8,15,3.13,13,1,0,1,0,0,1,0.21,1,0,0,0,0,0
La Liga,2425,Espanyol,Álvaro Tejero,ESP,"MF,DF",28,1996.0,13.8,55,4.0,28,23,1,1,1,1,9,0.65,4,3,1,1,0,0
La Liga,2425,Getafe,Abdoulaye Keita,ESP,"FW,MF",22,2002.0,1.1,1,0.95,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Getafe,Alberto Risco,ESP,"MF,FW",19,2005.0,0.8,6,7.71,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Getafe,Alex Sola,ESP,"MF,FW",25,1999.0,11.4,26,2.28,17,0,6,0,3,0,2,0.18,2,0,0,0,0,0
La Liga,2425,Getafe,Allan Nyom,CMR,"DF,MF",37,1988.0,8.9,11,1.24,7,0,0,1,2,1,3,0.34,2,0,0,1,0,0
La Liga,2425,Getafe,Bertuğ Yıldırım,TUR,FW,22,2002.0,11.9,21,1.76,13,0,1,2,4,1,1,0.08,0,0,0,0,1,0
La Liga,2425,Getafe,Borja Mayoral,ESP,FW,28,1997.0,11.5,18,1.56,15,0,1,1,0,1,2,0.17,1,0,0,1,0,0
La Liga,2425,Getafe,Carles Aleñá,ESP,"MF,FW",27,1998.0,5.0,8,1.6,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Getafe,Carles Pérez,ESP,"MF,FW",27,1998.0,15.9,40,2.52,26,1,6,2,3,2,1,0.06,0,0,0,0,0,1
La Liga,2425,Getafe,Christantus Uche,NGA,"FW,MF",22,2003.0,26.7,77,2.88,52,0,7,2,15,1,9,0.34,7,0,0,0,2,0
La Liga,2425,Getafe,Coba da Costa,ESP,"MF,FW",22,2002.0,11.1,36,3.24,28,0,5,2,0,1,4,0.36,3,0,0,1,0,0
La Liga,2425,Getafe,David Argüelles,ESP,MF,23,2002.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Getafe,David Soria,ESP,GK,32,1993.0,37.0,8,0.22,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Getafe,Diego Rico,ESP,DF,32,1993.0,30.3,73,2.41,47,21,1,2,2,0,8,0.26,2,3,1,1,1,0
La Liga,2425,Getafe,Djené,TOG,"DF,MF",33,1991.0,27.3,21,0.77,18,1,0,0,1,1,1,0.04,1,0,0,0,0,0
La Liga,2425,Getafe,Domingos Duarte,POR,DF,30,1995.0,19.7,9,0.46,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Getafe,Gorka Rivera Alonso,ESP,"DF,MF",20,2004.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Getafe,Iglesias,ESP,DF,26,1998.0,31.1,59,1.9,30,16,4,3,5,1,5,0.16,2,1,0,1,0,1
La Liga,2425,Getafe,Ismael Bekhoucha,MAR,"MF,DF",20,2004.0,0.4,1,2.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Getafe,Jesús Santiago,ESP,MF,20,2004.0,3.6,6,1.65,2,1,0,0,2,1,0,0.0,0,0,0,0,0,0
La Liga,2425,Getafe,John Joe,IRL,"MF,FW",21,2003.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Getafe,Juan Bernat,ESP,"MF,DF",32,1993.0,7.8,10,1.29,10,0,0,0,0,0,1,0.13,1,0,0,0,0,0
La Liga,2425,Getafe,Juan Berrocal,ESP,DF,26,1999.0,11.3,6,0.53,4,1,0,0,0,1,1,0.09,1,0,0,0,0,0
La Liga,2425,Getafe,Juanmi,ESP,"FW,MF",32,1993.0,7.4,9,1.22,7,0,1,0,0,1,1,0.14,1,0,0,0,0,0
La Liga,2425,Getafe,Luis Milla,ESP,MF,30,1994.0,31.9,130,4.07,72,43,4,4,5,2,6,0.19,3,3,0,0,0,0
La Liga,2425,Getafe,Mauro Arambarri,URU,MF,29,1995.0,28.9,54,1.87,34,0,3,6,9,2,3,0.1,1,0,0,2,0,0
La Liga,2425,Getafe,Nabil Aberdin,FRA,MF,22,2002.0,2.9,3,1.03,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Getafe,Omar Alderete,PAR,DF,28,1996.0,33.0,37,1.12,28,1,1,5,1,1,4,0.12,2,0,0,1,1,0
La Liga,2425,Getafe,Peter González,DOM,"MF,FW",22,2002.0,5.3,13,2.44,7,1,0,3,1,1,1,0.19,1,0,0,0,0,0
La Liga,2425,Getafe,Ramón Terrats,ESP,"MF,FW",24,2000.0,12.9,30,2.33,22,4,1,1,2,0,2,0.16,2,0,0,0,0,0
La Liga,2425,Getafe,Álvaro Rodríguez,URU,FW,20,2004.0,9.5,16,1.69,9,0,4,2,1,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Abel Ruiz,ESP,FW,25,2000.0,14.8,17,1.15,12,0,1,3,1,0,1,0.07,0,0,0,1,0,0
La Liga,2425,Girona,Alejandro Francés,ESP,DF,22,2002.0,12.3,16,1.3,15,0,0,1,0,0,1,0.08,1,0,0,0,0,0
La Liga,2425,Girona,Arnau Martinez,ESP,"DF,MF",22,2003.0,28.2,55,1.95,45,2,3,2,2,1,6,0.21,6,0,0,0,0,0
La Liga,2425,Girona,Arnaut Danjuma,NED,"FW,MF",28,1997.0,14.8,40,2.7,26,6,5,2,1,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Arthur Melo,BRA,MF,28,1996.0,9.7,15,1.55,13,0,0,1,0,1,1,0.1,0,0,0,1,0,0
La Liga,2425,Girona,Bojan Miovski,MKD,FW,25,1999.0,9.7,10,1.03,4,0,1,2,2,1,4,0.41,2,0,0,1,1,0
La Liga,2425,Girona,Bryan Gil,ESP,"FW,MF",24,2001.0,19.1,56,2.93,39,3,8,1,4,1,5,0.26,5,0,0,0,0,0
La Liga,2425,Girona,Cristhian Stuani,URU,FW,38,1986.0,11.0,14,1.27,10,0,1,3,0,0,3,0.27,2,0,0,1,0,0
La Liga,2425,Girona,Daley Blind,NED,DF,35,1990.0,29.9,47,1.57,43,2,0,0,0,2,7,0.23,6,0,0,0,0,1
La Liga,2425,Girona,David López,ESP,DF,35,1989.0,27.0,24,0.89,20,0,0,4,0,0,3,0.11,1,0,0,2,0,0
La Liga,2425,Girona,Donny van de Beek,NED,MF,28,1997.0,15.8,28,1.77,27,0,0,1,0,0,2,0.13,2,0,0,0,0,0
La Liga,2425,Girona,Ferrán Ruiz,ESP,MF,22,2003.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Gabriel Osei Misehouy,NED,"FW,MF",19,2005.0,2.9,6,2.1,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Iker Almena,ESP,"FW,DF",21,2004.0,0.5,3,5.63,2,0,1,0,0,0,2,3.75,1,0,1,0,0,0
La Liga,2425,Girona,Iván Martín,ESP,MF,26,1999.0,22.4,56,2.5,53,0,0,2,1,0,4,0.18,3,0,0,1,0,0
La Liga,2425,Girona,Jhon Solis,COL,MF,20,2004.0,5.9,6,1.01,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Juanpe,ESP,DF,34,1991.0,7.8,3,0.39,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Kim Minsu,KOR,"MF,FW",19,2006.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Krapyvtsov Vladyslav,UKR,GK,19,2005.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Ladislav Krejčí,CZE,DF,26,1999.0,26.1,29,1.11,25,1,0,2,1,0,4,0.15,2,0,0,1,1,0
La Liga,2425,Girona,Miguel Gutiérrez,ESP,"DF,MF",23,2001.0,27.3,74,2.71,55,13,1,3,1,1,8,0.29,6,1,0,1,0,0
La Liga,2425,Girona,Oriol Romeu,ESP,MF,33,1991.0,14.9,20,1.35,20,0,0,0,0,0,1,0.07,1,0,0,0,0,0
La Liga,2425,Girona,Papa Ba,ESP,MF,20,2004.0,0.5,2,3.75,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Pau López,ESP,GK,30,1994.0,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Paulo Gazzaniga,ARG,GK,33,1992.0,35.5,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Portu,ESP,"FW,MF",33,1992.0,8.0,24,3.01,19,1,3,1,0,0,4,0.5,3,0,1,0,0,0
La Liga,2425,Girona,Silvi Clúa,ESP,MF,20,2005.0,1.8,2,1.1,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
La Liga,2425,Girona,Viktor Tsyhankov,UKR,"FW,MF",27,1997.0,20.3,65,3.21,34,22,1,3,4,1,8,0.39,4,3,0,0,1,0
La Liga,2425,Girona,Yangel Herrera,VEN,MF,27,1998.0,24.3,49,2.02,37,2,1,3,4,2,6,0.25,6,0,0,0,0,0
La Liga,2425,Girona,Yaser Asprilla,COL,"FW,MF",21,2003.0,14.6,60,4.11,45,6,7,1,1,0,7,0.48,5,2,0,0,0,0
La Liga,2425,Las Palmas,Aboubacar Bassinga,CIV,MF,19,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Adnan Januzaj,BEL,"FW,MF",30,1995.0,6.1,34,5.53,18,8,0,3,5,0,5,0.81,2,0,0,2,1,0
La Liga,2425,Las Palmas,Alberto Moleiro,ESP,"FW,MF",21,2003.0,30.2,106,3.52,76,0,17,7,5,1,6,0.2,3,0,1,1,1,0
La Liga,2425,Las Palmas,Andy Pelmard,FRA,DF,25,2000.0,2.3,3,1.32,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Benito Ramírez,ESP,"DF,MF",29,1995.0,4.8,25,5.22,21,2,0,1,1,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Daley Sinkgraven,NED,DF,29,1995.0,1.0,2,1.98,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Dario Essugo,POR,MF,20,2005.0,20.8,36,1.73,25,0,3,3,3,2,1,0.05,1,0,0,0,0,0
La Liga,2425,Las Palmas,Diego Martín,ESP,FW,21,2003.0,0.1,2,18.0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Dinko Horkaš,CRO,GK,26,1999.0,11.1,2,0.18,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Enzo Loiodice,FRA,MF,24,2000.0,6.6,9,1.36,4,4,0,0,1,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Fabio González,ESP,MF,28,1997.0,0.6,2,3.4,2,0,0,0,0,0,1,1.7,1,0,0,0,0,0
La Liga,2425,Las Palmas,Fábio Silva,POR,FW,22,2002.0,20.7,43,2.08,30,0,4,3,5,1,5,0.24,3,0,1,1,0,0
La Liga,2425,Las Palmas,Jaime Mata,ESP,"FW,MF",36,1988.0,6.4,14,2.17,10,0,1,2,1,0,1,0.16,1,0,0,0,0,0
La Liga,2425,Las Palmas,Jasper Cillessen,NED,GK,36,1989.0,25.9,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Javier Muñoz,ESP,"MF,DF",30,1995.0,28.8,58,2.02,44,4,5,0,3,2,8,0.28,7,1,0,0,0,0
La Liga,2425,Las Palmas,José Campaña,ESP,MF,31,1993.0,13.2,39,2.95,34,5,0,0,0,0,4,0.3,4,0,0,0,0,0
La Liga,2425,Las Palmas,Juan Herzog,ESP,DF,22,2003.0,13.7,3,0.22,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Kirian Rodríguez,ESP,MF,29,1996.0,19.5,49,2.51,43,2,1,0,2,1,7,0.36,7,0,0,0,0,0
La Liga,2425,Las Palmas,Manuel Fuster,ESP,"FW,MF",27,1997.0,10.1,51,5.02,42,6,1,0,1,1,6,0.59,5,0,0,0,0,1
La Liga,2425,Las Palmas,Marc Cardona,ESP,"FW,DF",29,1995.0,1.5,4,2.73,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Marvin,ESP,"DF,FW",24,2000.0,10.5,14,1.33,12,1,0,1,0,0,2,0.19,2,0,0,0,0,0
La Liga,2425,Las Palmas,Mika Mármol,ESP,DF,23,2001.0,25.7,38,1.48,33,4,0,1,0,0,4,0.16,4,0,0,0,0,0
La Liga,2425,Las Palmas,Oliver McBurnie,SCO,FW,28,1996.0,20.3,42,2.07,32,0,3,4,3,0,6,0.3,6,0,0,0,0,0
La Liga,2425,Las Palmas,Pejiño,ESP,FW,28,1996.0,0.2,1,5.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Sandro Ramírez,ESP,"FW,MF",29,1995.0,22.6,59,2.61,31,18,0,2,8,0,6,0.27,3,1,0,0,2,0
La Liga,2425,Las Palmas,Scott McKenna,SCO,DF,28,1996.0,26.4,12,0.45,8,1,1,2,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Sergio Viera,ESP,MF,20,2005.0,0.4,1,2.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",20,2004.0,10.8,14,1.3,10,0,0,2,2,0,1,0.09,0,0,0,1,0,0
La Liga,2425,Las Palmas,Valentín Pezzolesi,ESP,DF,18,2007.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Viti,ESP,DF,27,1997.0,22.0,29,1.32,23,3,2,0,1,0,3,0.14,3,0,0,0,0,0
La Liga,2425,Las Palmas,Álex Muñoz,ESP,DF,30,1994.0,15.7,15,0.95,12,1,0,0,2,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Las Palmas,Álex Suárez,ESP,DF,32,1993.0,27.3,14,0.51,12,0,0,2,0,0,2,0.07,2,0,0,0,0,0
La Liga,2425,Leganés,Adrià Altimira,ESP,"DF,FW",24,2001.0,17.1,20,1.17,13,1,1,0,5,0,1,0.06,1,0,0,0,0,0
La Liga,2425,Leganés,Aritz Arambarri,ESP,DF,27,1998.0,2.0,1,0.51,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Leganés,Borna Barišić,CRO,DF,32,1992.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Leganés,Dani Raba,ESP,"FW,MF",29,1995.0,20.1,99,4.93,43,22,16,3,10,5,14,0.7,8,1,3,0,1,1
La Liga,2425,Leganés,Darko Brašanac,SRB,MF,33,1992.0,17.8,34,1.91,28,0,1,3,2,0,2,0.11,2,0,0,0,0,0
La Liga,2425,Leganés,Diego,ESP,FW,25,2000.0,13.0,12,0.93,7,0,0,2,3,0,1,0.08,0,0,0,0,1,0
La Liga,2425,Leganés,Duk,CPV,"MF,FW",25,2000.0,1.7,6,3.6,4,0,1,1,0,0,1,0.6,0,0,0,1,0,0
La Liga,2425,Leganés,Enric Franquesa,ESP,"DF,FW",28,1997.0,6.8,6,0.88,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0
La Liga,2425,Leganés,Javi Hernández,ESP,DF,27,1998.0,25.5,39,1.53,29,6,0,1,2,1,3,0.12,1,0,0,1,1,0
La Liga,2425,Leganés,Jorge Sáenz,ESP,DF,28,1996.0,17.8,10,0.56,8,0,0,0,1,1,0,0.0,0,0,0,0,0,0
La Liga,2425,Leganés,Juan Cruz,ESP,"FW,MF",25,2000.0,24.1,50,2.08,33,6,2,5,2,2,6,0.25,6,0,0,0,0,0
La Liga,2425,Leganés,Juan Soriano,ESP,GK,27,1997.0,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Leganés,Julián Chicco,ARG,"MF,DF",27,1998.0,3.3,5,1.53,3,0,1,1,0,0,1,0.31,1,0,0,0,0,0
La Liga,2425,Leganés,Marko Dmitrović,SRB,GK,33,1992.0,31.0,6,0.19,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Leganés,Matija Nastasić,SRB,DF,32,1993.0,23.4,6,0.26,5,0,0,0,1,0,1,0.04,0,0,0,0,1,0
La Liga,2425,Leganés,Miguel,ESP,FW,25,1999.0,19.0,28,1.48,13,0,2,5,6,2,6,0.32,5,0,1,0,0,0
La Liga,2425,Leganés,Munir El Haddadi,MAR,"FW,MF",29,1995.0,8.9,19,2.14,11,0,1,2,5,0,1,0.11,0,0,0,1,0,0
La Liga,2425,Leganés,Renato Tapia,PER,"MF,DF",29,1995.0,26.0,23,0.88,18,2,1,0,1,1,4,0.15,4,0,0,0,0,0
La Liga,2425,Leganés,Roberto López,ESP,MF,25,2000.0,4.4,15,3.41,8,5,1,0,0,1,1,0.23,0,1,0,0,0,0
La Liga,2425,Leganés,Sergi,ESP,DF,33,1992.0,31.9,12,0.38,11,0,0,0,1,0,3,0.09,2,0,0,0,1,0
La Liga,2425,Leganés,Seydouba Cissé,GUI,MF,24,2001.0,26.2,42,1.6,35,1,1,1,4,0,3,0.11,1,0,0,0,2,0
La Liga,2425,Leganés,Sébastien Haller,CIV,FW,30,1994.0,4.5,4,0.89,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Leganés,Valentin Rosier,FRA,DF,28,1996.0,28.8,35,1.21,24,4,3,4,0,0,6,0.21,5,0,1,0,0,0
La Liga,2425,Leganés,Yan Diomandé,CIV,"MF,FW",18,2006.0,5.4,29,5.4,22,0,6,1,0,0,2,0.37,1,0,1,0,0,0
La Liga,2425,Leganés,Yvan Neyou,CMR,MF,28,1997.0,25.7,30,1.17,25,0,2,0,3,0,2,0.08,2,0,0,0,0,0
La Liga,2425,Leganés,Óscar Rodríguez Arnaiz,ESP,"MF,FW",26,1998.0,14.8,48,3.25,30,7,5,3,2,1,9,0.61,5,1,1,1,0,1
La Liga,2425,Mallorca,Abdón Prats,ESP,"FW,MF",32,1992.0,5.1,7,1.39,5,0,0,1,1,0,1,0.2,0,0,0,0,1,0
La Liga,2425,Mallorca,Antonio Raillo,ESP,DF,33,1991.0,34.6,27,0.78,23,2,0,2,0,0,1,0.03,1,0,0,0,0,0
La Liga,2425,Mallorca,Antonio Sánchez,ESP,"MF,DF",28,1997.0,14.7,17,1.16,11,2,1,2,1,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Mallorca,Chiquinho,POR,"MF,FW",25,2000.0,1.6,7,4.29,0,2,3,1,1,0,1,0.61,0,1,0,0,0,0
La Liga,2425,Mallorca,Copete,ESP,DF,25,1999.0,17.0,10,0.59,9,1,0,0,0,0,1,0.06,1,0,0,0,0,0
La Liga,2425,Mallorca,Cyle Larin,CAN,FW,30,1995.0,19.3,21,1.09,13,0,0,4,4,0,3,0.16,1,0,0,1,1,0
La Liga,2425,Mallorca,Dani Rodríguez,ESP,"MF,FW",36,1988.0,23.8,62,2.61,33,23,0,3,3,0,12,0.5,9,2,0,0,1,0
La Liga,2425,Mallorca,Daniel Luna,COL,MF,22,2003.0,0.2,1,4.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Mallorca,David López,ESP,DF,22,2003.0,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Mallorca,Dominik Greif,SVK,GK,28,1997.0,30.0,4,0.13,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Mallorca,Jan Salas,ESP,MF,19,2005.0,0.3,1,3.75,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Mallorca,Javier Llabrés,ESP,FW,22,2002.0,0.6,3,4.74,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Mallorca,Johan Mojica,COL,DF,32,1992.0,30.5,83,2.72,67,7,4,3,2,0,6,0.2,5,1,0,0,0,0
La Liga,2425,Mallorca,Leo Román,ESP,GK,24,2000.0,7.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Mallorca,Manu Morlanes,ESP,MF,26,1999.0,14.6,35,2.4,32,1,0,2,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Mallorca,Marc Domenech,ESP,"FW,MF",19,2006.0,2.6,4,1.56,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Mallorca,Martin Valjent,SVK,DF,29,1995.0,30.7,26,0.85,20,0,2,3,1,0,3,0.1,3,0,0,0,0,0
La Liga,2425,Mallorca,Mateu Morey,ESP,DF,25,2000.0,7.2,11,1.52,8,0,1,0,1,1,1,0.14,1,0,0,0,0,0
La Liga,2425,Mallorca,Omar Mascarell,EQG,MF,32,1993.0,21.4,15,0.7,12,0,1,1,1,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Mallorca,Pablo Maffeo,ESP,DF,27,1997.0,26.3,60,2.28,39,9,5,1,5,1,4,0.15,3,1,0,0,0,0
La Liga,2425,Mallorca,Roberto Navarro,ESP,"MF,FW",23,2002.0,14.2,44,3.1,36,1,4,1,2,0,2,0.14,2,0,0,0,0,0
La Liga,2425,Mallorca,Samu Costa,POR,MF,24,2000.0,28.4,54,1.9,39,1,3,6,4,1,6,0.21,4,1,0,1,0,0
La Liga,2425,Mallorca,Sergi Darder,ESP,"MF,FW",31,1993.0,29.5,92,3.12,44,42,2,4,0,0,7,0.24,5,2,0,0,0,0
La Liga,2425,Mallorca,Siebe Van Der Heyden,BEL,"DF,MF",26,1998.0,1.1,2,1.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Mallorca,Takuma Asano,JPN,"FW,MF",30,1994.0,11.7,22,1.88,16,0,2,2,2,0,2,0.17,2,0,0,0,0,0
La Liga,2425,Mallorca,Toni Lato,ESP,DF,27,1997.0,6.0,12,1.99,10,1,0,0,0,1,1,0.17,1,0,0,0,0,0
La Liga,2425,Mallorca,Valery Fernández,ESP,"MF,FW",25,1999.0,3.4,5,1.45,4,0,0,0,0,1,3,0.87,2,0,0,0,0,1
La Liga,2425,Mallorca,Vedat Muriqi,KVX,FW,31,1994.0,22.2,43,1.94,29,0,2,7,4,1,6,0.27,5,0,0,0,1,0
La Liga,2425,Osasuna,Abel,ESP,DF,24,2000.0,22.7,36,1.59,27,2,5,0,1,1,4,0.18,2,0,1,0,0,1
La Liga,2425,Osasuna,Aimar Oroz,ESP,MF,23,2001.0,32.0,86,2.69,72,0,3,7,3,1,7,0.22,5,0,0,2,0,0
La Liga,2425,Osasuna,Aitor Fernández,ESP,GK,34,1991.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Osasuna,Ante Budimir,CRO,FW,33,1991.0,31.8,46,1.45,25,0,3,9,9,0,14,0.44,3,0,1,2,8,0
La Liga,2425,Osasuna,Bryan Zaragoza,ESP,"FW,MF",24,2001.0,19.5,67,3.45,39,9,13,1,5,0,9,0.46,6,1,1,1,0,0
La Liga,2425,Osasuna,Catena,ESP,DF,30,1994.0,33.2,25,0.75,19,3,0,1,2,0,5,0.15,3,0,0,1,1,0
La Liga,2425,Osasuna,Enzo Boyomo,CMR,DF,23,2001.0,32.2,11,0.34,10,0,0,1,0,0,1,0.03,1,0,0,0,0,0
La Liga,2425,Osasuna,Iker Benito,ESP,"FW,MF",22,2002.0,0.4,1,2.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Osasuna,Iker Muñoz,ESP,MF,22,2002.0,6.3,13,2.07,9,0,1,2,1,0,2,0.32,1,0,0,1,0,0
La Liga,2425,Osasuna,Javi Martínez,ESP,MF,25,1999.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Osasuna,Jesús Areso,ESP,DF,25,1999.0,33.2,69,2.08,53,11,2,1,2,0,9,0.27,7,2,0,0,0,0
La Liga,2425,Osasuna,Jon Moncayola,ESP,MF,27,1998.0,23.3,67,2.87,46,18,0,2,0,1,4,0.17,3,1,0,0,0,0
La Liga,2425,Osasuna,Jorge Herrando,ESP,DF,24,2001.0,15.2,13,0.86,10,0,0,3,0,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Osasuna,José Arnaiz,ESP,"MF,FW",30,1995.0,1.4,6,4.35,4,1,0,0,1,0,0,0.0,0,0,0,0,0,0
La Liga,2425,Osasuna,Juan Cruz Armada,ESP,DF,32,1992.0,15.9,12,0.75,10,1,0,1,0,0,1,0.06,1,0,0,0,0,0
La Liga,2425,Osasuna,Kike Barja,ESP,"FW,MF",28,1997.0,3.5,18,5.14,9,4,3,0,2,0,2,0.57,1,0,0,0,1,0
