league,season,team,player,nation,position,age,born_year,90s,shot_creating_actions,shot_creating_actions_90s,play_passes_to_shot,fk_passes_to_shot,take_ons_to_shot,shot_to_shot,fouls_drawn_to_shot,defensive_actions_to_shot,goal_creating_actions,goal_creating_actions_90s,play_passes_to_goal,fk_passes_to_goal,take_ons_to_goal,shot_to_goal,fouls_drawn_to_goal,defensive_actions_to_goal
Ligue 1,2425,Nice,Marcin Bułka,POL,GK,25,1999.0,34.0,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Ligue 1,2425,Nice,Melvin Bard,FRA,"DF,MF",24,2000.0,21.5,49,2.28,40,2,4,2,1,0,4,0.19,4,0,0,0,0,0
Ligue 1,2425,Nice,Mohamed Abdelmoneim,EGY,DF,26,1999.0,9.5,8,0.84,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Nice,Mohamed Ali Cho,FRA,"FW,MF",21,2004.0,18.0,59,3.28,45,3,5,1,5,0,11,0.61,8,0,1,1,1,0
Ligue 1,2425,Nice,Morgan Sanson,FRA,MF,30,1994.0,2.6,6,2.29,4,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Nice,Moïse Bombito,CAN,DF,25,2000.0,24.4,18,0.74,17,0,0,0,0,1,4,0.16,4,0,0,0,0,0
Ligue 1,2425,Nice,Pablo Rosario,NED,"MF,DF",28,1997.0,19.7,35,1.78,30,0,1,1,0,3,2,0.1,2,0,0,0,0,0
Ligue 1,2425,Nice,Rareş Ilie,ROU,MF,22,2003.0,0.1,7,48.46,2,2,3,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Nice,Sofiane Diop,FRA,"MF,FW",24,2000.0,11.8,47,3.98,37,4,0,2,4,0,9,0.76,7,1,0,0,1,0
Ligue 1,2425,Nice,Tanguy Ndombele,FRA,MF,28,1996.0,12.6,31,2.46,23,1,2,2,2,1,4,0.32,4,0,0,0,0,0
Ligue 1,2425,Nice,Terem Moffi,NGA,FW,25,1999.0,0.6,5,7.63,1,0,1,3,0,0,2,3.05,0,0,1,1,0,0
Ligue 1,2425,Nice,Tom Louchet,FRA,"DF,MF",22,2003.0,8.6,31,3.6,21,2,1,5,0,2,1,0.12,0,1,0,0,0,0
Ligue 1,2425,Nice,Victor Orakpo,NGA,FW,18,2006.0,0.4,1,2.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Nice,Yael Nandjou,FRA,DF,19,2005.0,1.7,4,2.34,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Nice,Youssouf Ndayishimiye,BDI,DF,26,1998.0,21.5,30,1.4,23,0,1,1,3,2,2,0.09,1,0,0,0,1,0
Ligue 1,2425,Nice,Youssoufa Moukoko,GER,"FW,MF",20,2004.0,2.3,6,2.62,5,0,0,1,0,0,1,0.44,1,0,0,0,0,0
Ligue 1,2425,Paris S-G,Achraf Hakimi,MAR,DF,26,1998.0,23.0,104,4.53,91,3,4,1,3,2,11,0.48,10,0,1,0,0,0
Ligue 1,2425,Paris S-G,Arnau Tenas,ESP,GK,23,2001.0,1.0,2,2.0,2,0,0,0,0,0,1,1.0,1,0,0,0,0,0
Ligue 1,2425,Paris S-G,Axel Tapé,FRA,"DF,MF",17,2007.0,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Paris S-G,Bradley Barcola,FRA,FW,22,2002.0,24.2,101,4.17,87,1,5,4,2,2,20,0.83,17,0,1,2,0,0
Ligue 1,2425,Paris S-G,Désiré Doué,FRA,"FW,MF",19,2005.0,19.2,109,5.66,84,1,14,4,5,1,24,1.25,15,0,4,1,3,1
Ligue 1,2425,Paris S-G,Fabián Ruiz Peña,ESP,MF,29,1996.0,21.4,89,4.16,79,0,2,6,0,2,14,0.65,12,0,0,1,0,1
Ligue 1,2425,Paris S-G,Gianluigi Donnarumma,ITA,GK,26,1999.0,23.2,2,0.09,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Paris S-G,Gonçalo Ramos,POR,FW,23,2001.0,11.8,30,2.54,23,0,0,5,2,0,6,0.51,4,0,0,1,1,0
Ligue 1,2425,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",17,2008.0,3.8,8,2.12,6,0,1,0,0,1,2,0.53,2,0,0,0,0,0
Ligue 1,2425,Paris S-G,João Neves,POR,"MF,DF",20,2004.0,20.5,68,3.32,56,1,3,2,3,3,14,0.68,14,0,0,0,0,0
Ligue 1,2425,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,24,2001.0,10.2,60,5.89,39,3,9,3,3,3,8,0.79,5,0,2,1,0,0
Ligue 1,2425,Paris S-G,Lee Kang-in,KOR,"FW,MF",24,2001.0,18.5,97,5.26,70,21,3,3,0,0,6,0.33,5,1,0,0,0,0
Ligue 1,2425,Paris S-G,Lucas Beraldo,BRA,DF,21,2003.0,22.3,22,0.98,22,0,0,0,0,0,3,0.13,3,0,0,0,0,0
Ligue 1,2425,Paris S-G,Lucas Hernández,FRA,DF,29,1996.0,9.7,11,1.13,9,1,1,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Paris S-G,Marco Asensio,ESP,"FW,MF",29,1996.0,6.9,37,5.39,27,2,2,6,0,0,7,1.02,7,0,0,0,0,0
Ligue 1,2425,Paris S-G,Marquinhos,BRA,DF,31,1994.0,19.2,31,1.62,28,0,1,0,0,2,1,0.05,0,0,0,0,0,1
Ligue 1,2425,Paris S-G,Matvei Safonov,RUS,GK,26,1999.0,9.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Paris S-G,Milan Škriniar,SVK,DF,30,1995.0,4.2,6,1.41,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Paris S-G,Noham Kamara,FRA,DF,18,2007.0,0.8,1,1.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Paris S-G,Nuno Mendes,POR,DF,22,2002.0,18.6,72,3.87,53,6,5,4,3,1,6,0.32,5,1,0,0,0,0
Ligue 1,2425,Paris S-G,Ousmane Dembélé,FRA,FW,28,1997.0,19.2,110,5.72,75,16,9,6,3,1,15,0.78,11,0,1,2,1,0
Ligue 1,2425,Paris S-G,Presnel Kimpembe,FRA,DF,29,1995.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Paris S-G,Randal Kolo Muani,FRA,FW,26,1998.0,4.0,13,3.27,7,0,1,3,1,1,3,0.75,1,0,0,1,1,0
Ligue 1,2425,Paris S-G,Senny Mayulu,FRA,MF,19,2006.0,9.0,38,4.23,28,0,0,5,2,3,6,0.67,6,0,0,0,0,0
Ligue 1,2425,Paris S-G,Vitinha,POR,MF,25,2000.0,22.7,73,3.22,66,2,3,2,0,0,4,0.18,2,1,1,0,0,0
Ligue 1,2425,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",19,2006.0,22.8,52,2.28,47,1,1,3,0,0,4,0.18,2,1,1,0,0,0
Ligue 1,2425,Paris S-G,Willian Pacho,ECU,DF,23,2001.0,23.7,13,0.55,11,0,0,1,0,1,3,0.13,2,0,0,1,0,0
Ligue 1,2425,Paris S-G,Yoram Zague,FRA,"DF,FW",19,2006.0,2.0,3,1.48,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Abdoul Koné,FRA,DF,20,2005.0,1.5,1,0.68,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Amadou Koné,MLI,MF,20,2005.0,14.4,28,1.95,19,1,2,2,1,3,2,0.14,1,0,0,1,0,0
Ligue 1,2425,Reims,Amine Salama,FRA,FW,24,2000.0,4.1,8,1.93,5,0,0,2,0,1,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Ange Martial Tia,MLI,"MF,DF",18,2006.0,1.9,4,2.11,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Aurélio Buta,POR,DF,28,1997.0,21.9,31,1.42,23,5,0,2,0,1,4,0.18,3,1,0,0,0,0
Ligue 1,2425,Reims,Cédric Kipré,CIV,DF,28,1996.0,24.3,31,1.27,27,1,1,1,0,1,3,0.12,3,0,0,0,0,0
Ligue 1,2425,Reims,Eloge Zabi,CIV,"DF,MF",18,2006.0,0.2,1,5.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Emmanuel Agbadou,CIV,DF,27,1997.0,14.0,21,1.5,19,0,1,1,0,0,1,0.07,1,0,0,0,0,0
Ligue 1,2425,Reims,Gabriel Moscardo,BRA,"MF,DF",19,2005.0,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Hafiz Ibrahim,NGA,FW,19,2005.0,4.3,4,0.92,4,0,0,0,0,0,1,0.23,1,0,0,0,0,0
Ligue 1,2425,Reims,Hiroki Sekine,JPN,DF,22,2002.0,9.9,19,1.93,17,0,0,1,1,0,1,0.1,1,0,0,0,0,0
Ligue 1,2425,Reims,Ike Orazi,IRL,MF,17,2007.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,John Joe,IRL,MF,21,2003.0,6.1,9,1.48,6,0,0,1,1,1,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Jordan Pefok,USA,FW,29,1996.0,4.2,9,2.13,5,0,1,2,1,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Joseph Okumu,KEN,DF,27,1997.0,18.8,25,1.33,24,1,0,0,0,0,3,0.16,3,0,0,0,0,0
Ligue 1,2425,Reims,Junya Ito,JPN,"FW,MF",32,1993.0,29.9,129,4.32,82,31,9,5,1,1,9,0.3,7,1,0,1,0,0
Ligue 1,2425,Reims,Keito Nakamura,JPN,"FW,MF",24,2000.0,29.4,68,2.31,51,1,7,9,0,0,7,0.24,4,0,1,2,0,0
Ligue 1,2425,Reims,Malcolm Jeng,SWE,DF,20,2005.0,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Mamadou Diakhon,FRA,"FW,MF",19,2005.0,9.5,37,3.88,20,1,4,5,6,1,2,0.21,1,0,0,1,0,0
Ligue 1,2425,Reims,Marshall Munetsi,ZIM,MF,28,1996.0,18.8,41,2.18,31,0,2,3,4,1,4,0.21,3,0,0,1,0,0
Ligue 1,2425,Reims,Martin Adeline,FRA,MF,21,2003.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Mohamed Bamba,CIV,MF,20,2004.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Mohamed Daramy,DEN,FW,23,2002.0,0.2,2,11.25,1,0,0,1,0,0,1,5.63,0,0,0,1,0,0
Ligue 1,2425,Reims,Mory Gbane,CIV,"DF,MF",24,2000.0,12.5,18,1.44,16,1,0,0,1,0,1,0.08,1,0,0,0,0,0
Ligue 1,2425,Reims,Nhoa Sangui,FRA,"DF,MF",19,2006.0,12.9,18,1.4,14,2,2,0,0,0,5,0.39,3,1,1,0,0,0
Ligue 1,2425,Reims,Niama Sissoko,MLI,"FW,MF",19,2005.0,0.5,1,1.91,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Oumar Diakité,CIV,FW,21,2003.0,18.1,39,2.16,29,0,2,5,3,0,4,0.22,4,0,0,0,0,0
Ligue 1,2425,Reims,Reda Khadra,GER,"MF,FW",23,2001.0,0.9,2,2.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Sergio Akieme,ESP,DF,27,1997.0,28.0,37,1.32,29,4,0,2,2,0,3,0.11,3,0,0,0,0,0
Ligue 1,2425,Reims,Teddy Teuma,MLT,MF,31,1993.0,8.3,28,3.36,21,3,1,2,1,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Thibault De Smet,BEL,DF,26,1998.0,2.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Reims,Valentin Atangana Edoa,FRA,MF,19,2005.0,31.7,49,1.55,33,0,3,5,4,4,1,0.03,1,0,0,0,0,0
Ligue 1,2425,Reims,Yaya Kader Fofana,MLI,"MF,FW",20,2004.0,7.0,22,3.12,16,0,4,0,1,1,5,0.71,3,0,2,0,0,0
Ligue 1,2425,Reims,Yehvann Diouf,FRA,GK,25,1999.0,34.0,7,0.21,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Adrien Truffert,FRA,"DF,MF",23,2001.0,30.6,76,2.49,53,12,2,5,3,1,8,0.26,6,0,1,1,0,0
Ligue 1,2425,Rennes,Albert Grønbaek,DEN,"MF,FW",24,2001.0,9.0,29,3.21,17,5,3,2,2,0,5,0.55,1,1,2,0,1,0
Ligue 1,2425,Rennes,Alidu Seidu,GHA,DF,24,2000.0,8.9,12,1.34,8,2,1,0,1,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Amine Gouiri,ALG,"MF,FW",25,2000.0,11.5,29,2.52,21,1,5,2,0,0,4,0.35,3,0,1,0,0,0
Ligue 1,2425,Rennes,Anthony Rouault,FRA,DF,23,2001.0,10.8,10,0.93,9,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Arnaud Kalimuendo,FRA,"FW,MF",23,2002.0,28.6,49,1.71,37,0,3,6,2,1,6,0.21,4,0,0,2,0,0
Ligue 1,2425,Rennes,Ayanda Sishuba,BEL,FW,20,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Azor Matusiwa,NED,MF,27,1998.0,23.1,46,1.99,38,2,0,2,2,2,6,0.26,4,0,0,1,0,1
Ligue 1,2425,Rennes,Baptiste Santamaria,FRA,MF,30,1995.0,5.4,10,1.87,8,1,0,0,1,0,2,0.37,1,0,0,0,1,0
Ligue 1,2425,Rennes,Benjamin Bourigeaud,FRA,MF,31,1994.0,0.9,2,2.25,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Brice Samba,FRA,GK,31,1994.0,17.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Carlos Gómez,COL,"MF,DF",22,2002.0,4.2,12,2.83,10,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Christopher Wooh,CMR,DF,23,2001.0,16.2,16,0.99,10,1,0,2,3,0,1,0.06,1,0,0,0,0,0
Ligue 1,2425,Rennes,Djaoui Cissé,FRA,MF,21,2004.0,12.5,27,2.17,22,0,3,1,1,0,1,0.08,1,0,0,0,0,0
Ligue 1,2425,Rennes,Gauthier Gallon,FRA,GK,32,1993.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Glen Kamara,FIN,MF,29,1995.0,7.4,20,2.72,19,0,0,0,0,1,2,0.27,2,0,0,0,0,0
Ligue 1,2425,Rennes,Hans Hateboer,NED,DF,31,1994.0,18.7,30,1.6,28,1,0,1,0,0,2,0.11,2,0,0,0,0,0
Ligue 1,2425,Rennes,Henrik Meister,DEN,FW,21,2003.0,0.7,3,4.29,3,0,0,0,0,0,1,1.43,1,0,0,0,0,0
Ligue 1,2425,Rennes,Ismaël Koné,CAN,MF,22,2002.0,5.2,10,1.92,10,0,0,0,0,0,1,0.19,1,0,0,0,0,0
Ligue 1,2425,Rennes,Jordan James,WAL,MF,20,2004.0,13.1,44,3.36,26,11,2,4,1,0,6,0.46,5,0,0,1,0,0
Ligue 1,2425,Rennes,Jota,POR,"FW,MF",26,1999.0,3.7,7,1.89,6,0,1,0,0,0,1,0.27,1,0,0,0,0,0
Ligue 1,2425,Rennes,Jérémy Jacquet,FRA,DF,19,2005.0,10.3,9,0.87,9,0,0,0,0,0,1,0.1,1,0,0,0,0,0
Ligue 1,2425,Rennes,Kazeem Olaigbe,BEL,"MF,FW",22,2003.0,3.3,25,7.53,21,1,2,1,0,0,4,1.2,4,0,0,0,0,0
Ligue 1,2425,Rennes,Kyogo Furuhashi,JPN,FW,30,1995.0,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Leo Skiri Østigård,NOR,DF,25,1999.0,13.6,8,0.59,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Lilian Brassier,FRA,DF,25,1999.0,13.7,22,1.6,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0
Ligue 1,2425,Rennes,Lorenz Assignon,TOG,"DF,MF",24,2000.0,26.2,67,2.56,52,7,3,3,1,1,10,0.38,7,0,0,2,1,0
Ligue 1,2425,Rennes,Ludovic Blas,FRA,"MF,FW",27,1997.0,25.5,107,4.2,60,24,6,7,4,6,16,0.63,7,4,1,1,2,1
Ligue 1,2425,Rennes,Mahamadou Nagida,CMR,DF,19,2005.0,4.8,10,2.06,6,1,1,0,1,1,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Mikayil Ngor Faye,SEN,DF,20,2004.0,7.6,4,0.52,3,0,0,1,0,0,1,0.13,1,0,0,0,0,0
Ligue 1,2425,Rennes,Mohamed Meité,FRA,FW,17,2007.0,6.0,13,2.17,11,0,0,1,1,0,1,0.17,1,0,0,0,0,0
Ligue 1,2425,Rennes,Musa Al-Taamari,JOR,"FW,MF",27,1997.0,6.3,22,3.5,16,0,2,1,2,1,1,0.16,1,0,0,0,0,0
Ligue 1,2425,Rennes,Naouirou Ahamada,FRA,"MF,FW",23,2002.0,0.6,2,3.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Seko Fofana,CIV,MF,30,1995.0,9.4,32,3.41,27,0,1,3,1,0,2,0.21,1,0,1,0,0,0
Ligue 1,2425,Rennes,Steve Mandanda,FRA,GK,40,1985.0,16.5,4,0.24,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Aimen Moueffek,FRA,MF,24,2001.0,11.5,21,1.82,17,0,3,1,0,0,3,0.26,3,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Anthony Briançon,FRA,DF,30,1994.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Augustine Boakye,GHA,"FW,MF",24,2000.0,8.1,35,4.3,24,1,5,3,2,0,1,0.12,0,0,0,1,0,0
Ligue 1,2425,Saint-Étienne,Ayman Aiki,FRA,"FW,MF",19,2005.0,1.4,1,0.71,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Ben Old,NZL,"FW,MF",22,2002.0,5.9,16,2.73,11,0,2,1,1,1,1,0.17,1,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Benjamin Bouchouari,MAR,MF,23,2001.0,19.7,52,2.71,44,0,2,3,2,1,3,0.16,3,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Beres Owusu,FRA,DF,21,2003.0,1.0,2,2.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Dennis Appiah,FRA,DF,32,1992.0,23.6,38,1.61,32,3,2,0,0,1,3,0.13,2,1,0,0,0,0
Ligue 1,2425,Saint-Étienne,Djylian N'Guessan,FRA,FW,16,2008.0,2.0,3,1.49,3,0,0,0,0,0,1,0.5,1,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Dylan Batubinsika,COD,DF,29,1996.0,22.4,9,0.4,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Florian Tardieu,FRA,MF,33,1992.0,13.9,45,3.48,39,2,0,1,2,1,5,0.39,4,1,0,0,0,0
Ligue 1,2425,Saint-Étienne,Gautier Larsonneur,FRA,GK,28,1997.0,34.0,3,0.09,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Ibrahim Sissoko,MLI,FW,29,1995.0,9.1,21,2.31,10,0,1,4,4,2,1,0.11,1,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Ibrahima Wadji,SEN,"FW,MF",30,1995.0,3.9,8,2.09,4,0,2,2,0,0,1,0.26,0,0,0,1,0,0
Ligue 1,2425,Saint-Étienne,Igor Miladinović,SRB,"FW,MF",21,2003.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Irvin Cardona,FRA,FW,27,1997.0,11.8,25,2.31,20,0,1,4,0,0,3,0.28,2,0,0,1,0,0
Ligue 1,2425,Saint-Étienne,Jibril Othman,TUN,FW,21,2004.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Kévin Pedro,FRA,DF,19,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Lamine Fomba,FRA,MF,27,1998.0,2.4,4,1.66,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Louis Mouton,FRA,MF,22,2002.0,11.6,28,2.41,22,3,2,0,0,1,2,0.17,2,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Lucas Stassin,BEL,FW,20,2004.0,21.0,34,1.7,27,0,3,2,2,0,8,0.4,4,0,2,1,1,0
Ligue 1,2425,Saint-Étienne,Léo Pétrot,FRA,DF,28,1997.0,29.3,40,1.42,36,2,1,1,0,0,6,0.21,6,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Marwann Nzuzi,FRA,DF,21,2004.0,1.4,1,0.72,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Mathieu Cafaro,FRA,"MF,FW",28,1997.0,8.1,25,3.07,17,5,1,1,1,0,2,0.25,2,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Mathis Amougou,FRA,MF,19,2006.0,9.5,17,1.78,14,0,2,1,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Maxime Bernauer,FRA,DF,26,1998.0,8.5,8,1.0,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Mickael Nade,FRA,DF,26,1999.0,25.6,16,0.65,11,1,0,1,1,2,5,0.2,3,0,0,1,1,0
Ligue 1,2425,Saint-Étienne,Pierre Cornud,FRA,DF,28,1996.0,6.4,5,0.78,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Pierre Ekwah Elimby,FRA,MF,23,2002.0,28.6,40,1.45,37,1,0,1,1,0,4,0.14,4,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Yunis Abdelhamid,MAR,DF,37,1987.0,11.5,6,0.55,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Yvann Macon,FRA,DF,26,1998.0,8.8,10,1.29,9,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Zuriko Davitashvili,GEO,"FW,MF",24,2001.0,30.9,115,3.85,55,23,16,13,8,0,15,0.5,8,1,4,0,2,0
Ligue 1,2425,Strasbourg,Abakar Sylla,CIV,DF,22,2002.0,10.6,4,0.38,3,0,0,1,0,0,1,0.09,0,0,0,1,0,0
Ligue 1,2425,Strasbourg,Andrew Omobamidele,IRL,DF,22,2002.0,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Strasbourg,Andrey Santos,BRA,MF,21,2004.0,31.7,56,1.77,47,0,1,1,2,5,6,0.19,4,0,0,0,1,1
Ligue 1,2425,Strasbourg,Caleb Wiley,USA,"DF,MF",20,2004.0,3.0,4,1.35,3,0,0,0,1,0,1,0.34,1,0,0,0,0,0
Ligue 1,2425,Strasbourg,Diego Moreira,POR,"DF,MF",20,2004.0,28.5,67,2.35,44,5,10,4,2,2,10,0.35,7,0,1,0,1,1
Ligue 1,2425,Strasbourg,Dilane Bakwa,FRA,"MF,DF",22,2002.0,27.7,110,3.97,67,21,10,3,7,2,16,0.58,13,1,1,0,1,0
Ligue 1,2425,Strasbourg,Eduard Sobol,UKR,DF,30,1995.0,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Strasbourg,Emanuel Emegha,NED,FW,22,2003.0,25.5,32,1.26,25,0,3,1,3,0,4,0.16,3,0,1,0,0,0
Ligue 1,2425,Strasbourg,Félix Lemaréchal,FRA,"MF,FW",21,2003.0,19.8,56,2.83,48,3,3,2,0,0,6,0.3,6,0,0,0,0,0
Ligue 1,2425,Strasbourg,Guela Doué,CIV,DF,22,2002.0,30.2,44,1.46,31,2,4,4,1,2,5,0.17,5,0,0,0,0,0
Ligue 1,2425,Strasbourg,Guimissongui Ouattara,FRA,"DF,FW",19,2005.0,5.2,9,1.72,5,1,0,1,0,2,3,0.57,2,1,0,0,0,0
Ligue 1,2425,Strasbourg,Habib Diarra,SEN,"MF,FW",21,2004.0,26.1,57,2.18,47,1,0,3,6,0,8,0.31,6,0,0,0,2,0
Ligue 1,2425,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",21,2003.0,29.3,22,0.75,19,0,0,0,1,2,4,0.14,4,0,0,0,0,0
Ligue 1,2425,Strasbourg,Junior Mwanga,FRA,MF,22,2003.0,3.3,2,0.61,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Strasbourg,Jérémy Sebas,MTQ,"FW,MF",22,2003.0,2.1,4,1.91,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Strasbourg,Karl-Johan Johnsson,SWE,GK,35,1990.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Strasbourg,Karol Fila,POL,MF,26,1998.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Strasbourg,Mamadou Sarr,FRA,DF,19,2005.0,26.3,12,0.46,10,0,0,2,0,0,2,0.08,1,0,0,1,0,0
Ligue 1,2425,Strasbourg,Marvin Senaya,TOG,DF,24,2001.0,2.5,3,1.19,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Strasbourg,Milos Lukovic,SRB,"FW,MF",19,2005.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Strasbourg,Nordine Kandil,FRA,MF,23,2001.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Strasbourg,Pape Daouda Diongue,SEN,"MF,FW",nan,0.0,0.9,1,1.15,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Ligue 1,2425,Strasbourg,Saidou Sow,GUI,DF,22,2002.0,11.3,6,0.53,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0
Ligue 1,2425,Strasbourg,Samuel Amo-Ameyaw,ENG,"DF,MF",18,2006.0,3.6,14,3.93,9,1,2,2,0,0,1,0.28,1,0,0,0,0,0
Ligue 1,2425,Strasbourg,Sebastian Nanasi,SWE,"MF,FW",23,2002.0,23.4,85,3.63,61,16,2,4,1,1,17,0.73,11,4,0,2,0,0
