league,season,team,player,nation,position,age,born_year,90s,yellow_cards,red_cards,second_yellow_card_expulsions,fouls_commited,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalty_kicks_won,penalty_kicks_conceded,own_goals,recoveries,aerial_duels_won,aerial_duels_lost,perc_aerial_duels_won
Serie A,2425,Genoa,Morten Frendrup,DEN,MF,24,2001.0,34.5,5,0,0,51,31,1,3,47,61,0,0,1,184,30,37,44.8
Serie A,2425,Genoa,Morten Thorsby,NOR,"MF,FW",29,1996.0,21.1,6,0,0,53,15,9,9,5,30,0,2,1,51,107,99,51.9
Serie A,2425,Genoa,Nicola Leali,ITA,GK,32,1993.0,29.0,1,0,0,1,6,0,0,0,0,0,0,1,30,6,0,100.0
Serie A,2425,Genoa,Patrizio Masini,ITA,MF,24,2001.0,16.1,3,0,0,33,45,0,26,13,28,0,0,0,85,28,23,54.9
Serie A,2425,Genoa,Pierluigi Gollini,ITA,GK,30,1995.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0
Serie A,2425,Genoa,Ruslan Malinovskyi,UKR,"MF,FW",32,1993.0,4.3,2,0,0,9,5,0,3,1,8,0,0,0,16,7,6,53.8
Serie A,2425,Genoa,Sebastian Otoa,DEN,DF,21,2004.0,1.0,0,1,0,3,0,0,0,1,0,0,0,0,4,4,2,66.7
Serie A,2425,Genoa,Stefano Sabelli,ITA,DF,32,1993.0,22.6,3,0,0,25,22,0,59,22,31,0,0,0,91,16,26,38.1
Serie A,2425,Genoa,Vitinha,POR,"FW,MF",25,2000.0,14.1,2,0,0,21,24,7,45,11,7,0,0,0,52,29,28,50.9
Serie A,2425,Hellas Verona,Abdou Harroui,NED,"MF,FW",27,1998.0,5.1,1,0,0,10,3,0,9,2,6,0,0,0,22,8,7,53.3
Serie A,2425,Hellas Verona,Alphadjo Cissè,ITA,"FW,MF",18,2006.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
Serie A,2425,Hellas Verona,Amin Sarr,SWE,FW,24,2001.0,20.5,1,0,0,43,18,12,7,3,12,0,1,0,41,63,85,42.6
Serie A,2425,Hellas Verona,Antoine Bernede,FRA,MF,25,1999.0,6.5,2,0,0,16,4,0,13,5,8,0,0,0,38,6,8,42.9
Serie A,2425,Hellas Verona,Casper Tengstedt,DEN,FW,24,2000.0,16.9,2,0,0,6,9,6,10,4,5,0,0,0,37,20,61,24.7
Serie A,2425,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,25,2000.0,8.4,4,0,0,11,14,0,2,17,15,0,0,0,26,19,21,47.5
Serie A,2425,Hellas Verona,Dailon Livramento,CPV,"FW,MF",24,2001.0,10.1,2,1,0,19,6,8,18,3,9,0,0,0,20,30,50,37.5
Serie A,2425,Hellas Verona,Daniel Bandeira,POR,MF,25,2000.0,4.5,1,0,0,4,4,0,8,6,0,0,0,0,36,7,3,70.0
Serie A,2425,Hellas Verona,Daniel Mosquera,COL,FW,25,1999.0,14.9,3,0,0,43,17,8,2,2,7,0,0,0,52,75,86,46.6
Serie A,2425,Hellas Verona,Daniel Oyegoke,ENG,DF,22,2003.0,1.1,1,0,0,2,0,0,4,1,2,0,0,0,5,0,2,0.0
Serie A,2425,Hellas Verona,Daniele Ghilardi,ITA,DF,22,2003.0,21.5,7,1,0,30,29,0,9,28,25,0,0,0,51,39,40,49.4
Serie A,2425,Hellas Verona,Darko Lazović,SRB,"DF,MF",34,1990.0,16.2,0,0,0,9,5,4,70,11,10,1,0,0,59,9,13,40.9
Serie A,2425,Hellas Verona,Davide Faraoni,ITA,DF,33,1991.0,2.9,1,0,0,7,1,2,12,2,9,0,0,0,9,1,9,10.0
Serie A,2425,Hellas Verona,Diego Coppola,ITA,DF,21,2003.0,31.5,10,0,0,44,0,0,0,71,35,0,0,0,88,125,70,64.1
Serie A,2425,Hellas Verona,Domagoj Bradarić,CRO,DF,25,1999.0,20.6,6,0,0,21,14,3,78,15,27,0,0,0,78,16,21,43.2
Serie A,2425,Hellas Verona,Faride Alidou,GER,"FW,MF",23,2001.0,0.8,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,100.0
Serie A,2425,Hellas Verona,Flavius Daniliuc,AUT,DF,24,2001.0,11.2,0,0,0,12,2,0,6,7,21,0,0,0,44,18,17,51.4
Serie A,2425,Hellas Verona,Giangiacomo Magnani,ITA,DF,29,1995.0,11.8,2,0,0,8,11,0,2,17,15,0,0,0,38,29,18,61.7
Serie A,2425,Hellas Verona,Grigoris Kastanos,CYP,"MF,FW",27,1998.0,9.7,4,0,0,15,19,1,23,7,16,0,0,0,48,15,17,46.9
Serie A,2425,Hellas Verona,Jackson Tchatchoua,CMR,"DF,MF",23,2001.0,34.2,7,1,0,26,10,8,116,13,31,0,1,0,116,29,32,47.5
Serie A,2425,Hellas Verona,Junior Ajayi,CIV,FW,20,2004.0,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.0
Serie A,2425,Hellas Verona,Lorenzo Montipò,ITA,GK,29,1996.0,36.0,0,0,0,0,7,0,0,0,0,0,0,1,28,7,1,87.5
Serie A,2425,Hellas Verona,Martin Frese,DEN,DF,27,1998.0,6.0,0,0,0,8,9,0,10,8,10,0,0,0,13,9,10,47.4
Serie A,2425,Hellas Verona,Mathis Lambourde,FRA,"FW,MF",19,2006.0,1.0,1,0,0,4,1,0,1,0,1,0,0,0,3,2,4,33.3
Serie A,2425,Hellas Verona,Nicolás Valentini,ARG,DF,24,2001.0,11.5,4,1,1,20,4,0,5,14,22,0,1,0,40,46,13,78.0
Serie A,2425,Hellas Verona,Ondrej Duda,SVK,MF,30,1994.0,25.6,12,1,1,46,55,0,89,31,26,0,0,0,179,14,13,51.9
Serie A,2425,Hellas Verona,Paweł Dawidowicz,POL,"DF,MF",30,1995.0,19.5,7,1,0,32,10,0,1,20,23,0,1,0,53,31,26,54.4
Serie A,2425,Hellas Verona,Reda Belahyane,MAR,MF,20,2004.0,18.4,6,1,1,31,9,0,3,10,26,0,0,0,109,5,15,25.0
Serie A,2425,Hellas Verona,Simone Perilli,ITA,GK,30,1995.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Serie A,2425,Hellas Verona,Suat Serdar,GER,MF,28,1997.0,14.4,4,1,1,31,17,0,9,8,19,0,0,0,70,14,14,50.0
Serie A,2425,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",22,2002.0,22.5,7,1,1,49,64,2,49,18,36,0,0,0,87,5,25,16.7
Serie A,2425,Hellas Verona,Yllan Okou,FRA,DF,22,2002.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Serie A,2425,Inter,Alessandro Bastoni,ITA,DF,26,1999.0,26.7,6,1,1,44,39,1,64,22,24,0,0,0,96,44,24,64.7
Serie A,2425,Inter,Benjamin Pavard,FRA,DF,29,1996.0,17.6,4,0,0,18,9,2,11,16,16,0,0,0,46,40,32,55.6
Serie A,2425,Inter,Carlos Augusto,BRA,DF,26,1999.0,18.8,1,0,0,10,12,3,20,9,14,0,0,0,69,57,35,62.0
Serie A,2425,Inter,Davide Frattesi,ITA,MF,25,1999.0,13.6,1,0,0,11,32,2,8,5,8,1,0,0,48,10,13,43.5
Serie A,2425,Inter,Denzel Dumfries,NED,"DF,FW",29,1996.0,21.7,4,0,0,54,18,6,57,6,18,2,0,0,65,57,18,76.0
Serie A,2425,Inter,Federico Dimarco,ITA,"DF,FW",27,1997.0,24.2,3,0,0,19,11,8,190,14,14,0,0,0,76,7,13,35.0
Serie A,2425,Inter,Francesco Acerbi,ITA,DF,37,1988.0,19.0,0,0,0,11,18,2,10,26,19,0,0,0,62,61,30,67.0
Serie A,2425,Inter,Hakan Çalhanoğlu,TUR,MF,31,1994.0,21.6,5,0,0,22,13,0,122,18,23,0,1,0,111,16,18,47.1
Serie A,2425,Inter,Henrikh Mkhitaryan,ARM,MF,36,1989.0,26.6,4,0,0,33,24,5,24,17,24,0,0,0,131,23,13,63.9
Serie A,2425,Inter,Joaquín Correa,ARG,"FW,MF",30,1994.0,8.1,3,0,0,8,14,2,8,0,5,0,0,0,30,6,18,25.0
Serie A,2425,Inter,Josep Martinez,ESP,GK,26,1998.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,100.0
Serie A,2425,Inter,Kristjan Asllani,ALB,MF,23,2002.0,11.0,4,0,0,9,19,0,43,9,3,0,0,0,49,4,3,57.1
Serie A,2425,Inter,Lautaro Martínez,ARG,FW,27,1997.0,28.5,1,0,0,41,42,22,13,10,16,0,0,0,73,35,38,47.9
Serie A,2425,Inter,Luka Topalović,SVN,MF,19,2006.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
Serie A,2425,Inter,Marcus Thuram,FRA,FW,27,1997.0,25.4,1,0,0,30,36,13,13,3,10,2,0,0,71,45,34,57.0
Serie A,2425,Inter,Marko Arnautović,AUT,FW,36,1989.0,6.1,1,0,0,4,6,8,5,1,6,0,0,0,10,12,7,63.2
Serie A,2425,Inter,Matteo Darmian,ITA,DF,35,1989.0,19.8,3,0,0,26,19,5,32,10,17,0,1,1,40,13,15,46.4
Serie A,2425,Inter,Mehdi Taremi,IRN,FW,32,1992.0,9.1,1,0,0,9,13,6,1,0,1,1,0,0,29,19,24,44.2
Serie A,2425,Inter,Nicola Zalewski,POL,"DF,MF",23,2002.0,4.8,4,0,0,7,11,0,23,2,4,0,0,0,20,2,3,40.0
Serie A,2425,Inter,Nicolò Barella,ITA,MF,28,1997.0,27.7,4,0,0,25,33,4,68,12,31,0,0,0,165,26,25,51.0
Serie A,2425,Inter,Piotr Zieliński,POL,MF,31,1994.0,10.9,0,0,0,9,16,0,28,6,10,0,0,0,58,9,3,75.0
Serie A,2425,Inter,Stefan de Vrij,NED,DF,33,1992.0,19.2,2,0,0,9,5,0,0,23,12,0,0,0,65,65,38,63.1
Serie A,2425,Inter,Tajon Buchanan,CAN,"DF,FW",26,1999.0,1.1,0,0,0,2,4,0,3,0,0,0,0,0,6,1,0,100.0
Serie A,2425,Inter,Tomás Palacios,ARG,DF,22,2003.0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0.0
Serie A,2425,Inter,Yann Aurel Bisseck,GER,DF,24,2000.0,18.3,4,0,0,16,9,1,8,17,12,0,2,0,67,47,15,75.8
Serie A,2425,Inter,Yann Sommer,SUI,GK,36,1988.0,33.0,0,0,0,0,1,0,0,0,0,0,0,0,47,4,0,100.0
Serie A,2425,Juventus,Alberto costa,POR,DF,21,2003.0,3.5,2,0,0,5,2,0,2,4,9,0,0,0,15,4,3,57.1
Serie A,2425,Juventus,Andrea Cambiaso,ITA,"DF,FW",25,2000.0,23.8,4,0,0,26,22,5,62,15,28,0,0,0,111,6,10,37.5
Serie A,2425,Juventus,Danilo,BRA,DF,33,1991.0,6.5,2,0,0,11,1,0,3,9,4,0,1,0,24,16,7,69.6
Serie A,2425,Juventus,Diego Pugno,ITA,FW,18,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0
Serie A,2425,Juventus,Douglas Luiz,BRA,MF,27,1998.0,5.9,2,0,0,14,7,0,26,4,8,0,1,0,31,5,4,55.6
Serie A,2425,Juventus,Dušan Vlahović,SRB,FW,25,2000.0,19.7,3,0,0,25,17,12,9,1,1,0,0,0,36,39,41,48.8
Serie A,2425,Juventus,Federico Gatti,ITA,DF,26,1998.0,24.3,2,0,0,20,19,1,1,18,23,1,0,0,110,36,26,58.1
Serie A,2425,Juventus,Francisco Conceição,POR,"FW,MF",22,2002.0,13.9,5,1,1,21,34,4,59,5,13,0,0,0,51,1,9,10.0
Serie A,2425,Juventus,Gleison Bremer,BRA,DF,28,1997.0,6.0,2,0,0,9,5,0,0,6,7,0,0,0,23,11,7,61.1
Serie A,2425,Juventus,Jonas Rouhi,SWE,DF,21,2004.0,2.3,0,0,0,4,2,0,3,3,1,0,0,0,15,0,4,0.0
Serie A,2425,Juventus,Juan David Cabal,COL,DF,24,2001.0,5.1,0,0,0,7,10,1,7,2,4,0,0,0,20,8,3,72.7
Serie A,2425,Juventus,Kenan Yıldız,TUR,"FW,MF",20,2005.0,25.7,2,1,0,25,47,4,111,5,29,0,0,0,116,8,26,23.5
Serie A,2425,Juventus,Khéphren Thuram,FRA,MF,24,2001.0,24.8,5,0,0,35,22,0,13,12,18,0,0,0,103,27,27,50.0
Serie A,2425,Juventus,Lloyd Kelly,ENG,DF,26,1998.0,10.3,1,0,0,12,4,0,14,2,8,0,0,0,52,35,25,58.3
Serie A,2425,Juventus,Lorenzo Anghelè,ITA,FW,20,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
Serie A,2425,Juventus,Manuel Locatelli,ITA,MF,27,1998.0,30.4,9,0,0,45,20,1,24,23,47,0,1,0,139,33,22,60.0
Serie A,2425,Juventus,Mattia Perin,ITA,GK,32,1992.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0
Serie A,2425,Juventus,Michele Di Gregorio,ITA,GK,27,1997.0,32.0,0,0,0,0,6,0,0,0,0,0,0,0,36,7,1,87.5
Serie A,2425,Juventus,Nicolás González,ARG,"FW,MF",27,1998.0,18.6,2,0,0,29,38,6,14,9,13,0,0,0,65,55,45,55.0
Serie A,2425,Juventus,Nicolò Fagioli,ITA,MF,24,2001.0,6.3,4,0,0,11,5,0,13,2,10,0,0,0,33,2,2,50.0
Serie A,2425,Juventus,Nicolò Savona,ITA,DF,22,2003.0,18.2,5,0,0,13,9,1,33,10,13,0,0,0,70,8,15,34.8
Serie A,2425,Juventus,Pierre Kalulu,FRA,DF,24,2000.0,26.0,2,1,0,26,19,2,22,17,25,0,1,0,95,27,47,36.5
Serie A,2425,Juventus,Randal Kolo Muani,FRA,FW,26,1998.0,12.1,0,0,0,25,20,4,8,3,7,0,0,0,32,9,24,27.3
Serie A,2425,Juventus,Renato Veiga,POR,DF,21,2003.0,11.6,2,0,0,9,2,1,0,17,12,0,0,0,37,26,10,72.2
Serie A,2425,Juventus,Samuel Mbangula,BEL,FW,21,2004.0,7.9,1,0,0,6,14,0,17,3,10,1,0,0,33,2,7,22.2
Serie A,2425,Juventus,Teun Koopmeiners,NED,"MF,FW",27,1998.0,22.2,3,0,0,32,9,3,113,8,16,0,0,0,51,22,22,50.0
Serie A,2425,Juventus,Timothy Weah,USA,"DF,FW",25,2000.0,18.1,4,0,0,20,14,3,44,14,19,0,0,0,60,19,24,44.2
Serie A,2425,Juventus,Vasilije Adžić,MNE,"MF,FW",19,2006.0,0.5,0,0,0,1,1,0,0,0,2,0,0,0,3,2,3,40.0
Serie A,2425,Juventus,Weston McKennie,USA,"MF,DF",26,1998.0,25.5,3,0,0,31,19,1,19,14,12,0,1,0,104,35,30,53.8
Serie A,2425,Lazio,Adam Marušić,MNE,DF,32,1992.0,25.5,1,0,0,20,14,2,49,16,19,0,0,1,82,29,26,52.7
Serie A,2425,Lazio,Alessio Romagnoli,ITA,DF,30,1995.0,28.7,4,1,0,26,12,2,0,25,29,0,0,0,96,78,40,66.1
Serie A,2425,Lazio,Arijon Ibrahimović,GER,MF,19,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Serie A,2425,Lazio,Boulaye Dia,SEN,"MF,FW",28,1996.0,23.2,2,0,0,23,24,3,2,5,10,1,0,0,54,20,53,27.4
Serie A,2425,Lazio,Christos Mandas,GRE,GK,23,2001.0,8.0,0,0,0,0,3,0,0,0,0,0,0,0,16,6,1,85.7
Serie A,2425,Lazio,Elseid Hysaj,ALB,DF,31,1994.0,4.2,2,1,1,4,1,0,10,5,6,0,0,0,19,8,5,61.5
Serie A,2425,Lazio,Fisayo Dele-Bashiru,NGA,"MF,FW",24,2001.0,10.5,0,0,0,8,4,0,7,4,6,0,0,0,48,3,13,18.8
Serie A,2425,Lazio,Gaetano Castrovilli,ITA,"MF,FW",28,1997.0,1.6,0,0,0,4,1,0,0,3,2,0,0,0,8,0,0,0.0
Serie A,2425,Lazio,Gustav Isaksen,DEN,FW,24,2001.0,24.1,5,0,0,23,45,3,109,9,9,1,0,0,66,13,24,35.1
Serie A,2425,Lazio,Ivan Provedel,ITA,GK,31,1994.0,29.0,0,0,0,0,5,0,0,1,0,0,0,0,44,7,1,87.5
Serie A,2425,Lazio,Loum Tchaouna,FRA,"FW,MF",21,2003.0,7.3,4,1,1,10,7,0,32,4,4,0,0,0,18,5,26,16.1
Serie A,2425,Lazio,Luca Pellegrini,ITA,DF,26,1999.0,11.7,5,0,0,17,11,0,80,19,11,1,0,0,40,7,7,50.0
Serie A,2425,Lazio,Manuel Lazzari,ITA,DF,31,1993.0,15.6,3,0,0,12,29,1,97,10,16,0,1,0,50,5,13,27.8
Serie A,2425,Lazio,Mario Gila,ESP,DF,24,2000.0,29.5,7,0,0,30,30,0,5,28,36,0,0,1,143,64,59,52.0
Serie A,2425,Lazio,Mattia Zaccagni,ITA,FW,29,1995.0,29.0,10,0,0,35,97,9,148,29,26,0,0,0,83,17,19,47.2
Serie A,2425,Lazio,Mattéo Guendouzi,FRA,MF,26,1999.0,35.3,6,0,0,28,32,1,20,31,20,0,1,0,168,18,22,45.0
Serie A,2425,Lazio,Matías Vecino,URU,MF,33,1991.0,9.6,7,0,0,20,3,0,2,5,7,0,0,0,29,29,26,52.7
Serie A,2425,Lazio,Nicolò Casale,ITA,DF,27,1998.0,1.5,0,0,0,2,0,0,0,1,3,0,0,0,1,6,0,100.0
Serie A,2425,Lazio,Nicolò Rovella,ITA,MF,23,2001.0,29.4,13,0,0,41,30,2,34,47,48,0,0,0,151,11,19,36.7
Serie A,2425,Lazio,Nuno Tavares,POR,DF,25,2000.0,17.9,4,1,1,17,29,1,114,20,21,0,1,0,102,9,11,45.0
Serie A,2425,Lazio,Oliver Nielsen,DEN,DF,21,2003.0,0.4,1,0,0,2,0,1,0,1,0,0,0,0,1,0,2,0.0
Serie A,2425,Lazio,Patric,ESP,DF,32,1993.0,6.7,2,0,0,5,5,0,2,3,6,0,0,0,29,7,6,53.8
Serie A,2425,Lazio,Pedro,ESP,"FW,MF",37,1987.0,11.7,2,0,0,17,24,1,51,3,14,0,0,0,58,1,6,14.3
Serie A,2425,Lazio,Reda Belahyane,MAR,MF,20,2004.0,2.2,0,1,0,4,1,0,0,1,6,0,0,0,13,2,0,100.0
Serie A,2425,Lazio,Samuel Gigot,FRA,DF,31,1993.0,7.6,2,0,0,8,9,1,0,13,3,0,1,0,15,18,5,78.3
Serie A,2425,Lazio,Tijjani Noslin,NED,"FW,MF",25,1999.0,9.4,2,0,0,21,15,1,14,1,5,0,0,0,22,26,28,48.1
Serie A,2425,Lazio,Valentín Castellanos,ARG,FW,26,1998.0,25.5,9,1,0,37,42,17,25,5,6,1,0,0,50,63,55,53.4
Serie A,2425,Lecce,Andy Pelmard,FRA,DF,25,2000.0,1.4,1,0,0,2,0,0,0,0,6,0,0,0,4,0,1,0.0
Serie A,2425,Lecce,Ante Rebić,CRO,"FW,MF",31,1993.0,8.8,3,1,0,19,14,7,32,2,9,0,0,0,33,27,37,42.2
Serie A,2425,Lecce,Antonino Gallo,ITA,DF,25,2000.0,28.0,3,1,0,12,16,3,115,20,41,0,0,2,114,26,36,41.9
Serie A,2425,Lecce,Balthazar Pierret,FRA,MF,25,2000.0,19.1,2,0,0,34,20,0,9,19,31,0,1,0,93,27,33,45.0
Serie A,2425,Lecce,Danilo Veiga,POR,DF,22,2002.0,4.0,0,0,0,6,8,0,17,4,6,0,0,0,18,5,8,38.5
Serie A,2425,Lecce,Federico Baschirotto,ITA,DF,28,1996.0,37.0,3,0,0,31,7,0,5,23,25,0,3,0,92,98,53,64.9
Serie A,2425,Lecce,Filip Marchwiński,POL,MF,23,2002.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
Serie A,2425,Lecce,Frederic Guilbert,FRA,DF,30,1994.0,26.1,3,2,0,33,23,1,54,46,35,0,1,0,82,35,28,55.6
Serie A,2425,Lecce,Gaby Jean,FRA,DF,25,2000.0,15.4,0,0,0,15,13,0,1,9,7,0,1,0,55,41,24,63.1
Serie A,2425,Lecce,Hamza Rafia,TUN,MF,26,1999.0,11.8,4,0,0,26,25,0,45,4,27,0,0,0,62,5,13,27.8
Serie A,2425,Lecce,Jesper Karlsson,SWE,FW,26,1998.0,4.9,2,0,0,3,0,0,25,0,2,0,1,0,11,1,6,14.3
Serie A,2425,Lecce,Kevin Bonifazi,ITA,DF,29,1996.0,0.7,0,0,0,0,0,0,0,2,1,0,0,0,7,1,1,50.0
Serie A,2425,Lecce,Kialonda,ANG,DF,27,1997.0,22.8,3,0,0,9,20,0,3,30,12,0,1,0,58,85,44,65.9
Serie A,2425,Lecce,Konan N'dri,CIV,"FW,MF",24,2000.0,3.4,0,0,0,7,6,0,13,1,3,0,0,0,7,1,3,25.0
Serie A,2425,Lecce,Lameck Banda,ZAM,"FW,MF",24,2001.0,6.8,1,0,0,10,20,2,26,2,5,0,0,0,30,2,13,13.3
Serie A,2425,Lecce,Lassana Coulibaly,MLI,MF,29,1996.0,28.6,3,0,0,37,42,0,12,18,29,1,1,0,140,31,38,44.9
Serie A,2425,Lecce,Marco Sala,ITA,DF,25,1999.0,0.8,0,0,0,1,1,0,8,0,0,0,0,0,1,0,2,0.0
Serie A,2425,Lecce,Medon Berisha,ALB,MF,21,2003.0,7.3,5,0,0,15,10,0,26,10,8,0,0,0,35,7,7,50.0
Serie A,2425,Lecce,Mohamed Kaba,FRA,MF,23,2001.0,4.7,1,0,0,6,10,0,1,4,8,0,0,0,19,8,12,40.0
Serie A,2425,Lecce,Nicola Sansone,ITA,"MF,FW",33,1991.0,0.7,1,0,0,0,1,1,4,0,0,0,0,0,1,0,1,0.0
Serie A,2425,Lecce,Nikola Krstović,MNE,FW,25,2000.0,33.0,6,0,0,54,52,20,7,7,8,0,0,0,71,87,121,41.8
Serie A,2425,Lecce,Patrick Dorgu,DEN,"DF,FW",20,2004.0,20.4,2,1,0,24,55,4,40,18,27,1,0,1,99,31,21,59.6
Serie A,2425,Lecce,Rareș-Cătălin Burnete,ROU,FW,21,2004.0,0.3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0
Serie A,2425,Lecce,Remi Oudin,FRA,"MF,FW",28,1996.0,3.3,1,0,0,2,1,0,23,2,1,0,0,0,18,1,1,50.0
Serie A,2425,Lecce,Santiago Pierotti,ARG,FW,24,2001.0,21.0,4,0,0,52,13,12,17,14,24,0,0,0,108,47,59,44.3
Serie A,2425,Lecce,Tete Morente,ESP,"FW,MF",28,1996.0,22.5,5,0,0,26,24,0,56,14,17,0,0,0,104,37,23,61.7
Serie A,2425,Lecce,Tiago Gabriel,POR,DF,20,2004.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,83.3
Serie A,2425,Lecce,Valentin Gendrey,FRA,DF,24,2000.0,2.0,0,0,0,1,2,0,3,2,2,0,0,0,3,1,3,25.0
Serie A,2425,Lecce,Wladimiro Falcone,ITA,GK,30,1995.0,37.0,1,0,0,1,10,0,0,0,0,0,1,0,32,12,0,100.0
Serie A,2425,Lecce,Ylber Ramadani,ALB,MF,29,1996.0,19.3,4,0,0,18,11,0,6,24,28,0,0,0,116,14,24,36.8
Serie A,2425,Lecce,Þórir Jóhann Helgason,ISL,MF,24,2000.0,12.5,0,0,0,10,10,2,71,5,7,0,0,0,44,17,16,51.5
Serie A,2425,Milan,Alejandro Jiménez,ESP,"DF,FW",20,2005.0,13.7,6,0,0,12,18,5,37,15,13,0,0,0,68,9,13,40.9
Serie A,2425,Milan,Alexis Saelemaekers,BEL,"DF,FW",25,1999.0,1.0,0,0,0,0,2,0,10,1,1,0,0,0,4,0,0,0.0
Serie A,2425,Milan,Bob Murphy Omoregbe,ITA,MF,21,2003.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0
Serie A,2425,Milan,Christian Pulisic,USA,"FW,MF",26,1998.0,26.6,1,0,0,20,35,3,117,5,28,1,0,0,91,10,41,19.6
Serie A,2425,Milan,Davide Bartesaghi,ITA,"DF,MF",19,2005.0,0.6,0,1,0,1,0,1,6,2,1,0,0,0,1,1,0,100.0
Serie A,2425,Milan,Davide Calabria,ITA,DF,28,1996.0,3.5,0,0,0,3,4,0,16,8,7,0,0,0,16,2,0,100.0
Serie A,2425,Milan,Emerson,BRA,DF,26,1999.0,15.3,5,0,0,34,32,0,45,14,28,0,0,0,59,24,14,63.2
Serie A,2425,Milan,Fikayo Tomori,ENG,DF,27,1997.0,16.7,4,1,1,10,7,0,4,19,23,0,0,0,59,28,29,49.1
Serie A,2425,Milan,Filippo Terracciano,ITA,"DF,MF",22,2003.0,6.0,3,0,0,11,9,1,3,6,6,0,0,0,21,10,5,66.7
Serie A,2425,Milan,Francesco Camarda,ITA,"FW,MF",17,2008.0,1.8,0,0,0,6,1,2,1,0,2,0,0,0,4,5,6,45.5
Serie A,2425,Milan,Ismaël Bennacer,ALG,MF,27,1997.0,3.3,2,0,0,5,5,0,6,3,4,0,0,0,17,3,1,75.0
Serie A,2425,Milan,João Félix,POR,MF,25,1999.0,7.6,3,0,0,12,25,2,5,1,6,0,0,0,28,5,7,41.7
Serie A,2425,Milan,Kevin Zeroli,ITA,MF,20,2005.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
Serie A,2425,Milan,Kyle Walker,ENG,DF,34,1990.0,7.3,1,0,0,7,4,0,11,9,9,0,0,0,37,6,3,66.7
Serie A,2425,Milan,Luka Jović,SRB,"FW,MF",27,1997.0,5.7,1,0,0,4,7,0,2,1,0,0,0,0,9,9,8,52.9
Serie A,2425,Milan,Malick Thiaw,GER,DF,23,2001.0,20.1,2,0,0,24,6,1,3,15,17,0,0,3,65,49,27,64.5
Serie A,2425,Milan,Marco Sportiello,ITA,GK,33,1992.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Serie A,2425,Milan,Matteo Gabbia,ITA,DF,25,1999.0,22.9,4,0,0,19,6,1,2,13,15,1,0,0,62,47,36,56.6
Serie A,2425,Milan,Mattia Liberali,ITA,MF,18,2007.0,0.7,0,0,0,1,0,0,2,0,1,0,0,0,4,1,0,100.0
Serie A,2425,Milan,Mike Maignan,FRA,GK,29,1995.0,35.6,1,0,0,1,7,0,0,0,0,0,1,0,65,4,0,100.0
Serie A,2425,Milan,Noah Okafor,SUI,FW,25,2000.0,4.6,0,0,0,6,5,1,13,2,1,0,0,0,8,2,5,28.6
Serie A,2425,Milan,Rafael Leão,POR,FW,25,1999.0,25.8,5,0,0,19,52,7,55,6,10,1,0,0,66,26,20,56.5
Serie A,2425,Milan,Riccardo Sottil,ITA,"FW,MF",25,1999.0,1.4,0,0,0,1,3,0,9,0,1,0,0,0,5,1,0,100.0
Serie A,2425,Milan,Ruben Loftus-Cheek,ENG,MF,29,1996.0,10.5,3,0,0,20,27,0,7,3,7,0,0,0,44,16,10,61.5
Serie A,2425,Milan,Samuel Chukwueze,NGA,"FW,MF",26,1999.0,9.8,0,0,0,3,10,3,49,2,10,0,0,0,34,6,10,37.5
Serie A,2425,Milan,Santiago Giménez,MEX,FW,24,2001.0,7.4,3,1,0,11,4,7,2,1,3,0,0,0,14,7,11,38.9
Serie A,2425,Milan,Strahinja Pavlović,SRB,DF,24,2001.0,19.7,3,1,0,20,18,2,9,16,31,1,0,0,65,44,21,67.7
Serie A,2425,Milan,Tammy Abraham,ENG,FW,27,1997.0,13.1,1,0,0,23,12,7,3,2,11,1,0,0,12,36,33,52.2
Serie A,2425,Milan,Theo Hernández,FRA,DF,27,1997.0,30.0,4,1,0,17,43,3,111,17,28,1,1,0,129,37,16,69.8
