league,season,team,player,nation,position,age,born_year,90s,yellow_cards,red_cards,second_yellow_card_expulsions,fouls_commited,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalty_kicks_won,penalty_kicks_conceded,own_goals,recoveries,aerial_duels_won,aerial_duels_lost,perc_aerial_duels_won
Serie A,2425,Bologna,Jesper Karlsson,SWE,FW,26,1998.0,3.3,1,0,0,6,4,1,4,0,0,0,0,0,8,2,4,33.3
Serie A,2425,Bologna,Jhon Lucumí,COL,DF,26,1998.0,28.0,7,1,0,22,16,0,3,25,29,0,1,0,169,42,44,48.8
Serie A,2425,Bologna,Juan Miranda,ESP,DF,25,2000.0,25.3,4,1,0,26,33,2,211,23,18,0,0,0,97,36,33,52.2
Serie A,2425,Bologna,Kacper Urbanski,POL,MF,20,2004.0,2.7,2,0,0,5,4,0,8,2,2,0,0,0,16,2,8,20.0
Serie A,2425,Bologna,Lewis Ferguson,SCO,MF,25,1999.0,9.9,0,0,0,27,16,1,11,5,11,0,0,0,26,10,12,45.5
Serie A,2425,Bologna,Lorenzo De Silvestri,ITA,DF,37,1988.0,11.3,1,0,0,16,7,1,20,10,6,0,0,0,25,11,15,42.3
Serie A,2425,Bologna,Martin Erlic,CRO,DF,27,1998.0,3.7,0,0,0,7,7,0,0,2,0,1,0,0,11,10,9,52.6
Serie A,2425,Bologna,Michel Aebischer,SUI,MF,28,1997.0,7.5,1,0,0,14,15,0,13,6,12,0,0,0,30,5,9,35.7
Serie A,2425,Bologna,Nicolò Cambiaghi,ITA,FW,24,2000.0,6.5,0,0,0,8,32,0,45,2,10,1,0,0,28,3,7,30.0
Serie A,2425,Bologna,Nicolò Casale,ITA,DF,27,1998.0,9.0,1,0,0,22,6,0,0,14,4,0,0,1,37,30,22,57.7
Serie A,2425,Bologna,Nikola Moro,CRO,MF,27,1998.0,13.4,1,0,0,22,9,0,33,13,27,0,0,0,73,17,16,51.5
Serie A,2425,Bologna,Oussama El Azzouzi,MAR,MF,23,2001.0,0.2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0.0
Serie A,2425,Bologna,Remo Freuler,SUI,MF,33,1992.0,34.7,6,0,0,46,17,1,18,38,40,0,0,0,145,27,28,49.1
Serie A,2425,Bologna,Riccardo Orsolini,ITA,FW,28,1997.0,19.9,1,0,0,26,45,12,68,8,12,0,0,0,62,22,19,53.7
Serie A,2425,Bologna,Sam Beukema,NED,DF,26,1998.0,33.5,1,0,0,28,36,2,8,30,29,0,1,0,135,93,71,56.7
Serie A,2425,Bologna,Samuel Iling-Junior,ENG,"FW,MF",21,2003.0,1.3,0,0,0,2,1,0,9,2,2,0,0,0,8,0,3,0.0
Serie A,2425,Bologna,Santiago Castro,ARG,FW,20,2004.0,24.9,7,0,0,49,50,9,7,3,10,0,0,1,69,37,68,35.2
Serie A,2425,Bologna,Stefan Posch,AUT,DF,28,1997.0,7.9,1,0,0,16,17,1,18,5,15,0,0,0,43,13,8,61.9
Serie A,2425,Bologna,Thijs Dallinga,NED,FW,24,2000.0,12.8,1,0,0,24,17,8,3,1,5,1,0,0,35,41,36,53.2
Serie A,2425,Bologna,Tommaso Pobega,ITA,MF,25,1999.0,12.6,6,2,1,32,11,0,6,13,19,1,0,0,43,14,16,46.7
Serie A,2425,Bologna,Łukasz Skorupski,POL,GK,34,1991.0,26.3,1,0,0,1,4,0,0,0,0,0,1,0,47,2,1,66.7
Serie A,2425,Cagliari,Adam Obert,SVK,DF,22,2002.0,12.0,4,0,0,22,7,0,11,23,18,0,0,0,59,25,22,53.2
Serie A,2425,Cagliari,Alen Sherri,ALB,GK,27,1997.0,6.9,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0.0
Serie A,2425,Cagliari,Alessandro Deiola,ITA,MF,29,1995.0,15.9,6,0,0,32,11,0,14,13,20,0,0,0,68,37,29,56.1
Serie A,2425,Cagliari,Antoine Makoumbou,CGO,MF,26,1998.0,23.9,4,1,1,27,15,0,7,17,23,0,1,0,109,4,18,18.2
Serie A,2425,Cagliari,Elia Caprile,ITA,GK,23,2001.0,18.0,0,0,0,0,6,0,0,0,0,0,0,0,16,4,0,100.0
Serie A,2425,Cagliari,Florinel Coman,ROU,"FW,MF",27,1998.0,2.9,2,0,0,8,9,0,2,1,3,0,0,0,12,4,2,66.7
Serie A,2425,Cagliari,Gabriele Zappa,ITA,DF,25,1999.0,34.0,4,0,0,25,18,0,72,23,23,0,0,0,123,21,27,43.8
Serie A,2425,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25,2000.0,11.2,0,0,0,16,13,4,24,6,8,0,0,0,34,10,20,33.3
Serie A,2425,Cagliari,Gianluca Lapadula,PER,"FW,MF",35,1990.0,3.4,1,0,0,9,1,1,3,0,0,0,0,0,5,11,8,57.9
Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,GK,23,2002.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Serie A,2425,Cagliari,José Luis Palomino,ARG,DF,35,1990.0,12.0,3,0,0,11,2,0,0,22,15,0,1,0,50,16,12,57.1
Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",22,2003.0,1.4,0,0,0,7,1,0,1,0,0,0,0,0,6,3,4,42.9
Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,"FW,MF",36,1988.0,4.9,5,0,0,25,7,7,0,0,0,0,0,0,9,56,44,56.0
Serie A,2425,Cagliari,Mateusz Wieteska,POL,DF,28,1997.0,2.0,1,0,0,4,0,0,0,7,0,0,1,0,11,2,7,22.2
Serie A,2425,Cagliari,Matteo Prati,ITA,MF,21,2003.0,6.3,1,0,0,8,6,0,5,7,4,0,0,0,24,1,6,14.3
Serie A,2425,Cagliari,Mattia Felici,ITA,"MF,FW",24,2001.0,10.3,1,0,0,18,17,4,25,7,12,0,1,0,51,7,10,41.2
Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,MF,24,2000.0,26.8,5,1,1,29,16,0,8,27,32,0,0,0,135,29,24,54.7
Serie A,2425,Cagliari,Nadir Zortea,ITA,"DF,MF",25,1999.0,30.1,2,0,0,33,22,1,119,19,14,0,1,0,96,17,30,36.2
Serie A,2425,Cagliari,Nicola Pintus,ITA,DF,19,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Serie A,2425,Cagliari,Nicolas Viola,ITA,"FW,MF",35,1989.0,14.1,2,0,0,20,34,8,79,3,7,0,0,0,52,21,24,46.7
Serie A,2425,Cagliari,Paulo Azzi,BRA,DF,30,1994.0,4.7,2,0,0,5,3,0,22,5,9,0,0,0,24,6,5,54.5
Serie A,2425,Cagliari,Roberto Piccoli,ITA,FW,24,2001.0,34.7,6,0,0,60,54,23,8,3,9,2,0,0,54,110,147,42.8
Serie A,2425,Cagliari,Răzvan Marin,ROU,MF,29,1996.0,15.6,4,0,0,25,13,0,77,2,13,0,0,0,70,9,17,34.6
Serie A,2425,Cagliari,Sebastiano Luperto,ITA,DF,28,1996.0,36.0,4,0,0,23,20,1,8,33,27,0,1,0,139,61,54,53.0
Serie A,2425,Cagliari,Simone Scuffet,ITA,GK,28,1996.0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,17,3,1,75.0
Serie A,2425,Cagliari,Tommaso Augello,ITA,DF,30,1994.0,30.1,3,0,0,15,11,3,207,16,28,0,0,0,135,49,22,69.0
Serie A,2425,Cagliari,Yerry Mina,COL,DF,30,1994.0,28.5,6,1,1,40,58,2,1,37,32,0,0,0,158,94,50,65.3
Serie A,2425,Cagliari,Zito Luvumbo,ANG,"FW,MF",23,2002.0,17.8,2,0,0,38,51,11,65,4,6,0,0,0,50,6,17,26.1
Serie A,2425,Como,Alberto Cerri,ITA,FW,29,1996.0,1.0,0,0,0,3,1,2,0,0,0,0,0,0,3,4,4,50.0
Serie A,2425,Como,Alberto Dossena,ITA,DF,26,1998.0,20.3,1,1,0,22,16,0,1,22,20,0,2,0,68,59,24,71.1
Serie A,2425,Como,Alberto Moreno,ESP,DF,32,1992.0,19.2,4,0,0,17,14,1,49,14,11,0,0,0,74,11,20,35.5
Serie A,2425,Como,Alessandro Gabrielloni,ITA,"FW,MF",30,1994.0,1.6,1,0,0,6,4,1,1,0,0,0,0,0,12,3,11,21.4
Serie A,2425,Como,Alessio Iovine,ITA,"DF,FW",34,1991.0,4.3,2,0,0,5,6,0,17,3,2,0,0,0,16,2,7,22.2
Serie A,2425,Como,Ali Jasim,IRQ,"FW,DF",21,2004.0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,100.0
Serie A,2425,Como,Alieu Fadera,GAM,"FW,DF",23,2001.0,18.3,2,1,0,40,50,14,39,12,47,0,0,0,95,11,15,42.3
Serie A,2425,Como,Anastasios Douvikas,GRE,FW,25,1999.0,6.4,1,0,0,13,17,1,2,1,2,0,0,0,11,8,19,29.6
Serie A,2425,Como,Andrea Belotti,ITA,FW,31,1993.0,6.6,1,0,0,9,19,5,5,1,5,0,0,0,17,18,26,40.9
Serie A,2425,Como,Assane Diao,SEN,"FW,MF",19,2005.0,13.9,2,0,0,20,49,6,12,3,14,0,0,0,41,16,34,32.0
Serie A,2425,Como,Ben Lhassine Kone,CIV,MF,25,2000.0,0.6,1,0,0,1,1,0,0,1,2,0,0,0,7,0,1,0.0
Serie A,2425,Como,Daniele Baselli,ITA,MF,33,1992.0,0.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0
Serie A,2425,Como,Dele Alli,ENG,MF,29,1996.0,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Serie A,2425,Como,Edoardo Goldaniga,ITA,DF,31,1993.0,28.1,12,1,1,44,36,4,9,33,21,0,0,0,74,52,35,59.8
Serie A,2425,Como,Emil Audero,IDN,GK,28,1997.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,1,66.7
Serie A,2425,Como,Federico Barba,ITA,DF,31,1993.0,4.8,0,0,0,3,1,0,3,4,2,0,0,0,19,5,8,38.5
Serie A,2425,Como,Fellipe Jack,BRA,DF,19,2006.0,1.9,2,0,0,5,1,0,0,4,4,0,0,0,4,4,3,57.1
Serie A,2425,Como,Gabriel Strefezza,BRA,"FW,MF",28,1997.0,29.1,5,0,0,46,71,2,123,13,39,0,0,0,108,10,24,29.4
Serie A,2425,Como,Ignace Van Der Brempt,BEL,DF,23,2002.0,14.0,3,0,0,21,15,0,20,16,32,0,0,0,59,18,15,54.5
Serie A,2425,Como,Ivan Smolčić,CRO,DF,24,2000.0,7.0,2,0,0,11,5,0,4,10,9,0,1,0,26,11,10,52.4
Serie A,2425,Como,Jean Butez,FRA,GK,29,1995.0,18.5,0,0,0,1,2,0,0,0,0,0,1,0,43,6,0,100.0
Serie A,2425,Como,Jonathan Ikone,FRA,FW,27,1998.0,6.0,1,0,0,3,7,2,1,0,9,0,0,0,18,4,1,80.0
Serie A,2425,Como,Luca Mazzitelli,ITA,MF,29,1995.0,3.7,1,0,0,9,4,0,12,3,6,0,0,0,14,2,6,25.0
Serie A,2425,Como,Lucas Da Cunha,FRA,MF,23,2001.0,29.0,4,0,0,21,29,1,102,17,25,0,0,0,156,16,25,39.0
Serie A,2425,Como,Marc-Oliver Kempf,GER,DF,30,1995.0,29.1,6,1,1,21,20,0,4,33,20,0,0,0,106,108,39,73.5
Serie A,2425,Como,Marco Sala,ITA,DF,25,1999.0,2.9,3,0,0,5,1,0,9,1,6,0,0,0,11,1,2,33.3
Serie A,2425,Como,Matthias Braunöder,AUT,MF,23,2002.0,3.0,3,1,1,10,5,0,0,2,4,0,0,0,8,1,4,20.0
Serie A,2425,Como,Maxence Caqueret,FRA,MF,25,2000.0,12.1,4,0,0,17,11,1,16,7,21,0,0,0,69,3,10,23.1
Serie A,2425,Como,Máximo Perrone,ARG,MF,22,2003.0,20.6,6,0,0,26,13,0,4,20,27,0,0,0,96,11,14,44.0
Serie A,2425,Como,Mërgim Vojvoda,KVX,DF,30,1995.0,8.0,2,0,0,8,2,1,26,4,6,0,0,0,29,6,6,50.0
Serie A,2425,Como,Nicolás Paz,ARG,"MF,FW",20,2004.0,29.9,6,0,0,47,33,2,41,21,33,0,1,0,118,31,23,57.4
Serie A,2425,Como,Oliver Abildgaard,DEN,MF,28,1996.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Serie A,2425,Como,Patrick Cutrone,ITA,FW,27,1998.0,22.7,1,0,0,23,28,20,30,5,11,1,0,0,54,23,66,25.8
Serie A,2425,Como,Pepe Reina,ESP,GK,42,1982.0,11.5,0,1,0,1,1,0,0,0,0,0,0,0,11,1,0,100.0
Serie A,2425,Como,Sergi Roberto,ESP,MF,33,1992.0,7.7,4,0,0,7,14,0,6,9,8,0,2,0,48,7,9,43.8
Serie A,2425,Como,Simone Verdi,ITA,"MF,FW",32,1992.0,1.3,1,0,0,1,1,0,14,0,2,0,0,0,5,0,0,0.0
Serie A,2425,Como,Yannik Engelhardt,GER,"MF,DF",24,2001.0,12.9,4,0,0,21,20,1,1,11,12,0,0,0,62,11,9,55.0
Serie A,2425,Como,Álex Valle,ESP,DF,21,2004.0,11.4,2,0,0,14,18,1,15,8,12,0,0,0,51,6,15,28.6
Serie A,2425,Empoli,Alberto Grassi,ITA,MF,30,1995.0,23.5,8,0,0,28,30,1,10,32,21,1,0,0,122,28,17,62.2
Serie A,2425,Empoli,Ardian Ismajli,ALB,DF,28,1996.0,26.9,2,0,0,20,26,0,0,55,22,0,0,0,79,73,50,59.3
Serie A,2425,Empoli,Christian Kouamé,CIV,"FW,MF",27,1997.0,5.6,0,0,0,7,15,2,2,0,4,0,0,0,18,48,24,66.7
Serie A,2425,Empoli,Devis Vásquez,COL,GK,27,1998.0,31.0,2,0,0,1,4,0,0,0,0,0,1,0,41,8,1,88.9
Serie A,2425,Empoli,Emmanuel Ekong,SWE,"MF,FW",22,2002.0,2.1,1,0,0,3,5,1,0,1,3,0,0,0,10,2,7,22.2
Serie A,2425,Empoli,Emmanuel Gyasi,GHA,"DF,FW",31,1994.0,34.9,5,0,0,55,21,14,35,11,29,0,0,1,134,43,68,38.7
Serie A,2425,Empoli,Faustino Anjorin,ENG,MF,23,2001.0,12.0,3,0,0,23,19,0,17,12,12,0,1,0,62,9,12,42.9
Serie A,2425,Empoli,Francesco Caputo,ITA,FW,37,1987.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Serie A,2425,Empoli,Giuseppe Pezzella,ITA,"DF,FW",27,1997.0,31.0,7,0,0,49,32,6,171,15,30,0,1,0,86,34,19,64.2
Serie A,2425,Empoli,Ismael Konate,CIV,"FW,MF",19,2006.0,1.2,0,0,0,5,2,0,1,0,2,0,0,0,3,5,7,41.7
Serie A,2425,Empoli,Jacopo Bacci,ITA,MF,19,2005.0,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,100.0
Serie A,2425,Empoli,Jacopo Fazzini,ITA,MF,22,2003.0,14.4,1,1,0,21,25,4,27,6,19,0,0,0,68,17,23,42.5
Serie A,2425,Empoli,Jacopo Seghetti,ITA,GK,20,2005.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Serie A,2425,Empoli,Junior Sambia,FRA,"DF,FW",28,1996.0,4.2,0,0,0,6,7,0,26,2,9,0,0,0,17,7,7,50.0
Serie A,2425,Empoli,Liam Henderson,SCO,MF,29,1996.0,25.3,10,0,0,82,21,2,91,15,21,0,0,0,85,13,20,39.4
Serie A,2425,Empoli,Liberato Cacace,NZL,"DF,MF",24,2000.0,24.1,6,0,0,26,17,5,94,22,25,0,0,0,97,39,51,43.3
Serie A,2425,Empoli,Lorenzo Colombo,ITA,"FW,MF",23,2002.0,24.5,5,1,1,46,41,6,10,2,14,0,0,0,73,53,118,31.0
Serie A,2425,Empoli,Lorenzo Tosto,ITA,DF,19,2006.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Serie A,2425,Empoli,Luca Marianucci,ITA,DF,20,2004.0,11.9,0,1,0,11,5,0,7,19,12,0,0,0,43,28,33,45.9
Serie A,2425,Empoli,Marco Silvestri,ITA,GK,34,1991.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0
Serie A,2425,Empoli,Mattia De Sciglio,ITA,DF,32,1992.0,8.5,0,0,0,8,5,0,7,8,13,0,0,0,27,6,2,75.0
Serie A,2425,Empoli,Mattia Viti,ITA,DF,23,2002.0,27.6,3,0,0,29,28,1,0,48,45,0,0,0,93,56,49,53.3
Serie A,2425,Empoli,Nicolas Haas,SUI,MF,29,1996.0,3.2,1,0,0,11,3,0,0,4,8,0,0,0,19,3,5,37.5
Serie A,2425,Empoli,Ola Solbakken,NOR,"MF,FW",26,1998.0,8.3,1,0,0,8,2,2,5,2,4,0,0,0,19,9,18,33.3
Serie A,2425,Empoli,Petar Stojanović,SVN,MF,29,1995.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Serie A,2425,Empoli,Pietro Pellegri,ITA,FW,24,2001.0,4.6,2,0,0,10,5,1,3,0,2,0,0,0,15,3,20,13.0
Serie A,2425,Empoli,Saba Goglichidze,GEO,DF,20,2004.0,27.3,3,1,0,26,31,1,5,33,37,0,0,0,107,28,50,35.9
Serie A,2425,Empoli,Sebastian Walukiewicz,POL,DF,25,2000.0,2.0,0,0,0,4,0,0,2,1,0,0,0,0,6,5,3,62.5
Serie A,2425,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002.0,25.0,1,0,0,45,54,9,53,12,29,2,0,0,105,24,54,30.8
Serie A,2425,Empoli,Szymon Żurkowski,POL,MF,27,1997.0,1.2,0,0,0,2,1,0,0,1,4,0,0,0,10,0,0,0.0
Serie A,2425,Empoli,Thomas Campaniello,ITA,FW,17,2008.0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,25.0
Serie A,2425,Empoli,Tyronne Ebuehi,NGA,"DF,MF",29,1995.0,0.8,0,0,0,0,2,0,2,2,2,0,0,0,6,3,2,60.0
Serie A,2425,Empoli,Viktor Kovalenko,UKR,MF,29,1996.0,0.9,0,0,0,2,2,0,1,0,1,0,0,0,3,3,3,50.0
Serie A,2425,Empoli,Youssef Maleh,MAR,MF,26,1998.0,16.8,5,1,1,32,29,1,16,16,23,0,0,0,96,9,18,33.3
Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997.0,13.9,2,0,0,13,18,3,22,6,5,1,0,0,51,3,12,20.0
Serie A,2425,Fiorentina,Alessandro Bianco,ITA,MF,22,2002.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
Serie A,2425,Fiorentina,Amir Richardson,MAR,MF,23,2002.0,11.4,5,0,0,30,18,1,4,5,11,0,0,0,46,19,15,55.9
Serie A,2425,Fiorentina,Andrea Colpani,ITA,"FW,MF",26,1999.0,16.1,1,0,0,22,24,1,33,9,9,0,0,0,46,10,15,40.0
Serie A,2425,Fiorentina,Antonín Barák,CZE,MF,30,1994.0,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0
Serie A,2425,Fiorentina,Cher Ndour,ITA,"MF,DF",20,2004.0,4.4,1,0,0,6,7,0,7,2,1,0,0,0,19,14,14,50.0
Serie A,2425,Fiorentina,Christian Kouamé,CIV,"FW,MF",27,1997.0,6.9,1,0,0,13,14,2,6,2,8,0,0,0,20,29,19,60.4
Serie A,2425,Fiorentina,Cristiano Biraghi,ITA,DF,32,1992.0,4.8,1,0,0,4,7,0,30,4,4,0,0,0,10,2,3,40.0
Serie A,2425,Fiorentina,Danilo Cataldi,ITA,MF,30,1994.0,19.2,1,0,0,15,22,0,21,22,16,0,0,0,114,6,5,54.5
Serie A,2425,Fiorentina,David de Gea,ESP,GK,34,1990.0,34.0,1,0,0,0,2,0,0,0,0,0,0,0,24,6,0,100.0
Serie A,2425,Fiorentina,Dodô,BRA,DF,26,1998.0,33.6,8,0,0,24,61,3,136,35,30,2,0,0,179,12,16,42.9
Serie A,2425,Fiorentina,Edoardo Bove,ITA,"MF,FW",23,2002.0,9.5,3,0,0,16,21,0,2,6,17,1,0,0,45,11,15,42.3
Serie A,2425,Fiorentina,Fabiano Parisi,ITA,"DF,MF",24,2000.0,12.5,3,0,0,17,28,0,14,17,17,0,0,0,64,13,17,43.3
Serie A,2425,Fiorentina,Jonathan Ikone,FRA,"FW,MF",27,1998.0,3.7,0,0,0,3,7,0,1,1,2,0,0,0,19,0,6,0.0
Serie A,2425,Fiorentina,Luca Ranieri,ITA,DF,26,1999.0,33.1,7,0,0,25,21,1,8,28,22,0,1,0,88,46,56,45.1
Serie A,2425,Fiorentina,Lucas Beltrán,ARG,"FW,MF",24,2001.0,20.8,5,0,0,29,47,4,7,5,10,1,0,0,56,27,51,34.6
Serie A,2425,Fiorentina,Lucas Martínez Quarta,ARG,DF,29,1996.0,3.9,1,0,0,8,2,0,0,3,7,0,0,0,13,12,10,54.5
Serie A,2425,Fiorentina,Maat Daniel Caprini,ITA,FW,19,2006.0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0.0
Serie A,2425,Fiorentina,Marin Pongračić,CRO,DF,27,1997.0,15.1,3,1,1,26,7,0,1,12,13,0,0,1,71,25,11,69.4
Serie A,2425,Fiorentina,Matias Moreno,ARG,DF,21,2003.0,1.6,0,0,0,4,0,0,2,1,8,0,1,0,5,3,4,42.9
Serie A,2425,Fiorentina,Michael Folorunsho,ITA,"FW,MF",27,1998.0,7.2,5,0,0,15,23,0,21,4,12,0,0,0,29,16,11,59.3
Serie A,2425,Fiorentina,Michael Kayode,ITA,"DF,FW",20,2004.0,1.4,0,0,0,1,2,0,6,2,1,0,0,0,6,2,0,100.0
Serie A,2425,Fiorentina,Moise Kean,ITA,FW,25,2000.0,29.0,6,0,0,40,52,55,9,6,5,0,1,0,52,50,45,52.6
Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,MF,24,2001.0,9.7,0,0,0,8,13,0,23,5,10,0,0,0,42,1,4,20.0
Serie A,2425,Fiorentina,Nicolò Zaniolo,ITA,FW,25,1999.0,3.8,2,1,0,11,15,3,4,0,1,0,0,0,11,3,9,25.0
Serie A,2425,Fiorentina,Pablo Marí,ESP,DF,31,1993.0,11.2,2,0,0,13,1,0,0,21,9,0,0,0,36,27,9,75.0
Serie A,2425,Fiorentina,Pietro Comuzzo,ITA,DF,20,2005.0,23.6,5,0,0,25,12,0,3,28,21,0,0,0,82,63,41,60.6
Serie A,2425,Fiorentina,Pietro Terracciano,ITA,GK,35,1990.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0
Serie A,2425,Fiorentina,Riccardo Sottil,ITA,"FW,MF",25,1999.0,9.3,1,0,0,7,33,1,41,4,4,1,0,0,44,4,9,30.8
Serie A,2425,Fiorentina,Robin Gosens,GER,DF,30,1994.0,27.0,6,0,0,24,22,8,58,18,32,0,0,0,67,69,40,63.3
Serie A,2425,Fiorentina,Rolando Mandragora,ITA,MF,27,1997.0,20.5,7,0,0,21,36,2,35,16,11,0,0,0,56,12,14,46.2
Serie A,2425,Fiorentina,Sofyan Amrabat,MAR,MF,28,1996.0,2.0,0,0,0,4,1,0,3,0,2,0,0,0,7,1,1,50.0
Serie A,2425,Fiorentina,Tommaso Rubino,ITA,MF,18,2006.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0
Serie A,2425,Fiorentina,Yacine Adli,FRA,MF,24,2000.0,13.7,3,1,1,9,20,0,63,6,19,0,0,0,77,5,16,23.8
Serie A,2425,Genoa,Aarón Martín,ESP,DF,28,1997.0,33.3,5,0,0,37,26,4,254,19,46,0,1,0,141,20,31,39.2
Serie A,2425,Genoa,Alan Matturro,URU,DF,20,2004.0,10.0,2,0,0,10,5,2,8,14,6,0,1,0,26,16,16,50.0
Serie A,2425,Genoa,Alessandro Marcandalli,ITA,DF,22,2002.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0
Serie A,2425,Genoa,Alessandro Vogliacco,ITA,DF,26,1998.0,7.9,3,0,0,12,2,0,11,9,3,0,1,0,20,11,8,57.9
Serie A,2425,Genoa,Alessandro Zanoli,ITA,"FW,DF",24,2000.0,19.0,3,0,0,17,19,1,65,12,20,0,0,0,60,19,19,50.0
Serie A,2425,Genoa,Andrea Pinamonti,ITA,FW,26,1999.0,31.7,4,0,0,21,43,16,17,1,6,0,0,0,53,83,111,42.8
Serie A,2425,Genoa,Benjamin Siegrist,SUI,GK,33,1992.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Serie A,2425,Genoa,Brooke Norton-Cuffy,ENG,"DF,FW",21,2004.0,7.1,0,0,0,6,3,0,11,3,7,0,0,0,26,11,9,55.0
Serie A,2425,Genoa,Caleb Ekuban,GHA,FW,31,1994.0,5.9,1,0,0,13,8,5,3,1,3,0,0,0,19,11,18,37.9
Serie A,2425,Genoa,David Akpan Ankeye,NGA,"FW,MF",23,2002.0,0.5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0.0
Serie A,2425,Genoa,Emil Bohinen,NOR,MF,26,1999.0,1.8,0,0,0,3,3,0,0,1,4,0,0,0,9,2,1,66.7
Serie A,2425,Genoa,Fabio Miretti,ITA,"MF,FW",21,2003.0,18.6,2,0,0,23,53,2,61,7,15,0,0,0,85,11,23,32.4
Serie A,2425,Genoa,Federico Accornero,ITA,MF,21,2004.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
Serie A,2425,Genoa,Filippo Melegoni,ITA,"MF,FW",26,1999.0,1.0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,100.0
Serie A,2425,Genoa,Gastón Pereiro,URU,MF,29,1995.0,0.3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,50.0
Serie A,2425,Genoa,Honest Ahanor,ITA,"DF,MF",17,2008.0,3.0,0,0,0,2,8,0,4,1,5,0,0,0,14,5,3,62.5
Serie A,2425,Genoa,Jean Onana,CMR,MF,25,2000.0,2.4,0,0,0,6,1,0,1,2,6,0,0,0,10,5,7,41.7
Serie A,2425,Genoa,Jeff Ekhator,ITA,"FW,MF",18,2006.0,8.2,1,0,0,14,12,3,10,2,4,0,0,0,31,15,32,31.9
Serie A,2425,Genoa,Johan Vásquez,MEX,DF,26,1998.0,33.8,9,0,0,31,32,1,7,50,31,1,1,0,122,93,75,55.4
Serie A,2425,Genoa,Junior Messias,BRA,"MF,FW",34,1991.0,8.4,1,0,0,7,18,0,22,6,7,0,0,0,35,13,22,37.1
Serie A,2425,Genoa,Koni De Winter,BEL,DF,22,2002.0,22.7,6,0,0,39,14,1,4,23,19,0,2,0,107,72,33,68.6
Serie A,2425,Genoa,Lior Kasa,ISR,"MF,FW",19,2005.0,2.6,2,0,0,4,3,0,2,3,4,0,0,0,14,1,3,25.0
Serie A,2425,Genoa,Lorenzo Venturino,ITA,"FW,MF",18,2006.0,1.2,0,0,0,3,1,0,9,0,2,0,0,0,7,1,1,50.0
Serie A,2425,Genoa,Mario Balotelli,ITA,"FW,MF",34,1990.0,0.7,2,0,0,2,2,0,3,0,0,0,0,0,1,2,2,50.0
Serie A,2425,Genoa,Mattia Bani,ITA,DF,31,1993.0,16.1,3,0,0,7,11,1,4,20,9,0,0,0,60,22,23,48.9
Serie A,2425,Genoa,Maxwel Cornet,CIV,"FW,MF",28,1996.0,2.6,0,0,0,0,1,1,8,2,1,0,0,0,13,1,8,11.1
Serie A,2425,Genoa,Milan Badelj,CRO,MF,36,1989.0,16.4,2,0,0,18,19,0,5,20,16,0,0,0,74,10,6,62.5
